FIPS,2010_RR_Level,2010_RR_Score,2011_RR_Level,2011_RR_Score,2012_RR_Level,2012_RR_Score,2013_RR_Level,2013_RR_Score,2014_RR_Level,2014_RR_Score,2015_RR_Level,2015_RR_Score,2016_RR_Level,2016_RR_Score,2017_RR_Level,2017_RR_Score,2018_RR_Level,2018_RR_Score,2019_RR_Level,2019_RR_Score,2020_RR_Level,2020_RR_Score,2021_RR_Level,2021_RR_Score,2022_RR_Level,2022_RR_Score
37079,10,1.204634621673818,13,1.6109047441709774,7,0.9608102220120459,8,1.0627800158046383,8,1.0085092490025407,8,1.0261036276409308,9,1.0846585688796506,13,1.540288309959917,11,1.3311429252961906,15,1.8551849427317613,13,1.4489807449615386,12,1.2940922678049405,13,1.4142583518249054
37081,6,0.7982986983529728,8,1.0205135538541141,8,1.0596169336828083,5,0.782178794459674,7,0.9116922854456571,8,1.0261036276409308,11,1.2975297887439197,12,1.4198920226412897,13,1.5736366132247221,13,1.540023514510704,12,1.325692765895781,15,1.679316847839859,14,1.5398917903353784
37083,4,0.6125922605592288,4,0.6407219261675707,5,0.7705879423632879,6,0.8742683058993075,5,0.7205390659872996,16,2.0898994923187484,12,1.4187616804490204,7,0.9058566813968447,16,2.1069288217543884,16,2.0666907839539466,15,1.7481961168591398,10,1.09567412278372,14,1.5398917903353784
37085,9,1.098056035650484,8,1.0205135538541141,12,1.4984612024674966,8,1.0627800158046383,8,1.0085092490025407,8,1.0261036276409308,7,0.8895299684912805,14,1.6905399873573463,12,1.4514396801453566,16,2.0666907839539466,14,1.5810451153294245,15,1.679316847839859,14,1.5398917903353784
37087,16,2.236723817724756,14,1.7730526571222145,18,2.9340909467611103,17,2.4149595581474936,14,1.734508122602194,14,1.7190227172932657,12,1.4187616804490204,16,2.086934024373544,17,2.392813634037729,18,2.742281980673789,9,1.021907604073415,14,1.532064396905438,17,2.0582804980245153
37089,14,1.7737282469230873,12,1.4691801149074413,11,1.3776616104208703,16,2.1495268717286993,9,1.1092099987448687,13,1.5693168831877111,8,0.9897995123462122,15,1.8719572322132472,9,1.1225714872394117,9,1.092965793470596,12,1.325692765895781,10,1.09567412278372,12,1.30116295304044
37091,0,0.015023056809023275,0,0.01619895288624179,0,0.018570728685906528,0,0.020794788155319217,0,0.018196523666997512,6,0.8365887937034177,8,0.9897995123462122,7,0.9058566813968447,14,1.7204405598919597,16,2.0666907839539466,15,1.7481961168591398,15,1.679316847839859,14,1.5398917903353784
37093,9,1.098056035650484,14,1.7730526571222145,14,1.7974790042515651,12,1.4876455992998188,13,1.5742032183366177,12,1.4476840949951064,10,1.1885305415361134,12,1.4198920226412897,10,1.2251138444798586,11,1.3010748505227536,12,1.325692765895781,13,1.3996057930523857,14,1.5398917903353784
37095,0,0.015023056809023275,0,0.01619895288624179,7,0.9608102220120459,0,0.020794788155319217,0,0.018196523666997512,0,0.018340609132932232,15,1.8787559771593296,15,1.8719572322132472,17,2.392813634037729,16,2.0666907839539466,18,2.6236062443515085,16,1.8643650434332208,18,2.411026396793283
37097,12,1.455244522083391,16,2.196774036913289,12,1.4984612024674966,11,1.3674289460989972,11,1.3180770283715952,10,1.2209038635921285,13,1.5398762849976937,12,1.4198920226412897,9,1.1225714872394117,6,0.8167920438238253,7,0.8514071105903959,6,0.7597480567944727,7,0.8741379762426298
37099,16,2.236723817724756,15,1.9600901885195796,18,2.9340909467611103,17,2.4149595581474936,15,1.9139364907726268,15,1.8911852273518417,18,2.828092233453894,15,1.8719572322132472,17,2.392813634037729,17,2.338528695837419,17,2.2150983161105877,16,1.8643650434332208,17,2.0582804980245153
37101,14,1.7737282469230873,9,1.1253138245473644,8,1.0596169336828083,8,1.0627800158046383,6,0.8146026089378253,10,1.2209038635921285,5,0.7109566280236786,10,1.1893344528650995,7,0.9335392464130018,11,1.3010748505227536,8,0.9342843564300088,11,1.1920422786894092,10,1.1172563484277973
37103,10,1.204634621673818,0,0.01619895288624179,10,1.2622858152941425,0,0.020794788155319217,13,1.5742032183366177,15,1.8911852273518417,15,1.8787559771593296,15,1.8719572322132472,15,1.8777628483185316,15,1.8551849427317613,0,0.026383817705041356,15,1.679316847839859,16,1.8456508017688205
