FIPS,2010 RR_Level,2011 RR_Level,2012 RR_Level,2013 RR_Level,2014 RR_Level,2015 RR_Level,2016 RR_Level,2017 RR_Level,2018 RR_Level,2019 RR_Level,2020 RR_Level,2021 RR_Level,2022 RR_Level
20083,1,1,1,1,1,1,1,1,1,1,1,0,0
20085,1,1,1,1,1,7,6,1,6,7,6,6,7
20087,1,11,10,9,10,9,9,8,8,1,7,10,11
20089,1,1,1,1,1,1,1,1,1,1,1,0,0
20091,9,9,9,10,10,8,8,7,8,8,7,6,7
20093,1,1,1,1,1,1,1,1,1,1,1,0,0
20095,7,1,8,1,8,9,6,1,1,8,7,7,0
20097,1,1,1,1,1,1,1,1,1,1,1,0,0
20099,14,8,17,10,9,8,7,9,10,7,6,8,6
20101,1,1,1,1,1,1,1,1,1,1,1,0,0
20103,10,15,13,15,15,9,13,8,8,13,8,8,14
20105,1,1,1,1,1,1,1,1,1,1,1,4,4
20107,1,1,8,7,7,6,5,6,7,6,4,5,9
20109,1,1,1,1,1,1,1,1,1,1,1,0,1
20111,7,1,1,1,5,5,1,5,5,1,1,4,1
20113,8,6,8,12,7,8,5,8,1,9,6,9,6
20115,11,1,8,12,1,7,1,10,7,8,6,7,1
20117,1,1,6,1,1,1,1,1,5,1,4,0,1
20119,1,1,1,1,1,1,1,1,1,1,1,0,1
20121,8,9,9,9,9,8,7,7,9,8,5,7,9
20123,1,1,1,1,1,1,1,1,1,1,1,3,1
20125,11,8,13,9,7,7,5,7,7,6,5,6,6
20127,1,1,1,1,1,1,1,6,1,1,1,0,1
20129,1,1,1,1,1,1,1,1,1,1,1,0,1
20131,1,1,1,1,1,1,1,5,1,1,4,0,1
20133,9,7,11,7,6,5,1,6,7,5,5,5,5
20135,1,1,1,1,1,1,1,1,1,1,1,0,1
20137,1,1,1,1,1,1,1,1,1,1,1,0,1
20139,10,8,1,7,8,9,6,7,8,7,6,7,7
20141,1,1,1,1,1,1,1,1,1,1,1,3,1
20143,1,1,1,8,1,1,1,1,1,1,1,0,4
20145,1,1,1,6,1,1,1,1,1,1,1,0,3
20147,1,1,1,1,1,1,1,1,1,1,1,0,1
20149,7,6,7,6,1,6,1,6,7,6,1,4,5
20151,1,6,1,7,1,6,1,1,1,6,5,4,4
20153,1,1,1,1,1,1,1,1,1,1,1,0,1
20155,9,7,9,16,14,14,6,7,14,13,10,14,14
20157,1,1,1,1,1,1,1,1,1,1,1,0,1
20159,6,6,7,1,1,6,1,1,1,7,1,5,5
20161,6,1,6,5,1,1,1,5,5,1,4,5,4
20163,1,1,1,1,1,1,1,1,1,1,1,0,1
20165,1,1,1,1,1,1,1,1,1,1,1,0,3
20167,1,1,1,1,1,1,1,1,1,1,1,0,3
20169,6,1,1,17,5,6,1,16,5,12,4,9,7
20171,1,1,1,1,1,1,1,1,1,1,1,0,1
20173,12,11,14,13,14,12,11,12,12,13,14,15,16
20175,1,1,1,1,1,1,1,1,1,1,1,0,1
20177,14,14,11,8,12,12,11,11,11,12,12,13,14
20179,1,1,1,1,1,1,1,1,1,1,1,0,1
20181,1,1,1,1,1,1,1,1,1,1,1,0,1
20183,1,1,1,1,1,1,1,1,1,1,1,0,1
20185,1,6,1,8,1,1,1,1,1,1,1,0,1
20187,1,1,1,1,1,1,1,1,1,1,1,0,1
20189,1,1,1,1,1,1,1,1,1,1,1,0,1
20191,11,7,9,9,7,8,7,9,7,7,7,7,7
20193,1,1,1,1,1,1,1,1,1,1,1,0,1
20195,1,1,1,1,1,1,1,1,1,1,1,0,1
20197,8,1,1,1,1,6,1,1,6,1,1,1,1
20199,1,1,1,1,1,1,1,1,1,1,1,1,1
20201,1,5,1,1,1,1,1,1,1,4,1,3,1
20203,1,1,1,1,1,1,1,1,1,1,1,1,1
20205,9,1,7,7,5,5,1,5,5,1,4,3,4
20207,7,1,6,5,1,1,1,1,5,1,4,1,1
20209,14,11,12,8,9,8,9,8,8,11,13,12,14
21001,1,7,16,7,19,11,14,16,6,7,15,15,17
21003,11,15,12,15,13,11,15,13,12,19,15,16,14
21005,14,14,18,16,17,18,18,19,16,19,19,17,17
21007,7,7,1,9,10,1,7,1,1,8,5,1,4
21009,7,11,10,17,10,16,15,16,9,14,9,9,15
21011,19,19,14,13,17,12,19,16,18,17,19,19,19
21013,19,19,19,19,19,19,19,18,18,19,17,19,16
21015,18,16,18,19,18,19,18,18,18,15,17,13,13
21017,19,17,18,16,19,17,19,18,19,18,19,17,19
21019,19,18,17,19,18,19,19,19,19,19,19,19,19
21021,9,16,19,10,18,16,19,18,14,18,16,17,17
21023,19,1,1,1,18,19,19,19,18,18,17,19,16
21025,19,19,19,19,19,18,13,16,18,18,19,19,19
21027,14,13,13,7,8,10,18,14,7,9,12,16,8
21029,15,15,19,13,19,14,15,19,17,18,18,16,17
21031,10,18,14,13,1,19,17,15,11,11,9,13,11
21033,9,15,9,19,14,9,10,12,8,6,10,13,12
21035,11,9,13,18,18,9,13,6,13,13,12,10,14
21037,19,19,19,19,19,19,19,19,19,19,19,13,17
21039,1,1,1,9,1,1,1,1,1,1,5,1,1
21041,16,9,19,18,18,18,18,18,17,18,19,18,14
21043,19,19,16,18,19,19,17,19,18,19,19,19,19
21045,7,13,19,11,19,13,18,17,9,14,18,18,18
21047,10,12,12,17,13,15,13,9,14,10,14,13,16
21049,18,19,19,18,19,19,16,19,19,18,19,18,19
21051,19,19,19,19,19,19,18,18,17,18,18,19,18
21053,7,18,19,16,19,9,8,16,15,9,17,18,18
21055,9,13,8,19,13,6,9,8,1,1,7,11,8
21057,6,11,19,10,19,10,13,16,11,1,14,13,17
21059,15,11,14,18,10,11,10,9,10,8,10,8,11
21061,8,18,12,15,1,19,17,16,9,13,1,11,12
21063,19,19,16,18,19,17,17,19,18,19,19,19,1
21065,19,16,19,13,19,18,16,19,19,19,19,19,19
21067,16,16,16,16,18,18,18,18,18,17,18,17,17
21069,19,18,1,6,16,16,19,18,17,19,19,19,19
21071,19,19,19,19,19,19,19,18,18,18,17,19,19
21073,17,11,18,18,16,16,18,19,17,18,17,18,18
21075,1,1,10,1,1,1,7,1,1,1,1,8,8
21077,17,10,19,18,19,19,19,18,18,19,18,19,17
21079,16,17,18,13,18,17,18,19,18,19,19,19,18
21081,19,17,19,19,19,19,19,18,19,19,19,19,19
21083,10,8,12,15,14,6,10,5,9,11,10,9,9
21085,9,19,12,11,7,19,19,18,9,12,8,14,11
21087,1,1,13,8,17,10,10,16,1,7,1,14,18
21089,19,18,16,19,19,18,18,19,19,19,19,19,17
21091,15,1,14,1,7,8,15,7,1,7,11,12,1
21093,15,11,12,11,14,14,15,12,12,13,14,15,16
21095,19,19,19,19,19,19,19,18,17,18,19,18,17
21097,19,14,17,15,18,17,19,19,17,19,19,19,18
21099,2,14,9,12,8,17,15,16,7,11,9,10,17
21101,14,15,13,16,10,10,12,11,8,1,9,12,13
21103,15,9,19,17,17,17,16,18,14,16,19,17,15
21105,2,1,7,1,1,5,7,1,1,1,1,6,5
21107,7,17,11,19,6,12,14,16,10,6,8,12,8
21109,19,1,19,1,19,18,17,18,18,19,19,19,19
21111,15,16,18,18,17,17,19,19,18,19,19,19,19
21113,17,17,17,15,18,17,17,19,17,18,19,15,19
21115,19,19,19,19,19,19,19,19,19,18,19,19,19
21117,19,19,19,19,19,19,19,19,19,19,18,18,15
21119,19,19,19,19,19,19,17,17,17,18,19,19,19
21121,19,19,19,19,19,19,17,19,17,19,16,18,18
21123,8,9,1,10,14,1,1,16,1,12,16,17,18
21125,17,19,18,18,17,16,17,13,14,17,16,11,14
21127,19,19,19,19,19,19,19,19,19,19,19,19,18
21129,19,19,1,15,19,18,12,18,19,19,19,19,19
21131,19,19,19,19,19,19,19,18,18,18,18,19,18
21133,19,19,19,19,19,19,18,18,17,18,19,19,18
21135,19,19,16,1,18,19,1,19,19,19,19,19,19
21137,12,17,19,13,18,16,18,17,16,17,19,18,18
21139,10,11,11,18,16,1,10,5,1,7,7,10,7
21141,13,13,14,13,11,18,14,11,12,15,16,15,14
21143,10,12,9,19,18,5,1,8,1,7,10,13,10
21145,17,17,19,18,18,1,13,5,11,13,11,6,10
21147,2,1,19,19,19,19,17,16,15,1,17,16,19
21149,2,15,13,17,1,1,14,1,9,5,1,11,11
21151,18,17,18,14,17,18,17,19,19,19,19,19,19
21153,19,19,19,19,19,18,17,17,18,18,19,19,19
21155,9,12,18,9,18,12,17,18,1,17,18,19,17
21157,13,12,14,19,19,5,17,6,7,10,10,12,10
21159,19,19,19,19,19,19,19,19,19,19,19,19,19
21161,19,18,13,10,17,19,19,19,18,18,18,19,19
21163,15,9,16,9,11,8,18,15,9,12,15,18,13
21165,19,19,1,18,1,1,16,18,19,1,19,19,19
21167,15,16,18,13,17,17,19,19,17,18,18,17,19
21169,2,1,1,1,17,13,13,16,6,1,9,1,17
21171,8,10,14,12,12,12,16,15,11,12,14,9,17
21173,19,19,18,17,19,15,18,19,19,17,18,19,19
21175,19,19,19,19,19,1,17,19,19,17,19,19,19
21177,10,14,13,16,8,18,16,10,12,11,11,14,13
21179,13,13,15,12,17,14,16,18,12,16,17,17,16
21181,19,18,15,12,17,14,19,1,16,18,19,19,19
21183,11,16,13,10,7,17,17,11,8,8,8,13,8
21185,16,14,18,17,17,16,13,17,11,14,19,7,6
21187,17,11,19,18,19,18,19,18,17,18,19,19,17
21189,19,19,19,17,19,19,16,18,18,18,19,19,19
21191,19,18,19,18,19,19,19,19,19,19,18,19,17
21193,19,19,19,19,19,19,18,17,18,18,19,19,19
21195,19,19,19,19,19,19,16,13,16,18,17,18,19
21197,19,19,19,18,19,16,15,19,19,18,19,19,19
21199,9,18,19,15,19,13,13,14,12,14,17,17,16
21201,19,12,1,1,1,1,19,19,1,19,18,19,1
21203,18,17,19,11,18,16,17,17,17,18,19,19,18
21205,19,19,14,12,18,15,14,19,19,18,18,19,18
21207,7,14,19,13,19,13,13,16,12,9,17,17,17
21209,19,15,17,18,19,17,18,14,16,14,18,14,16
21211,15,14,18,18,17,19,17,14,13,17,14,11,18
21213,12,15,13,13,13,13,12,12,13,17,16,17,13
21215,15,15,18,17,18,17,17,18,17,18,18,17,18
21217,6,7,19,9,18,8,13,17,1,13,18,18,19
21219,13,1,14,14,13,15,14,1,14,16,17,16,15
21221,10,11,11,18,18,10,11,8,10,9,12,16,13
21223,16,2,18,16,17,17,17,18,17,16,19,14,12
21225,10,14,7,17,8,7,9,7,1,1,5,10,8
21227,11,15,14,13,12,10,10,8,10,12,10,11,8
21229,11,15,18,1,17,17,19,19,13,18,18,18,17
21231,8,14,19,18,19,15,12,16,15,11,17,18,18
21233,9,16,10,18,7,8,12,10,6,1,6,11,11
21235,19,19,19,19,19,19,19,19,17,16,16,16,19
21237,19,19,18,19,19,11,1,1,19,16,19,19,19
21239,17,15,17,17,18,17,18,18,17,18,17,18,18
22001,19,18,12,14,13,12,11,11,14,15,12,17,17
22003,18,13,10,13,1,10,12,12,17,17,18,18,16
22005,17,10,13,16,11,12,9,14,18,13,17,17,18
22007,17,14,14,15,1,15,12,16,16,14,15,17,17
22009,10,10,7,7,18,9,8,12,16,11,15,17,19
22011,18,12,10,13,9,9,10,11,15,16,17,12,15
22013,7,6,6,9,6,6,1,6,5,9,7,6,9
22015,11,7,6,12,6,9,11,8,6,8,7,7,5
22017,10,11,8,10,8,11,8,9,9,9,7,6,5
22019,14,12,13,12,14,10,8,9,11,12,14,16,11
22021,2,6,1,7,8,7,6,8,8,7,1,8,14
22023,2,2,1,12,1,12,10,12,10,13,1,14,15
22025,7,6,1,1,11,1,1,8,1,1,7,1,17
22027,2,6,6,7,6,1,6,5,1,5,5,1,7
22029,2,2,1,1,12,7,5,8,1,1,1,15,18
22031,12,7,6,1,7,6,7,7,6,11,4,5,1
22033,10,8,8,12,12,13,13,12,14,16,18,18,18
22035,2,2,1,1,1,1,1,1,1,1,1,1,1
22037,2,2,7,7,13,15,11,10,10,10,18,17,19
22039,18,15,10,12,12,11,12,11,18,16,16,12,12
22041,2,2,2,1,7,1,1,6,1,1,5,4,6
22043,14,14,7,13,8,10,9,14,16,17,16,18,17
22045,17,13,13,18,8,14,14,15,14,13,13,14,13
22047,13,11,12,15,9,14,12,14,15,14,18,17,17
22049,7,2,2,9,7,8,8,8,9,9,6,9,14
22051,15,17,17,19,17,18,18,18,18,18,18,19,18
22053,19,12,9,13,9,12,11,11,15,18,17,17,18
22055,14,12,15,12,12,10,12,12,11,15,17,17,16
22057,18,15,12,15,17,11,13,13,11,14,13,15,15
22059,11,11,7,9,10,8,1,11,13,14,12,16,18
22061,2,7,2,10,8,1,8,7,7,8,8,9,12
22063,18,18,16,18,17,19,19,18,17,18,18,19,19
22065,2,2,2,1,1,1,1,5,1,1,4,4,1
22067,6,6,7,7,6,6,7,6,7,6,6,17,7
22069,12,9,2,9,7,7,8,8,9,15,9,12,14
22071,8,12,16,19,18,17,18,18,18,19,19,19,19
22073,10,8,12,11,10,12,12,9,13,12,11,14,15
22075,16,15,18,19,18,17,18,18,19,19,19,16,19
22077,7,9,9,9,12,12,10,13,14,11,16,17,18
22079,14,14,10,13,11,10,15,14,16,17,16,18,18
22081,11,2,2,8,1,1,1,1,1,8,1,1,6
22083,2,2,2,6,6,6,6,6,6,6,5,9,5
22085,16,7,7,7,7,5,7,10,6,14,1,9,6
22087,19,13,19,19,18,17,18,18,19,19,19,19,19
22089,17,16,15,18,17,17,16,17,13,13,16,15,18
22091,13,11,2,13,16,17,17,14,14,15,18,18,19
22093,18,14,13,1,11,14,12,15,16,14,15,16,17
22095,17,16,14,16,16,16,15,17,16,14,15,12,10
22097,13,16,11,11,11,11,9,9,11,12,15,16,15
22099,15,13,14,16,9,13,12,14,14,13,10,12,18
22101,17,15,15,17,10,15,13,16,16,13,16,17,18
22103,17,17,16,19,18,17,16,17,18,18,18,18,16
22105,18,15,10,14,16,15,16,16,17,17,18,18,19
22107,2,2,2,1,1,5,1,5,1,1,4,5,1
22109,17,16,15,16,15,18,13,19,17,18,17,18,19
22111,2,7,8,7,8,6,9,6,1,7,6,12,12
22113,17,13,9,15,9,15,13,12,13,16,15,10,15
22115,17,11,8,11,9,7,11,12,13,17,14,9,9
22117,18,14,19,19,18,19,19,19,19,19,19,19,19
22119,7,6,6,8,5,6,6,6,5,6,5,5,4
22121,7,7,9,8,10,13,12,12,12,13,17,18,19
22123,2,2,2,1,1,5,1,5,1,1,1,11,1
22125,2,2,7,1,14,12,9,12,11,8,15,19,19
22127,9,8,6,9,1,8,6,9,10,12,9,12,17
23001,14,13,11,10,16,17,15,13,16,17,16,18,18
23003,11,16,7,12,16,14,17,18,11,11,14,18,19
23005,11,10,14,14,13,17,14,17,15,16,14,13,14
23007,13,13,11,12,15,16,15,17,16,16,16,17,16
23009,12,14,9,12,15,15,17,18,18,17,13,13,16
23011,13,13,11,14,14,17,16,19,17,17,16,17,16
23013,12,14,10,13,15,15,17,15,18,17,17,11,17
23015,13,13,12,13,15,16,16,17,17,17,13,16,16
23017,13,12,12,12,17,18,14,17,16,12,12,15,17
23019,11,13,9,12,12,14,17,18,17,17,18,18,19
23021,11,15,2,12,15,14,17,18,14,16,19,18,18
23023,13,12,12,13,14,17,15,17,16,17,14,17,10
23025,12,14,9,12,14,15,15,18,13,18,16,17,18
23027,12,14,10,13,14,15,17,18,17,17,16,16,18
23029,11,15,8,12,18,14,19,19,19,17,19,19,19
23031,12,11,12,12,16,15,17,19,17,16,15,12,17
24001,15,17,15,17,14,15,19,19,19,17,19,17,17
24003,13,15,14,15,16,16,18,19,19,19,18,15,14
24005,15,14,16,15,16,18,19,19,19,19,18,17,16
24009,13,15,15,17,17,17,18,18,19,18,15,14,12
24011,15,19,15,16,19,15,19,19,17,19,19,16,13
24013,11,11,16,17,16,17,18,17,19,19,15,15,11
24015,18,19,18,18,19,18,19,19,19,19,19,19,19
24017,10,12,11,10,13,12,17,16,13,16,15,11,16
24019,14,18,15,14,16,13,18,18,17,19,18,18,18
24021,9,12,13,14,14,12,19,17,17,15,14,7,9
24023,14,18,2,14,14,18,19,18,18,17,15,17,18
24025,15,15,17,16,15,16,18,18,19,18,17,15,16
24027,8,9,10,10,8,11,12,12,11,10,9,5,6
24029,17,17,17,16,17,16,17,18,19,19,18,18,18
24031,7,7,8,7,8,9,9,9,8,10,7,6,6
24033,8,8,8,8,8,8,11,12,11,12,12,9,10
24035,16,18,17,16,16,15,16,15,19,18,17,16,9
24037,14,14,11,11,10,15,14,17,16,16,14,15,13
24039,11,13,16,11,14,17,19,17,17,16,19,17,18
24041,15,19,16,16,17,15,16,16,17,15,18,16,13
24043,13,14,16,18,18,19,19,17,19,19,19,18,18
24045,11,13,16,11,13,9,18,17,17,17,17,14,12
24047,13,14,15,12,15,19,19,17,18,16,15,15,8
24510,18,17,19,19,19,19,19,19,19,19,19,19,19
25001,13,12,11,17,17,18,19,17,18,18,16,15,16
25003,10,14,15,14,16,18,16,16,18,19,18,18,15
25005,17,16,17,18,18,18,19,19,19,19,17,17,17
25007,2,2,11,17,17,18,19,17,18,18,16,15,16
25009,11,11,14,15,17,18,18,18,18,18,15,15,14
25011,11,15,13,14,13,18,15,11,17,16,15,17,16
25013,13,13,15,15,12,17,17,15,19,19,18,17,17
25015,11,9,9,16,13,10,14,13,16,16,11,12,10
25017,10,11,10,11,14,15,16,14,14,13,10,10,10
25019,9,8,11,17,17,18,19,17,18,18,16,15,16
25021,13,11,12,12,14,16,17,14,16,13,12,10,9
25023,12,15,13,15,15,18,18,18,17,18,16,13,15
25025,12,13,13,15,14,17,17,17,16,17,16,16,16
25027,13,14,13,15,14,17,16,17,18,18,16,14,15
26001,2,12,2,9,13,5,1,15,1,10,17,17,5
26003,2,2,2,1,1,8,16,1,1,1,1,4,1
26005,12,12,11,9,16,8,11,9,8,9,8,6,6
26007,2,2,2,1,8,1,1,15,1,1,17,17,1
26009,11,9,12,7,6,8,9,14,14,6,9,10,6
26011,14,18,18,16,13,1,18,15,9,16,17,16,12
26013,2,2,2,9,1,1,16,1,8,1,8,6,7
26015,14,13,13,14,14,14,12,13,13,11,10,10,8
26017,14,18,18,16,13,16,16,15,15,16,16,14,10
26019,2,17,14,11,6,12,14,14,16,6,13,10,13
26021,14,13,14,12,16,15,15,10,12,10,9,9,13
26023,15,13,10,16,14,15,17,16,13,11,13,13,10
26025,18,17,18,17,16,19,18,17,18,16,17,16,14
26027,13,18,12,13,13,13,13,14,12,13,11,10,7
26029,11,2,12,7,1,1,1,14,14,5,9,10,4
26031,8,2,8,6,1,1,1,14,9,5,14,14,1
26033,2,2,2,1,1,6,16,1,1,1,4,4,1
26035,10,16,10,9,8,13,17,14,9,17,14,12,9
26037,16,14,12,12,12,15,10,11,15,10,12,6,10
26039,9,9,10,6,8,6,8,14,10,7,13,15,6
26041,2,2,2,2,1,1,16,1,9,1,5,5,1
26043,2,2,2,8,1,14,10,1,19,1,8,7,1
26045,13,10,10,15,11,15,13,11,15,9,11,9,9
26047,9,2,10,7,1,1,1,14,12,5,12,12,1
26049,18,17,15,12,12,12,17,18,19,19,17,17,18
26051,14,16,16,12,11,12,16,14,1,15,13,17,14
26053,2,2,2,2,1,1,1,1,1,1,5,4,13
26055,14,15,14,11,6,12,14,14,15,9,8,7,8
26057,16,15,13,13,1,14,13,14,13,11,10,8,8
26059,14,15,2,16,14,16,16,13,12,13,13,14,10
26061,2,2,2,6,1,1,8,1,5,1,5,4,13
26063,18,16,14,16,17,14,17,17,16,16,11,11,10
26065,13,13,11,15,15,16,16,15,17,17,16,15,15
26067,15,12,12,13,17,15,14,12,14,11,9,8,6
26069,9,18,12,16,13,1,18,15,7,16,17,17,6
26071,2,2,2,2,1,8,9,1,1,1,7,6,7
26073,12,15,12,12,8,14,14,14,10,14,8,9,9
26075,9,13,12,15,9,10,7,7,7,8,6,13,10
26077,11,14,11,15,12,10,15,13,13,11,10,10,6
26079,9,14,10,2,7,9,11,14,13,7,10,13,8
26081,11,10,11,11,9,13,10,13,10,11,8,7,7
26083,2,2,2,2,1,1,1,1,1,1,1,1,13
26085,2,19,13,11,1,13,14,14,15,11,1,11,14
26087,17,14,13,13,15,10,10,14,13,12,10,7,11
26089,9,2,14,11,6,12,14,14,16,1,8,7,8
26091,13,12,14,16,16,18,13,9,16,15,12,11,10
26093,12,10,14,14,18,12,13,14,11,13,10,8,6
26095,2,2,2,2,1,6,16,1,1,1,4,4,1
26097,2,2,2,2,1,6,16,1,1,1,4,3,1
26099,18,18,17,18,18,18,18,19,18,17,16,13,13
26101,8,19,14,11,6,12,14,14,16,7,19,11,18
26103,2,2,2,15,1,16,16,1,11,1,8,6,1
26105,11,19,14,11,8,12,14,14,16,7,13,10,13
26107,9,18,12,11,9,15,15,14,13,15,8,9,10
26109,2,2,2,9,2,10,12,1,17,1,7,6,1
26111,14,13,14,15,11,15,11,15,9,11,8,6,5
26113,2,16,2,2,2,11,14,14,13,11,8,12,10
26115,14,13,18,18,17,18,18,18,17,15,15,13,10
26117,14,13,12,12,11,16,12,14,14,11,9,8,8
26119,7,2,7,2,6,1,1,14,7,1,16,16,1
26121,18,16,12,16,18,16,14,14,16,17,14,14,14
26123,17,18,13,13,11,15,13,14,15,12,12,8,8
26125,9,8,9,9,10,9,9,10,10,9,9,8,7
26127,14,19,13,14,13,14,14,14,16,13,10,11,12
26129,10,15,13,9,13,6,13,15,6,14,16,17,8
26131,2,2,2,2,2,1,1,1,5,1,5,4,13
26133,2,18,10,10,7,14,15,14,13,15,1,10,11
26135,8,9,9,7,11,1,1,14,6,8,16,17,1
26137,9,6,9,6,6,5,6,14,11,1,13,14,4
26139,10,11,9,9,10,10,10,11,9,9,7,5,5
26141,2,2,2,2,2,1,1,15,1,1,17,17,1
26143,9,13,11,6,10,8,13,14,8,12,13,16,8
26145,13,14,12,14,16,14,13,15,14,13,15,14,11
26147,19,18,15,18,18,17,19,18,18,18,16,15,10
26149,15,14,12,15,13,14,15,15,12,11,10,11,9
26151,18,16,14,16,17,14,17,17,16,16,12,11,10
26153,2,2,2,2,2,1,16,1,1,1,4,1,1
26155,18,17,13,14,13,12,14,16,15,12,10,12,12
26157,17,16,15,15,15,13,16,16,16,16,11,13,13
26159,18,15,15,16,13,13,13,17,12,14,12,12,11
26161,13,11,10,13,15,13,13,13,14,12,10,9,10
26163,15,14,15,17,17,18,18,18,19,19,17,17,17
26165,7,19,11,8,6,12,14,14,15,9,9,14,14
27001,9,9,8,8,11,9,10,16,8,12,12,16,13
27003,12,12,13,12,8,9,9,9,10,9,8,9,8
27005,2,7,2,5,7,7,6,6,5,7,5,18,6
27007,6,6,6,5,6,5,6,7,5,15,17,16,19
27009,6,10,13,11,10,10,9,15,8,8,7,11,14
27011,2,2,2,2,2,1,5,1,2,1,4,1,1
27013,2,2,2,2,2,5,5,1,5,5,4,10,7
27015,2,2,2,2,5,1,1,1,2,5,1,5,1
27017,12,11,11,12,14,13,13,14,10,15,15,16,13
27019,8,10,9,8,6,7,8,8,8,8,8,8,5
27021,6,7,6,6,8,7,8,17,6,11,8,17,15
27023,2,2,2,2,2,1,1,1,5,1,1,1,1
27025,8,9,8,8,10,8,7,10,8,10,13,10,10
27027,2,15,2,5,14,16,6,5,6,5,9,9,8
27029,2,2,2,5,2,5,6,5,5,10,8,19,12
27031,2,2,2,2,2,1,1,1,10,1,1,1,13
27033,2,2,2,2,2,1,1,1,2,1,1,1,3
27035,6,7,7,6,8,8,13,18,6,11,1,17,8
27037,10,10,9,9,8,9,8,8,7,8,8,6,6
27039,2,2,8,8,2,6,6,7,7,11,11,10,10
27041,2,7,2,2,6,7,6,6,5,5,5,10,5
27043,2,2,2,2,2,1,1,1,2,1,4,5,4
27045,2,6,7,2,6,1,6,6,6,6,6,5,6
27047,6,2,2,5,2,5,1,5,2,1,6,5,5
27049,7,7,8,8,6,6,7,6,7,14,9,12,6
27051,2,2,2,2,2,6,2,1,2,5,1,5,4
27053,11,11,11,11,10,11,12,12,10,12,13,13,14
27055,7,6,7,6,2,5,9,7,8,7,6,8,6
27057,2,2,2,2,6,6,6,9,5,12,11,17,14
27059,9,10,11,2,10,9,7,15,9,9,12,13,11
27061,8,9,8,8,11,8,10,12,8,15,12,11,16
27063,2,2,2,2,2,1,2,1,2,1,1,1,3
27065,8,9,9,7,10,9,2,16,8,10,15,15,13
27067,2,6,2,2,6,6,6,5,6,6,5,4,4
27069,2,2,2,2,2,1,2,1,2,1,1,1,1
27071,2,8,2,2,9,1,8,1,7,12,12,14,13
27073,2,2,2,2,2,1,2,1,2,1,1,1,1
27075,2,8,2,2,2,1,2,1,10,8,1,7,13
27077,2,2,2,2,2,1,2,1,2,1,1,15,1
27079,2,6,2,6,5,6,6,1,2,7,6,8,5
27081,2,2,2,2,2,1,2,1,2,1,1,3,1
27083,2,2,2,2,5,1,2,1,2,1,1,4,1
27085,2,8,7,6,2,1,2,7,8,6,6,7,4
27087,2,2,2,5,2,1,6,1,2,7,1,19,6
27089,2,2,2,2,2,5,2,1,2,7,7,6,1
27091,2,2,2,2,2,1,2,1,2,1,1,4,4
27093,2,2,2,7,7,1,6,6,7,7,7,5,5
27095,7,9,10,8,10,9,8,18,8,10,8,18,15
27097,6,8,8,8,9,9,9,16,7,9,1,14,12
27099,6,6,6,6,5,5,5,5,5,6,13,7,10
27101,2,2,2,2,5,1,2,1,2,1,1,3,1
27103,2,5,2,2,2,5,2,5,5,5,5,8,4
27105,2,2,2,2,2,2,5,1,2,1,1,1,1
27107,2,2,2,5,2,2,8,1,2,6,1,1,1
27109,6,9,10,11,10,7,9,8,9,9,9,9,10
27111,2,7,2,2,7,8,5,5,5,5,5,10,5
27113,6,6,2,2,2,2,2,1,2,8,8,8,9
27115,9,9,9,8,11,9,8,13,8,12,17,14,13
27117,6,2,2,2,2,2,2,1,2,1,1,4,3
27119,2,2,2,2,2,5,5,5,2,6,4,15,4
27121,2,6,2,6,6,7,7,5,5,5,5,5,4
27123,11,12,13,12,10,12,12,13,10,12,13,15,16
27125,2,2,2,2,2,2,2,1,2,1,1,1,1
27127,2,2,2,2,2,2,2,1,2,1,1,4,1
27129,2,6,2,5,5,5,2,1,6,5,5,5,4
27131,6,7,7,7,6,7,6,7,6,10,8,9,7
27133,2,2,2,6,6,2,5,1,5,1,1,4,3
27135,2,2,2,2,2,2,2,1,2,7,8,11,7
27137,12,11,11,12,14,13,13,12,10,13,12,14,13
27139,8,8,8,8,7,9,8,8,7,8,7,6,6
27141,8,11,13,10,12,9,9,13,9,9,10,5,10
27143,6,7,7,2,2,7,6,5,7,1,7,7,1
27145,6,10,7,11,9,10,10,9,8,8,10,6,6
27147,2,2,6,6,5,6,5,6,6,7,10,9,10
27149,2,2,2,2,2,2,5,1,2,1,1,1,1
27151,2,2,2,2,2,5,5,1,5,1,4,1,1
27153,2,7,2,6,7,7,2,11,2,6,5,12,8
27155,2,2,2,2,2,2,2,1,2,1,4,1,1
27157,6,6,8,2,2,2,7,5,7,8,6,7,6
27159,2,2,2,2,7,2,5,12,5,7,7,15,1
27161,6,2,2,5,2,6,5,5,5,6,6,7,7
27163,8,10,8,9,9,8,8,8,8,11,8,6,5
27165,2,2,2,2,2,2,2,1,2,1,1,1,4
27167,2,2,2,2,7,2,2,1,2,1,5,6,5
27169,7,7,8,7,6,6,8,7,8,8,8,6,8
27171,7,9,9,9,8,7,8,10,8,8,5,5,4
27173,2,2,2,2,5,2,2,1,5,1,1,3,1
28001,2,2,2,2,7,2,2,1,5,1,5,10,11
28003,12,14,9,19,18,18,7,6,6,8,18,15,15
28005,2,2,8,2,16,13,12,1,2,2,16,18,19
28007,2,2,2,2,7,5,5,5,2,5,1,7,4
28009,2,2,2,2,2,2,2,1,2,2,16,15,13
28011,2,2,2,2,2,2,5,1,5,2,4,6,4
