FIPS,2010 RR_Level,2011 RR_Level,2012 RR_Level,2013 RR_Level,2014 RR_Level,2015 RR_Level,2016 RR_Level,2017 RR_Level,2018 RR_Level,2019 RR_Level,2020 RR_Level,2021 RR_Level,2022 RR_Level
13131,7,0,6,0,6,6,6,6,0,7,9,5,9
13133,8,8,7,8,0,7,0,7,7,0,5,6,10
13135,9,8,8,8,8,10,8,8,9,7,7,7,7
13137,18,17,17,10,16,12,13,13,12,16,13,11,9
13139,14,13,13,14,11,10,11,11,11,11,8,8,13
13141,0,0,0,0,0,0,0,0,0,4,0,4,12
13143,19,12,15,12,15,19,18,13,8,10,18,12,13
13145,10,15,8,7,9,10,7,8,7,7,9,8,5
13147,18,18,17,12,18,14,13,0,13,17,14,15,16
13149,16,16,13,9,12,0,12,13,0,12,11,11,9
13151,14,15,10,11,12,10,12,9,11,9,8,6,8
13153,12,6,6,9,9,10,8,11,8,9,7,7,9
13155,0,0,0,0,0,5,6,12,9,5,0,0,5
13157,17,16,16,17,14,17,12,12,13,11,9,11,7
13159,8,10,10,11,8,11,8,9,8,6,9,10,11
13161,0,6,5,0,9,5,5,8,7,5,5,6,12
13163,9,6,0,6,6,7,7,8,8,0,5,9,15
13165,8,6,7,0,0,0,6,0,0,0,14,12,13
13167,6,0,0,0,5,6,0,6,5,0,0,6,12
13169,7,8,7,7,6,8,6,8,6,5,6,9,13
13171,9,11,12,9,9,14,8,9,11,8,9,14,10
13173,0,0,0,7,6,0,6,7,0,0,7,0,14
13175,0,0,0,5,5,5,5,6,5,4,4,9,12
13177,0,0,7,0,5,0,0,0,0,10,5,7,16
13179,11,7,7,6,8,7,10,11,7,8,7,9,10
13181,9,7,8,0,0,6,9,7,0,8,11,0,13
13183,11,7,0,0,8,7,10,12,7,9,7,11,13
13185,7,6,0,7,5,6,9,8,9,6,5,6,12
13187,19,14,12,18,12,10,11,17,16,10,12,14,12
13189,10,0,8,7,8,0,9,9,11,7,8,6,14
13191,12,9,8,0,10,9,10,12,8,10,9,12,13
13193,7,0,0,6,0,6,6,0,0,6,0,4,6
13195,17,15,15,9,19,13,10,8,12,16,11,15,18
13197,0,0,0,5,5,0,0,0,5,0,4,5,3
13199,10,13,10,7,9,11,0,8,8,8,9,10,6
13201,0,0,0,0,0,0,0,0,0,5,8,0,4
13205,6,0,0,0,5,5,0,5,0,8,7,8,11
13207,8,10,9,9,8,10,7,8,8,7,8,11,13
13209,0,0,0,0,0,0,0,0,0,0,0,0,15
13211,11,11,0,14,7,11,7,9,10,8,9,8,9
13213,18,19,18,18,18,13,11,15,15,9,14,11,13
13215,14,11,11,9,10,8,8,9,8,9,8,8,8
13217,13,14,11,12,11,10,10,10,8,9,10,8,8
13219,16,13,13,13,10,14,0,11,12,10,9,10,10
13221,12,8,9,0,10,8,0,8,8,10,8,7,14
13223,18,14,16,10,16,12,13,10,9,10,11,11,12
13225,8,6,0,9,0,6,6,7,6,6,5,4,6
13227,13,16,14,16,14,15,13,14,15,0,13,13,17
13229,7,10,6,8,18,9,8,13,8,7,14,14,16
13231,9,13,0,7,9,14,7,9,10,8,8,13,8
13233,18,12,15,12,14,15,13,13,10,9,14,17,14
13235,0,0,0,6,0,0,7,6,6,5,0,7,0
13237,6,7,6,7,0,8,5,7,7,5,5,6,11
13239,0,0,0,0,0,0,0,0,0,0,0,0,0
13241,18,18,17,12,17,11,14,15,0,17,13,13,15
13243,0,0,0,0,0,0,0,0,0,0,4,0,0
13245,17,12,15,10,12,16,15,16,17,13,15,15,18
13247,11,12,13,12,11,10,12,9,12,10,9,10,7
13249,0,0,0,0,0,0,0,0,0,0,0,4,5
13251,6,0,0,0,5,5,7,10,0,5,14,12,15
13253,8,7,0,7,7,0,0,6,6,6,10,5,7
13255,11,12,18,9,10,16,11,10,12,8,10,12,9
13257,18,18,18,9,18,17,14,12,15,18,13,15,14
13259,0,0,0,0,0,0,0,0,0,7,0,7,0
13261,0,0,6,5,5,5,5,0,5,5,4,4,10
13263,7,8,0,0,0,6,0,0,0,7,7,7,0
13265,0,0,0,0,0,0,0,0,0,6,0,0,13
13267,8,6,0,6,9,6,7,10,6,5,8,8,13
13269,0,6,0,6,5,0,0,5,5,0,4,0,0
13271,0,0,0,0,0,0,5,9,7,4,0,6,4
13273,0,0,0,0,0,0,0,0,0,6,5,0,8
13275,7,6,7,6,6,6,6,6,6,7,6,8,11
13277,0,5,0,0,5,5,5,8,8,6,4,13,12
13279,0,5,5,0,8,5,5,8,6,4,6,6,15
13281,18,16,15,11,15,7,13,15,10,15,13,13,13
13283,0,0,0,0,0,0,0,0,0,4,0,0,14
13285,13,17,11,7,13,15,10,11,7,9,12,10,6
13287,0,0,0,0,5,5,5,7,6,5,0,7,0
13289,0,7,6,7,0,0,7,9,7,0,5,8,11
13291,19,18,15,18,13,7,12,16,14,14,13,16,15
13293,7,9,7,7,7,9,5,7,7,7,6,9,6
13295,14,16,16,15,13,14,11,14,13,12,15,13,15
13297,13,11,17,17,14,15,12,10,14,13,12,10,8
13299,6,8,9,8,19,8,9,12,9,7,14,13,16
13301,0,0,0,6,0,0,0,0,6,0,0,4,13
13303,0,6,0,0,0,5,0,0,0,0,0,6,12
13305,10,10,8,7,13,10,11,13,9,8,12,14,15
13307,0,0,0,0,0,5,0,0,0,0,0,4,5
13309,0,0,0,0,0,5,0,6,0,0,0,4,9
13311,18,13,12,15,12,9,11,15,14,13,12,14,12
13313,14,14,15,13,10,10,9,11,8,12,8,9,6
13315,0,0,0,0,0,5,6,0,6,0,0,7,0
13317,6,0,6,6,5,5,6,6,6,7,6,0,14
13319,0,0,0,0,5,6,0,6,5,0,4,8,11
13321,0,0,0,0,5,5,5,5,6,8,5,11,12
15001,0,0,0,0,0,0,7,0,8,8,6,6,5
15003,9,12,10,8,8,7,8,7,9,9,7,6,6
15005,0,0,0,0,0,0,0,0,0,0,0,0,0
15007,9,12,10,8,8,7,8,7,9,9,7,6,6
15009,13,18,16,12,13,10,9,10,11,11,9,8,8
16001,13,12,11,13,13,9,11,10,11,11,9,7,9
16003,0,0,0,0,0,0,0,6,0,5,0,0,8
16005,15,17,17,17,18,12,16,15,11,17,10,13,10
16007,0,7,0,9,0,7,7,0,6,5,0,0,4
16009,13,9,0,0,10,13,13,10,10,10,10,10,10
16011,10,8,9,13,16,9,10,10,7,9,7,9,5
16013,6,6,6,7,8,6,8,6,7,5,5,5,4
16015,10,8,8,6,11,0,7,7,0,7,5,5,7
16017,13,11,14,8,7,13,8,10,6,10,6,6,11
16019,16,13,15,19,16,17,15,11,12,15,9,11,7
16021,16,12,15,9,0,12,0,10,0,10,0,0,11
16023,0,0,0,0,8,0,6,0,0,0,0,5,0
16025,1,0,6,0,0,0,0,0,0,0,0,0,0
16027,12,11,9,10,13,9,7,7,9,7,7,7,7
16029,10,0,0,0,0,0,0,9,0,0,7,7,5
16031,9,9,0,9,8,10,11,7,9,8,8,7,6
16033,1,0,0,0,0,0,0,0,0,0,0,0,0
16035,1,7,0,0,0,8,7,10,0,5,0,0,8
16037,7,6,0,0,9,0,0,5,6,0,0,5,4
16039,9,9,7,7,8,7,7,7,8,7,6,5,6
16041,1,8,10,9,9,7,8,8,0,9,6,0,0
16043,6,6,6,8,0,7,5,6,0,6,6,6,4
16045,8,8,8,0,8,6,7,7,7,7,5,6,9
16047,1,8,6,0,0,9,8,6,8,7,6,4,4
16049,7,6,6,6,6,6,5,7,6,5,4,4,8
16051,8,8,7,12,0,9,7,8,6,7,5,7,4
16053,9,0,6,8,0,11,11,7,10,9,0,5,4
16055,11,9,9,8,9,11,10,10,10,10,10,8,8
16057,9,7,0,5,7,10,10,13,7,7,6,8,10
16059,7,0,0,0,7,5,0,0,5,0,0,4,0
16061,1,6,0,0,0,0,6,0,0,0,0,0,13
16063,1,0,6,6,0,7,8,0,8,0,4,0,0
16065,10,8,0,15,8,11,0,11,0,0,7,10,5
16067,7,0,0,8,0,9,11,6,10,6,4,4,4
16069,6,6,0,5,6,6,6,15,5,5,4,14,13
16071,9,0,10,0,0,0,0,0,8,10,8,7,5
16073,13,0,8,10,10,10,0,0,9,0,9,8,10
16075,1,11,8,6,8,7,6,7,6,6,5,7,9
16077,1,0,0,10,14,8,10,9,0,0,8,10,0
16079,10,8,8,6,7,11,8,11,7,7,6,6,8
16081,11,0,9,0,9,0,0,11,7,9,9,11,4
16083,17,17,6,12,6,15,13,11,12,15,15,8,7
16085,8,6,6,0,7,5,5,0,5,5,0,4,6
16087,6,7,7,0,0,0,0,7,0,0,0,5,11
17001,1,6,0,0,0,16,11,0,12,0,11,7,6
17003,1,0,0,0,9,0,8,0,9,9,0,0,0
17005,18,0,12,0,19,17,16,18,19,17,16,17,15
17007,15,13,15,16,16,15,15,15,14,15,13,12,8
17009,1,7,0,0,0,0,6,0,0,0,5,8,0
17011,14,13,10,15,10,18,12,12,14,15,8,8,12
17013,10,0,11,13,0,16,15,18,0,0,14,11,10
17015,1,9,14,12,14,15,11,0,0,13,10,0,10
17017,6,0,7,6,11,11,0,0,9,0,0,10,5
17019,9,12,10,10,13,12,9,11,11,14,11,10,11
17021,7,12,13,11,12,14,12,14,14,14,15,15,11
17023,7,9,7,14,9,13,11,9,11,9,10,12,9
17025,1,7,0,7,11,15,9,11,0,15,16,11,6
17027,17,9,13,10,18,16,15,17,18,15,16,14,14
17029,1,6,8,16,8,13,9,11,12,10,10,11,11
17031,11,10,12,11,11,11,14,14,14,15,16,14,15
17033,1,9,7,7,10,13,7,9,7,9,11,11,5
17035,6,0,0,1,0,14,10,0,11,12,12,13,9
17037,15,11,10,15,14,16,12,12,10,11,10,9,8
17039,1,7,9,10,11,12,11,12,13,13,10,9,0
17041,1,7,9,13,11,13,10,14,12,13,11,11,11
17043,10,10,12,10,10,10,10,11,12,10,9,6,7
17045,1,10,9,15,13,13,13,13,10,0,11,11,12
17047,1,9,0,1,0,0,0,0,0,0,12,0,0
17049,1,6,6,7,7,15,11,10,10,15,15,13,9
17051,13,8,0,9,16,17,14,16,16,16,16,15,12
17053,1,11,15,13,14,12,0,15,14,0,13,12,13
17055,18,13,8,13,18,17,17,18,10,15,15,11,8
17057,8,10,11,8,9,9,7,11,11,8,7,9,7
17059,7,12,0,13,7,0,8,0,0,8,0,10,6
17061,8,10,7,9,11,13,15,17,12,7,10,8,0
17063,15,14,19,15,12,14,16,15,14,17,17,10,9
17065,1,11,0,9,0,0,11,9,0,0,11,10,6
17067,1,0,0,1,5,8,0,5,6,0,5,4,0
17069,8,9,6,18,0,0,8,0,0,0,0,12,0
17071,1,0,7,1,0,6,0,6,7,5,7,0,0
17073,7,11,9,9,8,12,9,10,12,13,6,6,8
17075,10,8,11,14,15,13,11,14,12,10,14,13,15
17077,17,13,11,13,14,13,13,12,17,15,10,12,11
17079,6,7,0,7,7,14,8,8,6,13,14,12,5
17081,15,9,7,10,16,18,15,14,11,10,14,11,12
17083,15,12,12,15,14,16,15,19,19,14,14,12,8
17085,9,7,10,1,14,8,12,6,10,10,8,4,9
17087,9,8,8,16,17,0,7,8,8,17,9,10,5
17089,9,10,10,10,9,8,9,11,10,10,9,8,7
17091,12,13,14,16,16,12,12,17,15,15,17,13,16
17093,14,10,10,11,9,13,14,9,11,8,8,5,6
17095,7,10,10,9,7,9,7,11,13,11,6,9,10
17097,14,12,12,10,10,9,10,10,10,9,8,8,7
17099,18,17,16,18,13,17,12,17,19,16,12,13,14
17101,1,9,0,1,10,13,0,7,0,6,11,10,0
17103,17,15,14,17,15,17,13,15,16,13,11,11,10
17105,13,14,18,15,13,13,16,16,17,13,15,15,14
17107,8,9,14,9,12,13,9,13,13,10,11,10,6
17109,1,7,8,6,6,0,0,7,7,5,5,5,0
17111,13,11,14,11,11,12,13,16,12,10,11,7,7
17113,13,9,14,10,12,11,10,12,12,12,7,6,6
17115,7,8,10,10,10,12,12,12,14,14,14,12,9
17117,11,14,12,14,17,17,14,18,14,14,13,9,9
17119,18,17,18,15,19,17,16,18,19,18,16,15,15
17121,19,8,7,8,17,17,16,13,13,17,16,10,16
17123,15,13,11,15,0,15,12,0,15,15,9,8,13
17125,7,8,10,6,10,11,0,11,10,0,6,11,5
17127,1,9,10,18,18,0,7,6,8,13,11,5,5
17129,1,8,12,1,12,15,7,11,14,7,8,12,0
17131,7,0,8,8,0,8,6,8,9,7,6,6,6
17133,16,16,17,13,16,0,16,17,18,18,17,16,16
17135,12,12,13,11,17,17,14,16,17,16,17,18,13
17137,6,10,1,7,18,10,10,11,9,7,7,9,5
17139,1,0,8,13,0,12,0,13,13,14,12,11,9
17141,14,13,15,17,15,17,15,12,13,13,10,10,11
17143,12,16,15,15,13,15,13,17,16,16,11,9,14
17145,17,10,9,11,17,17,16,16,16,10,13,13,12
17147,7,0,1,10,10,12,9,12,13,14,11,10,7
17149,1,7,6,1,7,11,10,9,0,6,8,9,0
17151,1,0,1,17,15,0,0,0,0,12,8,11,5
17153,1,0,1,14,16,0,0,6,8,13,7,0,0
17155,18,0,1,18,9,18,12,11,0,16,10,11,14
17157,16,13,16,11,17,11,15,16,18,14,15,16,15
17159,6,8,1,1,9,11,0,7,0,8,13,8,0
17161,9,11,10,10,10,8,9,11,9,12,7,7,6
17163,12,13,16,12,15,11,11,16,16,16,16,14,12
17165,12,10,7,17,14,7,11,9,6,19,8,16,5
17167,9,12,16,11,15,16,12,15,14,13,13,14,13
17169,1,7,1,1,0,9,0,6,0,0,0,7,4
17171,1,9,1,1,0,0,12,0,8,0,0,0,0
17173,1,8,9,11,9,15,10,12,14,14,15,14,10
17175,1,15,1,1,0,0,11,11,15,15,0,0,12
17177,17,10,14,15,16,14,17,9,16,14,12,6,14
17179,12,13,17,9,13,13,12,15,13,10,10,11,9
17181,11,9,8,12,15,0,10,9,14,15,9,6,4
17183,14,8,14,13,15,14,17,17,13,17,13,13,15
17185,7,9,1,1,8,8,0,5,0,6,11,7,0
17187,1,0,11,7,6,0,0,0,9,7,6,5,5
17189,17,0,11,10,17,16,15,16,17,0,15,13,14
17191,1,9,1,6,10,10,7,0,0,9,15,7,0
17193,6,11,1,6,7,0,0,5,0,6,9,0,5
17195,10,12,11,13,16,14,11,9,9,13,9,7,8
17197,11,11,11,11,11,12,13,13,12,13,10,9,9
17199,18,16,14,14,17,10,14,13,13,18,10,11,9
17201,17,13,18,19,18,18,18,18,19,19,18,17,18
17203,14,14,16,14,11,14,13,14,16,14,11,11,12
18001,14,13,16,16,15,17,16,19,18,16,15,17,15
18003,13,10,12,14,12,13,13,15,14,16,14,14,13
18005,17,14,17,16,12,15,12,18,15,14,14,13,18
18007,11,8,10,14,12,11,13,0,0,0,15,10,14
18009,15,17,18,17,17,19,17,19,18,0,18,19,18
18011,13,15,15,17,14,13,17,11,14,16,15,12,7
18013,17,14,17,15,16,15,15,16,17,0,15,14,16
18015,15,17,13,17,14,17,13,16,16,16,15,13,16
18017,17,17,1,18,15,18,14,17,15,17,13,15,16
18019,16,18,18,16,17,16,18,17,19,17,18,17,17
18021,18,16,16,16,15,14,15,13,14,14,0,12,13
18023,16,17,17,16,13,16,14,13,17,15,16,12,17
18025,16,1,19,10,12,0,16,17,13,12,17,17,15
18027,15,6,18,7,8,0,9,16,8,11,13,13,5
18029,17,18,18,19,18,19,18,17,14,17,15,9,14
18031,17,15,18,17,17,14,18,18,18,17,17,14,17
18033,14,10,8,14,13,14,14,15,10,15,14,13,11
18035,12,15,14,15,18,18,17,19,18,18,18,19,18
18037,15,6,18,1,7,7,12,14,7,9,14,14,7
18039,9,10,10,10,10,10,9,12,11,8,7,8,6
18041,18,17,9,16,19,19,19,19,19,19,19,19,18
18043,16,16,17,17,17,16,17,18,16,19,17,17,17
18045,13,14,1,14,8,8,14,13,12,13,11,9,11
18047,17,17,16,17,19,19,19,19,19,19,17,16,17
18049,17,18,11,17,14,18,13,18,16,16,14,14,16
18051,10,13,9,9,10,10,0,10,7,8,11,10,7
18053,17,18,19,18,14,19,16,18,17,13,18,19,19
18055,19,10,17,13,14,11,11,15,14,13,10,12,10
18057,11,9,9,8,9,10,9,10,9,8,7,6,6
18059,14,16,17,15,18,18,12,12,15,11,14,11,9
18061,16,12,18,16,16,13,18,17,16,18,17,15,17
18063,11,12,12,14,12,8,12,13,11,11,14,10,8
18065,19,18,16,18,17,18,18,14,19,13,18,12,11
18067,19,18,18,19,16,19,13,19,17,18,18,17,17
18069,17,16,18,17,13,18,15,18,16,16,14,18,12
18071,18,18,18,17,19,17,15,18,19,13,17,16,15
18073,12,14,10,14,14,12,15,16,14,15,16,14,16
18075,15,16,17,17,17,18,18,19,19,15,17,18,16
18077,16,18,19,17,18,18,19,18,19,18,18,14,11
18079,17,18,19,17,17,17,19,18,19,19,18,16,19
18081,15,13,14,15,14,13,15,14,14,12,16,14,14
18083,11,9,11,7,10,10,7,10,7,8,11,12,6
18085,17,17,14,16,13,17,10,15,11,10,8,10,10
18087,14,1,1,14,13,13,14,14,10,0,11,11,9
18089,7,7,9,11,10,11,14,17,16,17,15,16,14
18091,13,17,15,14,14,11,15,15,13,15,17,16,17
18093,18,10,18,16,15,14,10,17,17,14,12,15,13
18095,19,19,19,16,17,17,17,18,16,18,16,15,18
18097,16,15,17,17,17,17,18,18,18,18,19,19,19
18099,13,17,12,13,12,15,11,14,15,14,11,11,12
18101,18,1,19,10,0,9,0,17,13,14,14,14,0
18103,18,18,17,18,15,19,15,18,16,16,17,13,16
18105,16,13,15,12,16,11,12,12,12,11,14,13,15
18107,12,19,19,15,13,12,14,17,18,14,12,16,11
18109,18,15,19,16,18,18,16,14,18,17,13,13,16
18111,10,1,1,14,14,12,12,13,12,12,16,13,15
18113,15,10,10,14,12,15,13,15,10,11,12,12,9
18115,1,14,1,19,18,19,18,18,16,16,0,11,14
18117,17,1,19,11,9,10,7,17,14,15,16,16,10
18119,18,14,18,14,17,15,15,13,16,15,10,12,16
18121,16,17,15,16,13,12,14,14,12,13,9,12,11
18123,15,6,17,1,0,6,17,12,0,0,14,16,7
18125,1,7,15,7,8,8,8,13,0,8,13,12,7
18127,17,14,16,17,17,16,16,16,14,14,12,11,10
18129,11,17,9,12,10,8,8,9,7,6,7,10,12
18131,15,18,9,16,14,16,13,17,16,17,15,15,17
18133,16,16,18,15,16,14,15,15,16,15,10,11,13
18135,17,17,15,18,18,19,19,19,19,18,17,19,17
18137,15,15,18,18,18,19,19,18,18,18,17,13,16
18139,17,17,16,17,19,0,18,18,19,18,18,16,15
18141,12,15,12,13,12,15,14,15,14,10,14,13,13
18143,17,19,19,17,18,16,19,19,19,17,19,18,17
18145,15,15,16,16,16,14,15,15,16,16,15,13,16
18147,15,7,16,1,7,0,15,0,0,6,12,9,6
18149,14,19,13,15,14,15,14,19,19,19,18,18,19
18151,15,11,7,15,14,15,15,14,0,11,13,13,9
18153,14,13,11,13,13,12,13,11,11,12,8,12,12
18155,14,1,18,19,18,19,18,18,18,17,13,17,15
18157,9,14,14,13,13,14,12,9,14,14,9,9,10
18159,18,18,18,16,15,18,14,0,16,16,16,16,17
18161,17,18,1,1,19,19,19,19,19,19,19,18,18
18163,19,18,18,16,16,17,16,18,14,12,12,17,15
18165,13,12,1,16,10,10,15,13,0,12,11,9,12
18167,15,16,9,18,13,12,14,11,11,12,8,11,12
18169,19,18,17,18,14,19,15,18,15,14,15,12,15
18171,12,1,9,14,0,0,14,10,9,12,12,0,12
18173,14,11,14,11,10,10,11,11,8,7,13,11,6
18175,17,17,19,17,17,13,18,18,18,17,17,17,16
18177,17,17,15,19,18,19,19,19,19,19,19,19,19
18179,16,16,18,17,15,18,16,19,18,18,16,18,17
18181,11,13,10,16,14,16,13,11,12,14,17,13,15
18183,17,15,14,17,13,18,13,17,13,14,13,14,12
19001,1,1,1,5,5,0,0,5,0,5,5,4,0
19003,1,1,1,1,0,0,5,5,0,5,0,0,0
19005,1,1,1,5,5,0,8,0,0,7,0,8,5
19007,1,1,1,1,0,0,0,5,0,7,4,3,3
19009,1,1,1,1,0,0,0,0,1,0,0,0,0
19011,8,7,7,6,0,7,7,0,7,0,6,5,4
19013,10,6,6,5,0,5,9,8,9,5,7,6,5
19015,13,7,7,1,6,7,6,7,6,7,5,6,4
19017,7,6,6,5,0,5,7,6,6,0,5,0,3
19019,9,6,7,7,0,6,7,6,7,5,6,5,5
19021,1,1,1,1,1,0,0,0,1,0,0,3,0
19023,1,1,5,1,1,5,5,5,5,0,0,0,0
19025,10,1,1,1,1,0,0,0,1,0,0,0,0
19027,6,1,1,1,1,0,0,5,1,0,4,3,4
19029,1,6,7,6,1,5,1,6,1,5,5,4,4
19031,10,10,11,1,1,12,8,0,1,9,0,5,8
19033,6,1,1,1,16,0,5,5,1,0,0,4,0
19035,6,1,6,1,1,0,1,0,1,0,4,4,0
19037,6,1,5,1,1,1,1,5,1,0,0,4,0
19039,6,1,1,5,1,1,1,5,1,5,6,4,0
19041,1,1,1,1,1,1,1,0,5,0,4,3,0
19043,8,1,6,6,6,1,1,5,8,6,0,6,4
19045,9,10,12,11,10,13,8,7,6,11,12,8,12
19047,1,6,1,1,6,5,1,5,1,0,4,4,4
19049,9,7,7,6,6,7,6,6,6,7,7,5,5
19051,1,1,1,1,1,1,1,0,1,0,0,3,3
19053,6,1,1,1,1,1,1,5,1,5,4,0,0
19055,9,1,1,8,8,6,7,0,7,0,7,5,7
19057,6,1,1,6,1,6,1,7,6,0,12,4,15
19059,1,1,1,1,1,1,1,0,1,0,0,3,0
19061,9,1,9,7,9,5,10,5,8,7,7,7,5
19063,1,1,1,1,1,1,1,0,1,0,0,3,0
19065,7,1,6,6,5,1,6,0,6,0,5,5,4
19067,6,1,1,1,1,1,5,5,1,0,0,3,0
19069,1,1,1,1,1,5,5,0,1,0,0,3,0
19071,1,6,1,1,1,6,1,5,5,0,0,0,0
19073,11,6,6,1,1,1,1,5,1,5,4,4,4
19075,1,1,1,5,1,5,1,5,6,0,4,0,3
19077,1,6,6,1,1,5,1,5,1,5,5,4,4
19079,1,1,6,1,1,5,1,5,1,0,4,4,0
19081,1,1,1,1,1,1,1,0,1,0,0,0,0
19083,6,1,5,6,1,5,5,0,5,0,4,3,0
19085,1,7,7,1,7,6,6,6,1,5,5,3,5
19087,1,1,1,1,6,5,1,6,1,0,6,0,6
19089,1,1,1,1,1,1,1,0,1,0,0,0,0
19091,8,1,1,1,1,1,1,0,1,0,0,0,0
19093,6,1,1,1,1,5,1,0,1,0,0,0,0
19095,7,1,1,1,1,7,1,6,6,0,0,5,0
19097,8,7,12,9,11,10,1,5,5,10,9,5,9
19099,8,7,8,8,6,7,6,6,7,9,6,6,5
19101,1,1,5,1,6,1,5,5,1,6,4,3,4
19103,8,8,10,7,13,10,8,7,6,6,6,5,5
19105,9,1,10,8,9,9,7,0,1,9,8,0,8
19107,1,1,1,1,6,5,1,6,1,0,4,4,4
19109,1,1,1,1,1,1,1,0,1,0,0,0,0
19111,1,1,1,1,1,6,1,5,1,1,6,0,5
19113,11,11,10,10,12,11,8,10,9,11,12,6,7
19115,1,6,1,8,7,8,1,6,6,6,0,4,0
19117,6,1,1,5,1,1,1,6,1,6,6,4,4
19119,6,1,1,6,1,6,1,0,6,1,4,0,0
19121,7,7,1,6,1,6,6,0,6,6,8,5,4
19123,1,1,1,1,6,6,5,5,5,8,5,5,4
19125,7,7,7,7,7,7,6,7,6,8,8,7,5
19127,7,1,6,6,5,1,5,5,6,6,4,4,3
19129,6,1,7,7,6,7,6,0,6,1,0,0,4
19131,1,1,1,1,1,1,1,0,1,1,0,4,0
19133,6,6,7,6,7,5,1,5,1,1,0,0,4
19135,1,1,1,1,5,1,1,5,1,1,0,4,0
19137,1,1,1,1,1,6,6,5,5,5,0,3,0
19139,8,9,10,11,8,12,8,0,8,9,5,6,5
19141,6,1,1,1,1,1,1,1,1,1,4,3,0
19143,1,1,1,1,1,1,1,1,5,1,0,3,0
19145,1,1,1,1,1,5,1,5,1,1,0,0,3
19147,1,1,1,1,1,1,1,1,1,1,0,3,0
19149,1,6,6,6,6,1,1,1,1,1,5,4,3
19151,1,1,1,1,1,1,1,1,1,1,0,3,0
19153,12,13,13,12,10,12,10,11,11,14,11,11,11
19155,7,12,13,12,11,9,11,9,6,8,9,5,10
19157,7,1,6,5,5,6,5,1,6,5,4,5,4
19159,1,1,1,1,1,1,1,5,1,1,0,0,0
19161,6,1,1,1,1,1,1,1,1,1,0,3,0
19163,12,15,15,17,10,15,12,11,10,11,7,8,7
19165,6,1,7,1,6,1,6,6,1,1,5,4,5
19167,1,1,1,1,1,5,1,1,5,1,4,3,3
19169,10,7,8,11,6,7,7,6,6,7,5,5,4
19171,7,1,6,1,5,5,1,5,7,5,0,5,0
19173,1,1,1,1,1,1,5,1,1,1,0,3,0
19175,1,1,1,5,1,1,5,5,1,4,5,3,0
19177,1,1,1,1,1,1,5,1,1,1,0,0,4
19179,1,1,1,1,5,1,5,5,1,16,4,3,4
19181,8,7,7,7,6,7,6,7,6,7,11,7,5
19183,1,1,6,6,8,6,5,7,1,5,5,4,4
19185,1,1,1,1,1,1,1,5,1,5,4,3,3
19187,18,1,1,1,1,1,5,5,1,1,0,4,0
19189,6,1,1,1,1,1,1,1,1,1,0,4,0
19191,6,1,6,1,5,1,5,5,6,1,0,6,0
19193,6,10,10,14,10,5,1,5,1,1,7,6,5
19195,6,1,1,1,1,1,1,1,1,1,0,4,0
19197,8,1,1,1,1,1,5,5,1,1,0,3,0
20001,1,6,7,6,5,5,1,5,6,5,4,4,5
20003,6,7,7,1,1,6,1,1,7,1,0,5,7
20005,7,8,8,9,10,7,7,6,7,8,0,7,9
20007,1,6,6,5,1,5,1,1,1,5,0,0,0
20009,1,1,6,6,1,1,1,1,1,5,0,0,4
20011,6,6,9,6,6,1,1,5,1,5,4,5,7
20013,1,1,1,1,1,1,1,1,1,5,4,0,0
20015,17,7,16,17,7,12,6,11,11,7,8,11,8
20017,1,1,1,1,1,1,1,1,6,1,0,0,0
20019,1,1,11,12,1,9,1,1,6,1,7,7,8
20021,16,13,16,13,15,10,12,11,12,10,9,10,8
20023,1,1,1,1,1,1,1,1,1,1,0,0,0
20025,1,1,1,1,1,1,1,1,1,1,0,0,0
20027,1,1,1,6,1,1,1,1,1,1,1,5,0
20029,1,1,1,6,1,1,1,1,1,1,1,3,0
20031,7,6,1,5,6,6,1,5,6,5,4,4,5
20033,1,6,1,1,1,1,1,1,1,1,1,0,0
20035,14,8,11,13,7,9,7,11,8,8,8,9,9
20037,10,9,14,9,10,6,7,7,7,7,6,7,10
20039,1,1,1,1,1,1,1,1,1,1,1,0,0
20041,6,5,1,10,5,1,5,7,5,6,4,6,4
20043,6,1,1,1,7,1,1,1,1,1,5,0,5
20045,11,11,11,12,9,10,8,9,9,9,7,8,7
20047,1,1,1,1,1,1,1,1,1,1,1,0,3
20049,12,1,1,11,1,1,5,1,1,1,6,0,0
20051,1,1,1,1,1,1,1,1,1,1,1,0,0
20053,1,1,6,7,1,1,1,1,1,1,1,4,0
20055,1,1,1,1,1,1,1,1,1,1,1,0,0
20057,1,1,1,1,1,1,1,1,1,1,1,0,0
20059,1,8,7,8,7,8,6,7,8,7,5,6,14
20061,1,1,1,6,1,1,1,1,1,1,4,11,10
20063,1,1,1,1,1,1,1,1,1,1,1,0,0
20065,1,1,1,1,1,1,1,1,1,1,1,0,0
20067,1,1,1,1,1,1,1,1,1,1,1,0,0
20069,1,1,1,1,1,1,1,1,1,1,1,0,0
20071,1,1,1,1,1,1,1,1,1,1,1,0,0
20073,11,1,1,1,5,6,1,6,1,1,1,4,0
20075,1,1,1,1,1,1,1,1,1,1,1,0,0
20077,1,1,1,1,1,1,1,1,1,1,1,0,0
20079,15,8,15,16,10,13,7,11,10,13,11,13,10
20081,1,1,1,1,1,1,1,1,1,1,1,0,0
