FIPS,2010 RR_Level,2011 RR_Level,2012 RR_Level,2013 RR_Level,2014 RR_Level,2015 RR_Level,2016 RR_Level,2017 RR_Level,2018 RR_Level,2019 RR_Level,2020 RR_Level,2021 RR_Level,2022 RR_Level
13139,12,13,13,12,14,14,14,14,14,14,15,15,13
13141,17,17,17,17,17,17,17,17,17,17,18,17,13
13143,2,13,12,13,12,5,10,13,15,14,9,13,13
13145,14,12,15,16,15,14,16,15,16,16,15,15,17
13147,9,10,11,13,8,12,13,17,13,11,12,12,11
13149,11,11,13,15,13,17,13,13,17,13,14,14,15
13151,12,12,14,14,13,14,13,15,14,15,15,16,15
13153,13,16,16,15,15,14,15,14,15,15,16,16,15
13155,17,17,17,17,17,17,16,13,15,17,18,18,17
13157,11,11,11,11,12,11,13,13,13,14,15,14,16
13159,15,14,14,14,15,14,15,15,15,16,15,14,14
13161,17,16,17,17,15,17,17,15,16,17,17,16,13
13163,15,16,17,16,16,16,16,15,15,17,17,15,12
13165,15,16,16,17,17,17,16,17,17,17,12,13,13
13167,16,17,17,17,17,16,17,16,17,17,18,16,13
13169,16,15,16,16,16,15,16,15,16,17,16,15,13
13171,15,14,13,15,15,12,15,15,14,15,15,12,14
13173,17,17,17,16,16,17,16,16,17,17,16,18,12
13175,17,17,17,17,17,17,17,16,17,17,17,15,13
13177,17,17,16,17,17,17,17,17,17,14,17,16,11
13179,14,16,16,16,15,16,14,14,16,15,16,15,14
13181,15,16,15,17,17,16,15,16,17,15,14,18,13
13183,14,16,17,17,15,16,14,13,16,15,16,14,13
13185,16,16,17,16,17,16,15,15,15,16,17,16,13
13187,5,12,13,6,13,14,14,11,11,14,13,12,13
13189,14,17,15,16,15,17,15,15,14,16,15,16,12
13191,13,14,15,17,14,15,14,13,15,14,15,13,13
13193,16,17,17,16,17,16,16,17,17,16,18,17,16
13195,11,12,12,15,3,13,14,15,13,11,14,12,7
13197,17,17,17,17,17,17,17,17,17,17,17,17,18
13199,14,13,14,16,15,14,17,15,15,15,15,14,16
13201,17,17,17,17,17,17,17,17,17,17,15,18,17
13205,16,17,17,17,17,17,17,17,17,15,16,15,14
13207,15,14,15,15,15,14,16,15,15,16,15,14,13
13209,17,17,17,17,17,17,17,17,17,17,18,18,12
13211,14,14,17,12,16,14,16,15,14,15,15,15,15
13213,8,3,8,6,9,13,14,12,12,15,12,14,13
13215,12,14,14,15,14,15,15,15,15,15,15,15,15
13217,13,12,14,13,14,14,14,14,15,15,14,15,15
13219,11,13,13,13,14,12,17,14,13,14,15,14,14
13221,13,15,15,17,14,15,17,15,15,14,15,16,12
13223,8,12,11,14,11,13,13,14,15,14,14,14,13
13225,15,16,17,15,17,16,16,16,16,16,17,17,16
13227,13,11,12,11,12,12,13,12,12,17,13,13,11
13229,16,15,16,15,7,15,15,13,15,16,12,12,11
13231,15,13,17,16,15,12,16,15,14,15,15,13,15
13233,7,13,12,13,12,12,13,13,14,15,12,11,12
13235,17,17,17,16,17,17,16,16,16,17,18,16,18
13237,16,16,16,16,17,15,17,16,16,17,17,16,14
13239,17,17,17,17,17,17,17,17,17,17,18,18,18
13241,8,8,11,13,11,14,12,12,17,11,13,13,12
13243,17,17,17,17,17,17,17,17,17,17,17,18,18
13245,11,13,12,14,13,11,12,11,11,13,12,12,10
13247,14,13,13,13,14,14,13,15,13,14,15,14,16
13249,17,17,17,17,17,17,17,17,17,17,18,17,17
13251,16,17,17,17,17,17,16,14,17,17,12,13,12
13253,15,16,17,16,16,17,17,16,16,16,14,17,16
13255,14,13,8,15,14,11,14,14,13,15,14,13,15
13257,8,6,6,15,10,11,12,13,12,7,13,12,12
13259,17,17,17,17,17,17,17,17,17,16,18,16,18
13261,17,17,16,17,17,17,17,17,17,17,17,17,14
13263,16,15,17,17,17,16,17,17,17,16,16,16,18
13265,17,17,17,17,17,17,17,17,17,16,18,18,13
13267,15,16,17,16,15,16,16,14,16,17,15,15,13
13269,17,16,17,16,17,17,17,17,17,17,17,18,18
13271,17,17,17,17,17,17,17,15,16,17,18,16,17
13273,17,17,17,17,17,17,17,17,17,16,17,18,15
13275,16,16,16,16,16,16,16,16,16,16,16,15,14
13277,17,17,17,17,17,17,17,15,15,16,17,13,13
13279,17,17,17,17,15,17,17,15,16,17,16,16,12
13281,9,11,12,14,12,16,13,12,14,12,13,13,13
13283,17,17,17,17,17,17,17,17,17,17,18,18,12
13285,13,11,14,16,13,12,14,14,16,15,13,14,16
13287,17,17,17,17,17,17,17,16,16,17,18,16,18
13289,17,16,16,16,17,17,16,15,16,17,17,15,14
13291,3,6,12,10,13,16,13,11,12,12,13,11,12
13293,16,15,16,16,16,15,17,16,16,16,16,15,16
13295,12,11,11,12,13,12,14,12,13,13,12,13,12
13297,13,14,11,11,12,12,13,14,12,13,13,14,15
13299,16,15,15,15,2,15,15,13,15,16,12,13,11
13301,17,17,17,16,17,17,17,17,16,17,18,17,13
13303,17,16,17,17,17,17,17,17,17,17,18,16,13
13305,14,14,15,16,13,14,14,13,15,15,13,12,12
13307,17,17,17,17,17,17,17,17,17,17,18,17,17
13309,17,17,17,17,17,17,17,16,17,17,18,17,15
13311,10,13,13,12,13,15,14,12,12,13,13,12,13
13313,12,12,12,13,14,14,15,14,15,13,15,15,16
13315,17,17,17,17,17,17,16,17,16,17,18,16,18
13317,16,17,16,16,17,17,16,16,16,16,16,18,12
13319,17,17,17,17,17,16,17,16,17,17,17,15,14
13321,17,17,17,17,17,17,17,17,16,15,17,14,13
15001,17,17,17,17,17,17,16,17,15,15,16,16,17
15003,15,13,14,15,15,16,15,16,15,15,16,16,16
15005,17,17,17,17,17,17,17,17,17,17,18,18,18
15007,15,13,14,15,15,16,15,16,15,15,16,16,16
15009,13,9,11,13,13,14,15,14,14,14,15,15,15
16001,13,13,14,13,13,15,14,14,14,14,15,16,15
16003,17,17,17,17,17,17,17,16,17,17,18,18,15
16005,12,11,11,11,6,13,11,12,14,11,14,13,14
16007,17,16,17,15,17,16,16,17,16,17,18,18,17
16009,13,15,17,17,14,13,13,14,14,14,14,14,14
16011,14,15,15,13,11,15,14,14,16,15,16,15,17
16013,16,16,16,16,15,16,15,16,16,17,17,17,17
16015,14,15,15,16,14,17,16,16,17,16,17,17,16
16017,13,14,12,15,16,13,15,14,16,14,16,16,14
16019,11,13,12,3,11,11,12,14,13,12,15,14,16
16021,11,13,12,15,17,13,17,14,17,14,18,18,14
16023,17,17,17,17,15,17,16,17,17,17,18,17,18
16025,17,17,16,17,17,17,17,17,17,17,18,18,18
16027,13,14,15,14,13,15,16,16,15,16,16,16,16
16029,14,17,17,17,17,17,17,15,17,17,16,16,17
16031,15,15,17,15,15,14,14,16,15,15,15,16,16
16033,17,17,17,17,17,17,17,17,17,17,18,18,18
16035,17,16,17,17,17,15,16,14,17,17,18,18,15
16037,16,16,17,17,15,17,17,17,16,17,18,17,17
16039,15,15,16,16,15,16,16,16,15,16,16,17,16
16041,17,15,14,15,15,16,15,15,17,15,16,18,18
16043,16,16,16,15,17,16,17,16,17,16,16,16,17
16045,15,15,15,17,15,16,16,16,16,16,17,16,15
16047,17,15,16,17,17,15,15,16,15,16,16,17,17
16049,16,16,16,16,16,16,17,16,16,17,17,17,15
16051,15,15,16,13,17,15,16,15,16,16,17,16,17
16053,15,17,16,15,17,14,14,16,14,15,18,17,17
16055,14,15,15,15,15,14,14,14,14,14,14,15,15
16057,15,16,17,17,16,14,14,13,16,16,16,15,14
16059,16,17,17,17,16,17,17,17,17,17,18,17,18
16061,17,16,17,17,17,17,16,17,17,17,18,18,13
16063,17,17,16,16,17,16,15,17,15,17,17,18,18
16065,14,15,17,12,15,14,17,14,17,17,16,14,17
16067,16,17,17,15,17,15,14,16,14,16,17,17,17
16069,16,16,17,17,16,16,16,12,17,17,17,12,13
16071,15,17,14,17,17,17,17,17,15,14,15,16,17
16073,13,17,15,14,14,14,17,17,15,17,15,15,14
16075,17,14,15,16,15,16,16,16,16,16,17,16,15
16077,17,17,17,14,12,15,14,15,17,17,15,14,18
16079,14,15,15,16,16,14,15,14,16,16,16,16,15
16081,14,17,15,17,15,17,17,14,16,15,15,14,17
16083,11,11,16,13,16,12,13,14,13,12,12,15,16
16085,15,16,16,17,16,17,17,17,17,17,18,17,16
16087,16,16,16,17,17,17,17,16,17,17,18,17,14
17001,17,16,17,17,17,11,14,17,13,17,14,16,16
17003,17,17,17,17,15,17,15,17,15,15,18,18,18
17005,9,17,13,17,5,11,11,10,5,11,11,11,12
17007,12,13,12,11,11,12,12,12,12,12,13,13,15
17009,17,16,17,17,17,17,16,17,17,17,17,15,18
17011,12,13,14,12,14,7,13,13,12,12,15,15,13
17013,14,17,14,13,17,11,12,9,17,17,12,14,14
17015,17,15,12,13,12,12,14,17,17,13,14,18,14
17017,16,17,16,16,14,14,17,17,15,17,18,14,17
17019,15,13,14,14,13,13,15,14,14,12,14,14,14
17021,16,13,13,14,13,12,13,12,12,12,12,12,14
17023,16,15,16,12,15,13,14,15,14,15,14,13,15
17025,17,16,17,16,14,12,15,14,17,12,11,14,16
17027,11,15,13,14,9,11,12,11,9,12,11,12,12
17029,17,16,15,11,15,13,15,14,13,14,14,14,14
17031,14,14,13,14,14,14,12,12,12,12,11,12,12
17033,17,15,16,16,14,13,16,15,16,15,14,14,17
17035,16,17,17,17,17,12,14,17,14,13,13,13,15
17037,12,14,14,12,12,11,13,13,14,14,14,15,15
17039,17,16,15,14,14,13,14,13,13,13,14,15,18
17041,17,16,15,13,14,13,14,12,13,13,14,14,14
17043,14,14,13,14,14,14,14,14,13,14,15,16,16
17045,17,14,15,12,13,13,13,13,14,17,14,14,13
17047,17,15,17,17,17,17,17,17,17,17,13,18,18
17049,17,16,16,16,16,12,14,14,14,12,12,13,15
17051,13,15,17,15,11,11,12,11,11,11,11,12,13
17053,17,14,12,13,12,13,17,12,12,17,13,13,13
17055,8,13,15,13,6,11,11,7,14,12,12,14,15
17057,15,14,14,15,15,15,16,14,14,15,16,15,16
17059,16,13,17,13,16,17,15,17,17,15,18,14,16
17061,15,14,16,15,14,13,12,11,13,16,14,15,18
17063,12,12,5,12,13,12,11,12,12,11,11,14,15
17065,17,14,17,15,17,17,14,15,17,17,14,14,16
17067,17,17,17,17,17,15,17,17,16,17,17,17,18
17069,15,15,16,7,17,17,15,17,17,17,18,13,18
17071,17,17,16,17,17,16,17,16,16,17,16,18,18
17073,16,14,15,15,15,13,15,14,13,13,16,16,15
17075,14,15,14,12,12,13,14,12,13,14,12,13,12
17077,11,13,14,12,12,13,13,13,11,12,14,13,14
17079,16,16,17,16,16,12,15,15,16,13,12,13,17
17081,12,15,16,14,11,10,12,12,14,14,12,14,13
17083,12,13,13,12,12,11,12,1,4,12,12,13,15
17085,15,16,14,17,12,15,13,16,14,14,15,17,15
17087,15,15,15,11,11,17,16,15,15,11,15,14,17
17089,15,14,14,14,15,15,15,14,14,14,15,15,16
17091,13,13,12,11,11,13,13,11,12,12,11,13,11
17093,12,14,14,14,15,13,12,15,14,15,15,17,16
17095,16,14,14,15,16,15,16,14,13,14,16,15,14
17097,12,13,13,14,14,15,14,14,14,15,15,15,16
17099,7,11,11,10,13,11,13,11,6,11,13,13,12
17101,17,15,17,17,14,13,17,16,17,16,14,14,18
17103,11,12,12,11,12,11,13,12,11,13,14,14,14
17105,13,12,8,12,13,13,11,11,11,13,12,12,12
17107,15,15,12,15,13,13,15,13,13,14,14,14,16
17109,17,16,15,16,16,17,17,16,16,17,17,17,18
17111,13,14,12,14,14,13,13,11,13,14,14,16,16
17113,13,15,12,14,13,14,14,13,13,13,16,16,16
17115,16,15,14,14,14,13,13,13,12,12,12,13,15
17117,14,12,13,12,11,11,12,8,12,12,13,15,15
17119,9,11,10,12,5,11,11,10,5,6,11,12,12
17121,3,15,16,15,11,11,11,13,13,11,11,14,11
17123,12,13,14,12,17,12,13,17,12,12,15,15,13
17125,16,15,14,16,14,14,17,14,14,17,16,14,17
17127,17,15,14,8,8,17,16,16,15,13,14,17,17
17129,17,15,13,17,13,12,16,14,12,16,15,13,18
17131,16,17,15,15,17,15,16,15,15,16,16,16,16
17133,11,11,11,13,11,17,11,11,7,10,11,11,11
17135,13,13,13,14,11,11,12,11,11,11,11,10,13
17137,16,14,17,16,6,14,14,14,15,16,16,15,17
17139,17,17,15,13,17,13,17,13,13,12,13,14,15
17141,12,13,12,11,12,11,12,13,13,13,14,14,14
17143,13,11,12,12,13,12,13,11,11,11,14,15,12
17145,11,14,15,14,11,11,11,11,11,14,13,13,13
17147,16,17,17,14,14,13,15,13,13,12,14,14,16
17149,17,16,16,17,16,14,14,15,17,16,15,15,18
17151,17,17,17,11,12,17,17,17,17,13,15,14,17
17153,17,17,17,12,11,17,17,16,15,13,16,18,18
17155,8,17,17,10,15,9,13,14,17,11,14,14,12
17157,11,13,11,14,11,14,12,11,10,12,12,11,12
17159,16,15,17,17,15,14,17,16,17,15,13,15,18
17161,15,14,14,14,14,15,15,14,15,13,16,16,16
17163,13,13,11,13,12,14,14,11,11,11,11,12,13
17165,13,14,16,11,12,16,14,15,16,4,15,11,17
17167,15,13,11,14,12,11,13,12,12,13,13,12,13
17169,17,16,17,17,17,15,17,16,17,17,18,16,17
17171,17,15,17,17,17,17,13,17,15,17,18,18,18
17173,17,15,15,14,15,12,14,13,12,12,12,12,14
17175,17,12,17,17,17,17,14,14,12,12,18,18,13
17177,11,14,12,12,11,12,11,15,11,12,13,16,12
17179,13,13,11,15,13,13,13,12,13,14,14,14,15
17181,14,15,15,13,12,17,14,15,12,12,15,16,17
17183,12,15,12,13,12,12,11,11,13,11,13,13,12
17185,16,15,17,17,15,15,17,17,17,16,14,16,18
17187,17,17,14,16,16,17,17,17,15,16,16,17,17
17189,11,17,14,14,11,11,12,11,11,17,12,13,12
17191,17,15,17,16,14,14,16,17,17,15,12,16,18
17193,16,14,17,16,16,17,17,17,17,16,15,18,17
17195,14,13,14,13,11,12,14,15,15,13,15,16,15
17197,14,14,14,14,14,13,13,13,13,13,14,15,15
17199,9,11,12,12,11,14,12,13,13,9,14,14,15
17201,11,13,6,5,8,6,7,8,3,5,8,11,10
17203,12,12,11,12,14,12,13,12,11,12,14,14,13
18001,12,13,11,11,12,11,11,4,10,11,12,11,12
18003,13,14,13,12,13,13,13,12,12,11,12,12,13
18005,11,12,11,11,13,12,13,6,12,12,12,13,10
18007,14,15,14,12,13,14,13,17,17,17,12,14,12
18009,12,11,8,11,11,4,11,3,6,17,9,5,7
18011,13,12,12,11,12,13,11,14,12,11,12,13,16
18013,11,12,11,12,11,12,12,11,11,17,12,12,11
18015,12,11,13,11,12,11,13,11,11,11,12,13,11
18017,11,11,17,8,12,6,12,11,12,11,13,12,11
18019,11,7,6,11,11,11,8,11,4,11,7,11,11
18021,9,11,11,11,12,12,12,13,12,12,18,13,13
18023,11,11,11,11,13,11,12,13,11,12,11,13,11
18025,11,17,6,14,13,17,11,11,13,13,11,11,12
18027,12,16,8,16,15,17,15,11,15,14,13,13,17
18029,11,7,7,4,7,5,10,11,12,11,12,15,12
18031,11,12,8,11,11,12,9,10,8,11,11,12,11
18033,12,14,15,12,13,12,12,12,14,12,12,13,14
18035,13,12,12,12,7,8,11,5,9,8,8,4,9
18037,12,16,8,17,16,16,13,12,16,15,12,12,16
18039,15,14,14,14,14,14,15,13,14,15,16,15,16
18041,8,11,15,11,0,1,1,0,1,0,1,3,8
18043,11,11,11,11,11,11,11,10,11,3,11,11,11
18045,13,12,17,12,15,15,12,13,13,13,14,15,14
18047,11,11,11,11,4,5,3,2,3,3,11,11,11
18049,11,6,14,11,12,8,13,9,11,11,12,12,11
18051,14,13,15,15,14,14,17,14,16,15,14,14,16
18053,11,6,3,7,12,2,11,6,11,13,10,4,5
18055,4,14,11,13,12,14,14,12,12,13,14,13,14
18057,14,15,15,15,15,14,15,14,15,15,16,16,16
18059,12,11,11,12,7,9,13,13,12,14,12,14,15
18061,11,13,10,11,11,13,7,11,11,9,11,12,11
18063,14,13,13,12,13,15,13,13,14,14,12,14,15
18065,4,10,11,6,11,8,6,12,4,13,7,13,14
18067,3,7,7,5,11,4,13,4,11,8,9,11,11
18069,11,11,10,11,13,8,12,10,11,11,12,9,13
18071,9,9,8,11,5,11,12,7,4,13,11,11,12
18073,13,12,14,12,12,13,12,11,12,12,11,12,11
18075,12,11,11,11,11,6,8,1,2,12,11,7,11
18077,11,9,3,11,10,10,3,7,5,11,6,12,14
18079,11,6,3,11,11,11,4,6,5,5,7,11,4
18081,12,13,12,12,12,13,12,12,12,13,11,12,12
18083,14,15,14,16,14,14,16,14,16,15,14,13,16
18085,11,11,12,11,13,11,14,12,14,14,15,14,14
18087,12,17,17,12,13,13,12,12,14,17,14,14,15
18089,16,16,15,14,14,14,12,11,11,11,12,11,12
18091,13,11,12,12,12,14,12,12,13,12,11,11,11
18093,9,14,6,11,12,12,14,11,11,12,13,12,13
18095,4,4,3,11,11,11,11,8,11,6,11,12,7
18097,11,12,11,11,11,11,10,9,10,7,4,4,4
18099,13,11,13,13,13,12,14,12,12,12,14,14,13
18101,10,17,4,14,17,15,17,11,13,12,12,12,18
18103,6,7,11,6,12,3,12,6,11,11,11,13,11
18105,11,13,12,13,11,14,13,13,13,14,12,13,12
18107,13,5,1,12,13,13,12,11,9,12,13,11,14
18109,10,12,4,11,10,10,11,12,6,11,13,13,11
18111,14,17,17,12,12,13,13,13,13,13,11,13,12
18113,12,14,14,12,13,12,13,12,14,14,13,13,15
18115,17,12,17,4,8,4,9,10,11,11,18,14,12
18117,11,17,3,14,15,14,16,11,12,12,11,11,14
18119,9,12,9,12,11,12,12,13,11,12,14,13,11
18121,11,11,12,11,13,13,12,12,13,13,15,13,14
18123,12,16,11,17,17,16,11,13,17,17,12,11,16
18125,17,16,12,16,15,15,15,13,17,15,13,13,16
18127,11,12,11,11,11,11,11,11,12,12,13,14,14
18129,14,11,15,13,14,15,15,15,16,16,16,14,13
18131,12,10,15,11,12,11,13,11,11,11,12,12,11
18133,11,11,6,12,11,12,12,12,11,12,14,14,13
18135,11,11,12,10,10,5,4,2,3,8,11,3,11
18137,12,12,9,7,10,5,5,9,8,9,11,13,11
18139,11,11,11,11,4,17,6,7,5,8,9,11,12
18141,13,12,13,13,13,12,12,12,12,14,12,13,13
18143,11,0,0,11,8,11,0,3,5,11,0,8,11
18145,12,12,11,11,11,12,12,12,11,11,12,13,11
18147,12,16,11,17,16,17,12,17,17,16,13,15,16
18149,12,2,13,12,12,12,12,2,4,3,10,9,4
18151,12,14,16,12,12,12,12,12,17,14,13,13,15
18153,12,13,14,13,13,13,13,14,14,13,15,13,13
18155,12,17,6,4,7,4,8,9,9,11,13,11,12
18157,15,12,12,13,13,12,13,15,12,12,15,15,14
18159,9,9,7,11,12,9,12,17,11,11,11,11,11
18161,11,10,17,17,3,2,2,0,3,1,4,7,10
18163,5,5,10,11,11,11,11,10,12,13,13,11,12
18165,13,13,17,11,14,14,12,13,17,13,14,15,13
18167,12,11,15,8,13,13,12,14,14,13,15,14,13
18169,4,9,11,8,12,4,12,7,12,12,12,13,12
18171,13,17,15,12,17,17,12,14,15,13,13,18,13
18173,12,14,12,14,14,14,14,14,15,16,13,14,16
18175,11,11,2,11,11,13,10,8,8,11,11,11,11
18177,11,11,12,5,7,2,2,0,1,1,3,3,5
18179,11,11,10,11,12,7,11,5,8,10,11,8,11
18181,14,13,14,11,12,12,13,14,13,12,11,13,12
18183,11,12,12,11,13,10,13,11,13,12,13,12,13
19001,17,17,17,17,17,17,17,17,17,17,17,17,18
19003,17,17,17,17,17,17,17,17,17,17,18,18,18
19005,17,17,17,17,17,17,15,17,17,16,18,15,17
19007,17,17,17,17,17,17,17,17,17,16,17,18,18
19009,17,17,17,17,17,17,17,17,17,17,18,18,18
19011,15,16,16,16,17,16,16,17,16,17,16,17,17
19013,14,16,16,17,17,17,15,15,15,17,16,16,17
19015,13,16,16,17,16,16,16,16,16,16,17,16,17
19017,16,16,16,17,17,17,16,16,16,17,17,18,18
19019,15,16,16,16,17,16,16,16,16,17,16,17,17
19021,17,17,17,17,17,17,17,17,17,17,18,18,18
19023,17,17,17,17,17,17,17,17,17,17,18,18,18
19025,14,17,17,17,17,17,17,17,17,17,18,18,18
19027,16,17,17,17,17,17,17,17,17,17,17,18,17
19029,17,16,16,16,17,17,18,16,17,17,17,17,17
19031,14,14,14,17,17,13,15,17,17,15,18,17,15
19033,16,17,17,17,11,17,17,17,17,17,18,17,18
19035,16,17,16,17,17,17,18,17,17,17,17,17,18
19037,16,17,17,17,17,17,18,17,17,17,18,17,18
19039,16,17,17,17,17,17,18,17,17,17,16,17,18
19041,17,17,17,17,17,17,18,17,17,17,17,18,18
19043,15,17,16,16,16,17,18,17,15,16,18,16,17
19045,15,14,13,14,14,13,15,16,16,14,13,15,13
19047,17,16,17,17,16,17,18,17,17,17,17,17,17
19049,15,16,16,16,16,16,16,16,16,16,16,17,17
19051,17,17,17,17,17,17,18,17,17,17,18,18,18
19053,16,17,17,17,17,17,18,17,17,17,17,18,18
19055,14,17,17,15,15,16,16,17,16,18,16,17,16
19057,16,17,17,16,17,16,18,16,16,18,13,17,12
19059,17,17,17,17,17,17,18,17,17,18,18,18,18
19061,15,17,15,16,15,17,14,17,15,16,16,16,17
19063,17,17,17,17,17,17,18,17,17,18,18,18,18
19065,16,17,16,16,17,17,16,17,16,18,17,17,17
19067,16,17,17,17,17,17,17,17,17,18,18,18,18
19069,17,17,17,17,17,17,17,17,17,18,18,18,18
19071,17,16,17,17,17,16,18,17,17,18,18,18,18
19073,14,16,16,17,17,17,18,17,17,17,17,17,17
19075,17,17,17,17,17,17,18,17,16,18,17,18,18
19077,17,16,16,17,17,17,18,17,17,17,17,17,17
19079,17,17,16,17,17,17,18,17,17,18,17,17,18
19081,17,17,17,17,17,17,18,17,17,18,18,18,18
19083,16,17,17,16,17,17,17,17,17,18,17,18,18
19085,17,16,16,17,16,16,16,16,17,17,17,18,17
19087,17,17,17,17,16,17,18,16,17,18,16,18,16
19089,17,17,17,17,17,17,18,17,17,18,18,18,18
19091,15,17,17,17,17,17,18,17,17,18,18,18,18
19093,16,17,17,17,17,17,18,17,18,18,18,18,18
19095,16,17,17,17,17,16,18,16,16,18,18,17,18
19097,15,16,13,15,14,14,18,17,17,14,15,17,15
19099,15,16,15,15,16,16,16,16,16,15,16,16,17
19101,17,17,17,17,16,17,17,17,18,16,17,18,17
19103,15,15,14,16,13,14,15,16,16,16,16,17,17
19105,15,17,14,15,15,15,16,17,18,15,15,18,15
19107,17,17,17,17,16,17,18,16,18,18,17,17,17
19109,17,17,17,17,17,17,18,17,18,18,18,18,18
19111,17,17,17,17,17,16,18,17,18,18,16,18,17
19113,14,14,14,14,13,14,15,14,15,14,14,16,16
19115,17,16,17,15,16,15,18,16,16,16,18,17,18
19117,16,17,17,17,17,17,18,16,18,16,16,17,17
19119,16,17,17,16,17,16,18,17,16,18,17,18,18
19121,16,16,17,16,17,16,16,17,16,16,15,17,17
19123,17,17,17,17,16,16,17,17,17,15,17,17,17
19125,16,16,16,16,16,16,16,16,16,15,15,16,17
19127,16,17,16,16,17,17,17,17,16,16,17,17,18
19129,16,17,16,16,16,16,16,17,16,18,18,18,17
19131,17,17,17,17,17,17,18,17,18,18,18,17,18
19133,16,16,16,16,16,17,18,17,18,18,18,18,17
19135,17,17,17,17,17,17,18,17,18,18,18,17,18
19137,17,17,17,17,17,16,16,17,17,17,18,18,18
19139,15,15,14,14,15,13,15,17,15,15,17,16,17
19141,16,17,17,17,17,17,18,17,18,18,17,18,18
19143,17,17,17,17,17,17,18,17,17,18,18,18,18
19145,17,17,17,17,17,17,18,17,18,18,18,18,18
19147,17,17,17,17,17,17,18,17,18,18,18,18,18
19149,17,16,16,16,16,17,18,17,18,18,17,17,18
19151,17,17,17,17,17,17,18,17,18,18,18,18,18
19153,13,13,13,13,14,13,14,14,14,12,14,14,14
19155,16,13,13,13,14,15,14,15,16,15,15,17,14
19157,16,17,16,17,17,16,17,17,16,17,17,17,17
19159,17,17,17,17,17,17,18,17,18,18,18,18,18
19161,16,17,17,17,17,17,18,17,18,18,18,18,18
19163,13,12,12,11,14,12,13,14,14,14,16,15,16
19165,16,17,16,17,16,17,16,16,18,18,17,17,17
19167,17,17,17,17,17,17,18,17,17,18,17,18,18
19169,14,16,15,14,16,16,16,16,16,16,17,17,17
19171,16,17,16,17,17,17,18,17,16,17,18,17,18
19173,17,17,17,17,17,17,17,17,18,18,18,18,18
19175,17,17,17,17,17,17,17,17,18,17,17,18,18
19177,17,17,17,17,17,17,17,18,18,18,18,18,17
19179,17,17,17,17,17,17,17,17,18,11,17,18,17
19181,15,16,16,16,16,16,16,16,16,16,14,16,17
19183,17,17,16,16,15,16,17,16,18,17,17,17,17
19185,17,17,17,17,17,17,18,17,18,17,17,18,18
19187,7,17,17,17,17,17,17,17,18,18,18,17,18
19189,16,17,17,17,17,17,18,18,18,18,18,17,18
19191,16,17,16,17,17,18,17,17,16,18,18,16,18
19193,16,14,14,12,14,17,18,17,18,18,16,16,17
19195,16,17,17,17,17,18,18,18,18,18,18,17,18
19197,15,17,17,17,17,18,17,17,18,18,18,18,18
20001,17,16,16,16,17,17,18,17,16,17,17,17,17
20003,16,16,16,17,17,16,18,18,16,18,18,17,16
20005,16,15,15,15,14,16,16,16,16,15,18,16,15
20007,17,16,16,17,17,17,18,18,18,17,18,18,18
20009,17,17,16,16,17,18,18,18,18,17,18,18,17
20011,16,16,15,16,16,18,18,17,18,17,17,17,16
20013,17,17,17,17,17,18,18,18,18,17,17,18,18
20015,11,16,11,11,16,13,16,14,14,16,15,14,15
20017,17,17,17,17,18,18,18,18,16,18,18,18,18
20019,17,17,14,13,18,15,18,18,16,18,16,16,15
20021,11,13,11,13,12,14,13,14,13,14,15,14,15
20023,17,17,17,17,18,18,18,18,18,18,18,18,18
20025,17,17,17,17,18,18,18,18,18,18,18,18,18
20027,17,17,17,16,18,18,18,18,18,18,18,17,18
20029,17,17,17,16,18,18,18,18,18,18,18,18,18
20031,16,16,17,17,16,16,18,17,16,17,17,17,17
20033,17,16,17,17,18,18,18,18,18,18,18,18,18
20035,12,15,14,13,16,15,16,14,15,15,15,15,15
20037,14,15,12,15,14,16,16,16,16,16,16,16,14
20039,17,17,17,17,18,18,18,18,18,18,18,18,18
20041,16,17,17,14,17,18,17,16,17,16,17,16,17
20043,16,17,17,17,16,18,18,18,18,18,17,18,17
20045,14,14,14,13,15,14,15,15,15,15,16,15,16
20047,17,17,17,17,18,18,18,18,18,18,18,18,18
20049,13,17,17,14,18,18,17,18,18,18,16,18,18
20051,17,17,17,17,18,18,18,18,18,18,18,18,18
20053,17,17,16,16,18,18,18,18,18,18,18,17,18
20055,17,17,17,17,18,18,18,18,18,18,18,18,18
20057,17,17,17,17,18,18,18,18,18,18,18,18,18
20059,17,15,16,15,16,15,16,16,15,16,17,16,12
20061,17,17,17,16,18,18,18,18,18,18,17,14,14
20063,17,17,17,17,18,18,18,18,18,18,18,18,18
20065,17,17,17,17,18,18,18,18,18,18,18,18,18
20067,17,17,17,17,18,18,18,18,18,18,18,18,18
20069,17,17,17,17,18,18,18,18,18,18,18,18,18
20071,17,17,17,17,18,18,18,18,18,18,18,18,18
20073,14,17,17,17,17,16,18,16,18,18,18,17,18
20075,17,17,17,17,18,18,18,18,18,18,18,18,18
20077,17,17,17,17,18,18,18,18,18,18,18,18,18
20079,12,15,12,11,14,13,16,14,14,13,14,13,14
20081,17,17,17,17,18,18,18,18,18,18,18,18,18
20083,17,17,17,18,18,18,18,18,18,18,18,18,18
20085,17,17,17,18,18,16,16,18,16,16,16,16,16
20087,17,14,14,15,14,15,15,15,15,18,16,14,14
20089,17,17,17,18,18,18,18,18,18,18,18,18,18
