FIPS,year,mortality_rate,national_avg_rate,relative_risk
5027,2010,0.0,9.75482506361323,0.0
5029,2010,15.04,9.75482506361323,1.54180109862771
5031,2010,13.48,9.75482506361323,1.3818802399934529
5033,2010,20.99,9.75482506361323,2.1517556555981137
5035,2010,5.02,9.75482506361323,0.5146171220153659
5037,2010,0.0,9.75482506361323,0.0
5039,2010,0.0,9.75482506361323,0.0
5041,2010,0.0,9.75482506361323,0.0
5043,2010,0.0,9.75482506361323,0.0
5045,2010,14.13,9.75482506361323,1.44851393109106
5047,2010,0.0,9.75482506361323,0.0
5049,2010,0.19,9.75482506361323,0.019477540474685168
5051,2010,29.16,9.75482506361323,2.989289896009576
5053,2010,4.79,9.75482506361323,0.49103904670390497
5055,2010,6.74,9.75482506361323,0.6909401199967264
5057,2010,0.0,9.75482506361323,0.0
5059,2010,11.32,9.75482506361323,1.1604513588075585
5061,2010,0.0,9.75482506361323,0.0
5063,2010,4.07,9.75482506361323,0.41722941964194016
5065,2010,0.0,9.75482506361323,0.0
5067,2010,5.78,9.75482506361323,0.5925272839141067
5069,2010,7.96,9.75482506361323,0.8160064325183891
5071,2010,4.05,9.75482506361323,0.41517915222355223
5073,2010,0.0,9.75482506361323,0.0
5075,2010,5.51,9.75482506361323,0.5648486737658698
5077,2010,0.0,9.75482506361323,0.0
5079,2010,0.0,9.75482506361323,0.0
5081,2010,1.18,9.75482506361323,0.12096577768488681
5083,2010,7.84,9.75482506361323,0.8037048280080615
5085,2010,23.41,9.75482506361323,2.3998380132230515
5087,2010,0.0,9.75482506361323,0.0
5089,2010,0.0,9.75482506361323,0.0
5091,2010,4.72,9.75482506361323,0.48386311073954724
5093,2010,20.68,9.75482506361323,2.1199765106131014
5095,2010,0.0,9.75482506361323,0.0
5097,2010,10.14,9.75482506361323,1.0394855811226715
5099,2010,0.0,9.75482506361323,0.0
5101,2010,0.0,9.75482506361323,0.0
5103,2010,0.0,9.75482506361323,0.0
5105,2010,19.22,9.75482506361323,1.9703069890707836
5107,2010,0.0,9.75482506361323,0.0
5109,2010,0.0,9.75482506361323,0.0
5111,2010,8.99,9.75482506361323,0.9215952045653666
5113,2010,4.39,9.75482506361323,0.4500336983361467
5115,2010,16.19,9.75482506361323,1.6596914751850151
5117,2010,7.8,9.75482506361323,0.7996042931712858
5119,2010,14.37,9.75482506361323,1.473117140111715
5121,2010,2.25,9.75482506361323,0.23065508456864012
5123,2010,0.0,9.75482506361323,0.0
5125,2010,15.77,9.75482506361323,1.6166358593988688
5127,2010,11.8,9.75482506361323,1.2096577768488683
5129,2010,0.0,9.75482506361323,0.0
5131,2010,11.13,9.75482506361323,1.1409738183328733
5133,2010,0.0,9.75482506361323,0.0
5135,2010,0.75,9.75482506361323,0.0768850281895467
5137,2010,0.0,9.75482506361323,0.0
5139,2010,0.0,9.75482506361323,0.0
5141,2010,7.58,9.75482506361323,0.7770513515690187
5143,2010,6.89,9.75482506361323,0.7063171256346358
5145,2010,11.34,9.75482506361323,1.1625016262259462
5147,2010,0.0,9.75482506361323,0.0
5149,2010,18.1,9.75482506361323,1.8554920136410606
6001,2010,8.74,9.75482506361323,0.8959668618355177
6003,2010,0.0,9.75482506361323,0.0
6005,2010,28.88,9.75482506361323,2.9605861521521453
6007,2010,38.64,9.75482506361323,3.9611166523254466
6009,2010,26.33,9.75482506361323,2.6991770563076862
6011,2010,0.0,9.75482506361323,0.0
6013,2010,8.87,9.75482506361323,0.909293600055039
6015,2010,25.97,9.75482506361323,2.662272242776704
6017,2010,23.75,9.75482506361323,2.434692559335646
6019,2010,11.18,9.75482506361323,1.146099486878843
6021,2010,28.98,9.75482506361323,2.9708374892440848
6023,2010,35.66,9.75482506361323,3.655626806985647
6025,2010,5.73,9.75482506361323,0.587401615368137
6027,2010,15.44,9.75482506361323,1.5828064469954681
6029,2010,16.67,9.75482506361323,1.708897893226325
6031,2010,9.15,9.75482506361323,0.9379973439124699
6033,2010,55.67,9.75482506361323,5.706919359082754
6035,2010,34.39,9.75482506361323,3.525434825918015
6037,2010,7.13,9.75482506361323,0.7309203346552907
6039,2010,13.26,9.75482506361323,1.3593272983911857
6041,2010,13.87,9.75482506361323,1.421860454652017
6043,2010,18.65,9.75482506361323,1.911874367646728
6045,2010,21.63,9.75482506361323,2.217364212986527
6047,2010,11.34,9.75482506361323,1.1625016262259462
6049,2010,26.7,9.75482506361323,2.737107003547863
6051,2010,15.87,9.75482506361323,1.6268871964908083
6053,2010,10.36,9.75482506361323,1.0620385227249385
6055,2010,12.46,9.75482506361323,1.2773166016556694
6057,2010,14.18,9.75482506361323,1.4536395996370297
6059,2010,10.4,9.75482506361323,1.0661390575617145
6061,2010,7.75,9.75482506361323,0.794478624625316
6063,2010,29.15,9.75482506361323,2.988264762300382
6065,2010,11.65,9.75482506361323,1.1942807712109589
6067,2010,15.22,9.75482506361323,1.5602535053932012
6069,2010,11.65,9.75482506361323,1.1942807712109589
6071,2010,6.58,9.75482506361323,0.6745379806496231
6073,2010,11.86,9.75482506361323,1.2158085791040318
6075,2010,21.11,9.75482506361323,2.164057260108441
6077,2010,18.82,9.75482506361323,1.9293016407030255
6079,2010,14.83,9.75482506361323,1.520273290734637
6081,2010,7.66,9.75482506361323,0.7852524212425704
6083,2010,11.32,9.75482506361323,1.1604513588075585
6085,2010,7.47,9.75482506361323,0.7657748807678852
6087,2010,17.91,9.75482506361323,1.8360144731663754
6089,2010,27.65,9.75482506361323,2.8344947059212884
6091,2010,24.34,9.75482506361323,2.495175448178089
6093,2010,28.95,9.75482506361323,2.967762088116503
6095,2010,12.58,9.75482506361323,1.2896182061659969
6097,2010,17.15,9.75482506361323,1.7581043112676347
6099,2010,17.49,9.75482506361323,1.792958857380229
6101,2010,19.0,9.75482506361323,1.9477540474685167
6103,2010,29.08,9.75482506361323,2.9810888263360242
6105,2010,28.47,9.75482506361323,2.918555670075193
6107,2010,5.88,9.75482506361323,0.6027786210060462
6109,2010,32.51,9.75482506361323,3.332709688589551
6111,2010,11.66,9.75482506361323,1.1953059049201529
6113,2010,7.47,9.75482506361323,0.7657748807678852
6115,2010,20.78,9.75482506361323,2.130227847705041
8001,2010,14.95,9.75482506361323,1.5325748952449643
8003,2010,6.98,9.75482506361323,0.7155433290173814
8005,2010,14.34,9.75482506361323,1.4700417389841332
8007,2010,0.0,9.75482506361323,0.0
8009,2010,0.0,9.75482506361323,0.0
8011,2010,2.15,9.75482506361323,0.22040374747670055
8013,2010,7.81,9.75482506361323,0.8006294268804797
8014,2010,11.12,9.75482506361323,1.139948684623679
8015,2010,7.96,9.75482506361323,0.8160064325183891
8017,2010,0.0,9.75482506361323,0.0
8019,2010,5.33,9.75482506361323,0.5463962670003786
8021,2010,15.74,9.75482506361323,1.613560458271287
8023,2010,13.54,9.75482506361323,1.3880310422486164
8025,2010,0.0,9.75482506361323,0.0
8027,2010,14.46,9.75482506361323,1.4823433434944606
8029,2010,0.0,9.75482506361323,0.0
8031,2010,21.16,9.75482506361323,2.1691829286544113
8033,2010,0.0,9.75482506361323,0.0
8035,2010,8.06,9.75482506361323,0.8262577696103287
8037,2010,7.36,9.75482506361323,0.7544984099667518
8039,2010,8.77,9.75482506361323,0.8990422629630995
8041,2010,12.7,9.75482506361323,1.3019198106763241
8043,2010,13.02,9.75482506361323,1.3347240893705308
8045,2010,7.78,9.75482506361323,0.7975540257528979
8047,2010,0.0,9.75482506361323,0.0
8049,2010,5.3,9.75482506361323,0.5433208658727967
8051,2010,3.75,9.75482506361323,0.38442514094773356
8053,2010,0.0,9.75482506361323,0.0
8055,2010,10.28,9.75482506361323,1.0538374530513868
8057,2010,0.0,9.75482506361323,0.0
8059,2010,10.66,9.75482506361323,1.0927925340007572
8061,2010,0.0,9.75482506361323,0.0
8063,2010,0.0,9.75482506361323,0.0
8065,2010,8.39,9.75482506361323,0.8600871820137292
8067,2010,2.92,9.75482506361323,0.29933904308463516
8069,2010,13.35,9.75482506361323,1.3685535017739314
8071,2010,5.91,9.75482506361323,0.605854022133628
8073,2010,0.0,9.75482506361323,0.0
8075,2010,2.47,9.75482506361323,0.2532080261709072
8077,2010,14.99,9.75482506361323,1.5366754300817402
8079,2010,0.0,9.75482506361323,0.0
8081,2010,1.36,9.75482506361323,0.13941818445037804
8083,2010,4.38,9.75482506361323,0.44900856462695277
8085,2010,3.75,9.75482506361323,0.38442514094773356
8087,2010,8.67,9.75482506361323,0.8887909258711599
8089,2010,4.82,9.75482506361323,0.4941144478314869
8091,2010,0.0,9.75482506361323,0.0
8093,2010,9.87,9.75482506361323,1.0118069709744346
8095,2010,0.0,9.75482506361323,0.0
8097,2010,8.9,9.75482506361323,0.912369001182621
8099,2010,0.0,9.75482506361323,0.0
8101,2010,14.46,9.75482506361323,1.4823433434944606
8103,2010,0.0,9.75482506361323,0.0
8105,2010,0.0,9.75482506361323,0.0
8107,2010,4.09,9.75482506361323,0.41927968706032803
8109,2010,5.21,9.75482506361323,0.5340946624900511
8111,2010,0.0,9.75482506361323,0.0
8113,2010,0.0,9.75482506361323,0.0
8115,2010,0.0,9.75482506361323,0.0
8117,2010,6.83,9.75482506361323,0.700166323379472
8119,2010,10.47,9.75482506361323,1.0733149935260722
8121,2010,0.0,9.75482506361323,0.0
8123,2010,11.07,9.75482506361323,1.1348230160777095
8125,2010,0.0,9.75482506361323,0.0
9110,2010,19.35,9.75482506361323,1.9836337272903053
9120,2010,1.5,9.75482506361323,0.1537700563790934
9130,2010,16.84,9.75482506361323,1.726325166282622
9140,2010,7.41,9.75482506361323,0.7596240785127215
9150,2010,15.53,9.75482506361323,1.5920326503782138
9160,2010,9.49,9.75482506361323,0.9728518900250643
9170,2010,8.14,9.75482506361323,0.8344588392838803
9180,2010,10.23,9.75482506361323,1.0487117845054172
9190,2010,5.75,9.75482506361323,0.5894518827865247
10001,2010,16.63,9.75482506361323,1.7047973583895488
10003,2010,15.6,9.75482506361323,1.5992085863425716
10005,2010,17.25,9.75482506361323,1.7683556483595744
11001,2010,12.96,9.75482506361323,1.3285732871153673
12001,2010,10.11,9.75482506361323,1.0364101799950896
12003,2010,13.04,9.75482506361323,1.3367743567889188
12005,2010,15.99,9.75482506361323,1.639188801001136
12007,2010,18.22,9.75482506361323,1.867793618151388
12009,2010,25.21,9.75482506361323,2.5843620808779635
12011,2010,14.99,9.75482506361323,1.5366754300817402
12013,2010,5.33,9.75482506361323,0.5463962670003786
12015,2010,6.88,9.75482506361323,0.7052919919254418
12017,2010,24.07,9.75482506361323,2.4674968380298523
12019,2010,13.62,9.75482506361323,1.3962321119221681
12021,2010,14.0,9.75482506361323,1.4351871928715385
12023,2010,26.65,9.75482506361323,2.731981335001893
12027,2010,0.0,9.75482506361323,0.0
12029,2010,8.99,9.75482506361323,0.9215952045653666
12031,2010,17.24,9.75482506361323,1.7673305146503802
12033,2010,11.42,9.75482506361323,1.170702695899498
12035,2010,13.58,9.75482506361323,1.3921315770853924
12037,2010,0.0,9.75482506361323,0.0
12039,2010,3.58,9.75482506361323,0.3669978678914363
12041,2010,0.0,9.75482506361323,0.0
12043,2010,0.0,9.75482506361323,0.0
12045,2010,0.0,9.75482506361323,0.0
12047,2010,10.07,9.75482506361323,1.0323096451583138
12049,2010,14.9,9.75482506361323,1.5274492266989947
12051,2010,12.3,9.75482506361323,1.2609144623085662
12053,2010,32.99,9.75482506361323,3.3819161066308614
12055,2010,13.16,9.75482506361323,1.3490759612992462
12057,2010,21.4,9.75482506361323,2.193786137675066
12059,2010,11.19,9.75482506361323,1.1471246205880368
12061,2010,15.94,9.75482506361323,1.634063132455166
12063,2010,8.39,9.75482506361323,0.8600871820137292
12065,2010,2.1,9.75482506361323,0.21527807893073078
12067,2010,3.0,9.75482506361323,0.3075401127581868
12069,2010,13.13,9.75482506361323,1.3460005601716645
12071,2010,17.13,9.75482506361323,1.7560540438492467
12073,2010,4.72,9.75482506361323,0.48386311073954724
12075,2010,26.96,9.75482506361323,2.7637604799869058
12077,2010,0.0,9.75482506361323,0.0
12079,2010,3.74,9.75482506361323,0.3834000072385396
12081,2010,24.16,9.75482506361323,2.476723041412598
12083,2010,17.81,9.75482506361323,1.8257631360744357
12085,2010,15.04,9.75482506361323,1.54180109862771
12086,2010,3.93,9.75482506361323,0.40287754771322476
12087,2010,24.63,9.75482506361323,2.5249043257447137
12089,2010,21.82,9.75482506361323,2.236841753461212
12091,2010,10.51,9.75482506361323,1.077415528362848
12093,2010,13.3,9.75482506361323,1.3634278332279617
12095,2010,13.53,9.75482506361323,1.3870059085394226
12097,2010,10.05,9.75482506361323,1.030259377739926
12099,2010,18.03,9.75482506361323,1.848316077676703
12101,2010,38.09,9.75482506361323,3.904734298319779
12103,2010,30.99,9.75482506361323,3.17688936479207
12105,2010,15.78,9.75482506361323,1.6176609931080628
12107,2010,30.93,9.75482506361323,3.1707385625369064
12109,2010,11.58,9.75482506361323,1.1871048352466012
12111,2010,19.44,9.75482506361323,1.9928599306730508
12113,2010,15.19,9.75482506361323,1.5571781042656192
12115,2010,21.87,9.75482506361323,2.2419674220071824
12117,2010,16.8,9.75482506361323,1.7222246314458463
12119,2010,23.64,9.75482506361323,2.423416088534512
12121,2010,9.88,9.75482506361323,1.0128321046836288
12123,2010,0.0,9.75482506361323,0.0
12125,2010,18.33,9.75482506361323,1.8790700889525214
12127,2010,22.44,9.75482506361323,2.3004000434312375
12129,2010,1.57,9.75482506361323,0.1609459923434511
12131,2010,11.27,9.75482506361323,1.1553256902615885
12133,2010,13.63,9.75482506361323,1.3972572456313623
13001,2010,2.4,9.75482506361323,0.24603209020654945
13003,2010,0.0,9.75482506361323,0.0
13005,2010,0.48,9.75482506361323,0.049206418041309895
13007,2010,0.0,9.75482506361323,0.0
13009,2010,0.0,9.75482506361323,0.0
13011,2010,21.17,9.75482506361323,2.170208062363605
13013,2010,18.74,9.75482506361323,1.9211005710294735
13015,2010,21.97,9.75482506361323,2.2522187590991214
13017,2010,0.0,9.75482506361323,0.0
13019,2010,0.0,9.75482506361323,0.0
13021,2010,9.0,9.75482506361323,0.9226203382745605
13023,2010,0.0,9.75482506361323,0.0
13025,2010,7.27,9.75482506361323,0.7452722065840061
13027,2010,2.04,9.75482506361323,0.20912727667556705
13029,2010,7.6,9.75482506361323,0.7791016189874066
13031,2010,3.7,9.75482506361323,0.37929947240176376
13033,2010,9.46,9.75482506361323,0.9697764888974826
13035,2010,9.21,9.75482506361323,0.9441481461676337
13037,2010,0.0,9.75482506361323,0.0
13039,2010,10.91,9.75482506361323,1.118420876730606
13043,2010,0.0,9.75482506361323,0.0
13045,2010,17.19,9.75482506361323,1.7622048461044106
13047,2010,20.33,9.75482506361323,2.084096830791313
13049,2010,0.0,9.75482506361323,0.0
13051,2010,9.81,9.75482506361323,1.005656168719271
13053,2010,0.0,9.75482506361323,0.0
13055,2010,18.17,9.75482506361323,1.8626679496054184
13057,2010,12.13,9.75482506361323,1.2434871892522688
13059,2010,19.29,9.75482506361323,1.9774829250351413
13061,2010,0.0,9.75482506361323,0.0
13063,2010,7.71,9.75482506361323,0.7903780897885402
13065,2010,0.0,9.75482506361323,0.0
13067,2010,8.72,9.75482506361323,0.8939165944171298
13069,2010,0.0,9.75482506361323,0.0
13071,2010,0.61,9.75482506361323,0.06253315626083132
13073,2010,12.09,9.75482506361323,1.239386654415493
13075,2010,0.0,9.75482506361323,0.0
13077,2010,14.04,9.75482506361323,1.4392877277083143
13079,2010,6.25,9.75482506361323,0.6407085682462226
13081,2010,0.0,9.75482506361323,0.0
13083,2010,12.32,9.75482506361323,1.262964729726954
13085,2010,17.63,9.75482506361323,1.8073107293089445
13087,2010,2.17,9.75482506361323,0.22245401489508848
13089,2010,6.21,9.75482506361323,0.6366080334094467
13091,2010,0.0,9.75482506361323,0.0
13093,2010,0.0,9.75482506361323,0.0
13095,2010,0.0,9.75482506361323,0.0
13097,2010,11.33,9.75482506361323,1.1614764925167522
13099,2010,0.0,9.75482506361323,0.0
13101,2010,0.0,9.75482506361323,0.0
13103,2010,5.39,9.75482506361323,0.5525470692555423
13105,2010,12.4,9.75482506361323,1.2711657994005057
13107,2010,3.06,9.75482506361323,0.31369091501335056
13109,2010,5.18,9.75482506361323,0.5310192613624692
13111,2010,46.45,9.75482506361323,4.761746079205927
13113,2010,9.83,9.75482506361323,1.0077064361376589
13115,2010,21.8,9.75482506361323,2.2347914860428246
13117,2010,9.12,9.75482506361323,0.9349219427848879
13119,2010,24.99,9.75482506361323,2.561809139275696
13121,2010,11.95,9.75482506361323,1.2250347824867776
13123,2010,0.0,9.75482506361323,0.0
13125,2010,0.0,9.75482506361323,0.0
13127,2010,10.91,9.75482506361323,1.118420876730606
13129,2010,15.62,9.75482506361323,1.6012588537609593
13131,2010,4.15,9.75482506361323,0.4254304893154918
13133,2010,4.62,9.75482506361323,0.47361177364760776
13135,2010,7.45,9.75482506361323,0.7637246133494974
13137,2010,23.23,9.75482506361323,2.38138560645756
13139,2010,13.36,9.75482506361323,1.3695786354831254
13141,2010,0.0,9.75482506361323,0.0
13143,2010,48.64,9.75482506361323,4.986250361519403
13145,2010,8.09,9.75482506361323,0.8293331707379105
13147,2010,23.45,9.75482506361323,2.403938548059827
13149,2010,17.19,9.75482506361323,1.7622048461044106
13151,2010,13.73,9.75482506361323,1.4075085827233018
13153,2010,11.44,9.75482506361323,1.1727529633178857
13155,2010,0.0,9.75482506361323,0.0
13157,2010,19.84,9.75482506361323,2.0338652790408087
13159,2010,5.11,9.75482506361323,0.5238433253981116
13161,2010,0.0,9.75482506361323,0.0
13163,2010,6.14,9.75482506361323,0.629432097445089
13165,2010,4.98,9.75482506361323,0.5105165871785902
13167,2010,1.23,9.75482506361323,0.1260914462308566
13169,2010,2.25,9.75482506361323,0.23065508456864012
13171,2010,6.24,9.75482506361323,0.6396834345370287
13173,2010,0.0,9.75482506361323,0.0
13175,2010,0.0,9.75482506361323,0.0
13177,2010,0.0,9.75482506361323,0.0
13179,2010,9.44,9.75482506361323,0.9677262214790945
13181,2010,6.04,9.75482506361323,0.6191807603531495
13183,2010,10.17,9.75482506361323,1.0425609822502533
13185,2010,2.3,9.75482506361323,0.2357807531146099
13187,2010,29.9,9.75482506361323,3.0651497904899285
13189,2010,7.92,9.75482506361323,0.8119058976816133
13191,2010,10.91,9.75482506361323,1.118420876730606
13193,2010,2.29,9.75482506361323,0.23475561940541595
13195,2010,21.75,9.75482506361323,2.2296658174968544
13197,2010,0.0,9.75482506361323,0.0
13199,2010,8.32,9.75482506361323,0.8529112460493715
13201,2010,0.0,9.75482506361323,0.0
13205,2010,1.04,9.75482506361323,0.10661390575617144
13207,2010,5.65,9.75482506361323,0.5792005456945852
13209,2010,0.0,9.75482506361323,0.0
13211,2010,8.95,9.75482506361323,0.9174946697285906
13213,2010,25.23,9.75482506361323,2.5864123482963515
13215,2010,14.22,9.75482506361323,1.4577401344738057
13217,2010,12.33,9.75482506361323,1.263989863436148
13219,2010,17.75,9.75482506361323,1.819612333819272
13221,2010,11.12,9.75482506361323,1.139948684623679
13223,2010,24.59,9.75482506361323,2.520803790907938
13225,2010,4.58,9.75482506361323,0.4695112388108319
13227,2010,12.43,9.75482506361323,1.2742412005280874
13229,2010,3.07,9.75482506361323,0.3147160487225445
13231,2010,6.14,9.75482506361323,0.629432097445089
13233,2010,26.52,9.75482506361323,2.7186545967823714
13235,2010,0.0,9.75482506361323,0.0
13237,2010,0.75,9.75482506361323,0.0768850281895467
13239,2010,0.0,9.75482506361323,0.0
13241,2010,24.4,9.75482506361323,2.501326250433253
13243,2010,0.0,9.75482506361323,0.0
13245,2010,19.45,9.75482506361323,1.9938850643822446
13247,2010,10.13,9.75482506361323,1.0384604474134775
13249,2010,0.0,9.75482506361323,0.0
13251,2010,1.8,9.75482506361323,0.1845240676549121
13253,2010,4.27,9.75482506361323,0.43773209382581924
13255,2010,9.4,9.75482506361323,0.9636256866423188
13257,2010,24.4,9.75482506361323,2.501326250433253
13259,2010,0.0,9.75482506361323,0.0
13261,2010,0.0,9.75482506361323,0.0
13263,2010,3.56,9.75482506361323,0.36494760047304836
13265,2010,0.0,9.75482506361323,0.0
13267,2010,5.1,9.75482506361323,0.5228181916889176
13269,2010,0.0,9.75482506361323,0.0
13271,2010,0.0,9.75482506361323,0.0
13273,2010,0.0,9.75482506361323,0.0
13275,2010,2.44,9.75482506361323,0.2501326250433253
13277,2010,0.0,9.75482506361323,0.0
13279,2010,0.0,9.75482506361323,0.0
13281,2010,23.82,9.75482506361323,2.4418684953000036
13283,2010,0.0,9.75482506361323,0.0
13285,2010,12.05,9.75482506361323,1.2352861195787173
13287,2010,0.0,9.75482506361323,0.0
13289,2010,0.0,9.75482506361323,0.0
13291,2010,33.66,9.75482506361323,3.450600065146856
13293,2010,3.87,9.75482506361323,0.396726745458061
13295,2010,14.54,9.75482506361323,1.4905444131680121
13297,2010,13.13,9.75482506361323,1.3460005601716645
13299,2010,1.45,9.75482506361323,0.14864438783312364
13301,2010,0.0,9.75482506361323,0.0
13303,2010,0.0,9.75482506361323,0.0
13305,2010,8.47,9.75482506361323,0.8682882516872809
13307,2010,0.0,9.75482506361323,0.0
13309,2010,0.0,9.75482506361323,0.0
13311,2010,22.58,9.75482506361323,2.314751915359953
13313,2010,13.65,9.75482506361323,1.39930751304975
13315,2010,0.0,9.75482506361323,0.0
13317,2010,2.02,9.75482506361323,0.20707700925717915
