FIPS,MortalityRate,Aged 17 or Younger,Aged 65 or Older,Below Poverty,Crowding,Group Quarters,Limited English Ability,Minority Status,Mobile Homes,Multi-Unit Structures,No High School Diploma,No Vehicle,Single-Parent Household,Unemployment,Year,Anomaly,AnomalyScore,HighMortality
51167,48.7,15.98,59.86,66.17,10.29,38.36,26.14,4.61,94.01,25.45,91.79,83.62,21.99,36.65,2011,0,-0.07059369007469996,True
51185,53.67,14.78,66.94,66.29,10.28,72.86,24.6,22.47,87.65,41.33,83.05,83.84,26.93,52.28,2011,0,-0.09587240663820651,True
51195,33.68,18.91,34.38,81.49,29.14,89.05,31.65,31.9,89.33,37.52,94.02,89.29,55.87,68.09,2011,0,-0.09676650834069384,True
54003,26.48,75.39,13.14,24.44,58.3,13.62,48.35,49.64,60.82,68.28,48.82,60.92,78.32,70.6,2011,0,-0.04869878346529316,True
54005,110.46,44.37,36.0,76.92,19.82,5.83,8.05,0.76,95.95,33.59,90.69,93.41,46.45,47.15,2011,0,-0.08661993860294281,True
54009,58.71,7.34,80.67,27.45,12.09,74.69,15.23,10.02,25.52,61.1,28.38,87.0,32.83,63.47,2011,0,-0.029340130376019125,True
54011,42.42,11.58,53.29,82.21,10.23,76.79,20.78,36.92,33.04,86.34,45.85,96.06,57.92,39.64,2011,0,-0.055278353645056066,True
54015,44.59,55.3,53.19,90.29,59.91,11.12,0.0,0.23,90.96,39.74,91.46,91.58,25.54,64.19,2011,0,-0.09703157517010941,True
54019,43.76,17.8,63.96,82.43,16.99,76.95,16.14,29.79,64.72,42.93,79.13,92.67,52.79,64.52,2011,0,-0.09482316895194698,True
54025,33.52,13.46,81.36,75.29,46.96,47.51,19.41,25.75,65.11,21.68,73.07,68.43,29.77,44.73,2011,0,-0.07624816702300091,True
54029,31.03,14.45,77.66,51.02,11.65,10.35,20.2,20.29,40.85,58.3,36.2,66.22,37.81,69.12,2011,0,-0.056676410627711504,True
54035,23.54,41.19,70.37,70.16,44.42,7.53,6.98,2.67,75.72,40.35,60.92,73.97,35.72,63.53,2011,0,-0.09967188437157476,True
54039,35.88,17.93,61.98,44.04,13.93,42.99,19.24,43.05,46.3,78.22,42.68,91.2,57.83,41.0,2011,0,-0.0672501832516863,True
54043,69.61,41.79,45.15,93.89,58.49,3.08,7.59,0.19,96.69,22.65,95.44,90.94,51.54,69.53,2011,0,-0.10168779889739782,True
54045,65.83,17.11,45.56,82.19,47.16,32.71,9.96,13.42,84.59,38.79,85.1,92.27,37.34,71.12,2011,0,-0.1267447034014631,True
54047,119.66,13.97,59.7,98.3,51.16,62.0,28.56,42.06,84.55,30.89,99.41,98.28,51.34,43.77,2011,0,-0.06270879657683665,True
54053,27.95,28.51,64.78,71.49,39.59,59.95,12.16,4.27,83.52,28.31,70.78,87.51,46.8,75.83,2011,0,-0.10849677492581689,True
54055,80.04,18.38,72.77,86.18,20.97,50.3,48.3,36.29,84.14,59.5,71.83,83.87,57.32,35.98,2011,0,-0.07214266789235435,True
54059,67.76,33.35,28.91,85.05,54.3,3.43,12.9,9.37,92.73,56.29,95.2,88.12,36.19,82.61,2011,0,-0.08773331247466226,True
54067,53.3,21.64,65.6,72.57,31.76,7.18,2.17,2.19,87.31,39.96,67.71,75.12,26.57,57.92,2011,0,-0.09344881078230016,True
54069,38.4,8.24,75.4,57.15,18.21,84.14,20.33,30.77,15.82,85.73,21.14,94.47,36.29,37.92,2011,0,-0.028867100802955625,True
54081,73.3,20.22,55.51,65.2,5.14,80.67,57.1,45.17,63.35,60.39,72.84,84.49,46.97,36.57,2011,0,-0.04999555326460886,True
54089,45.52,4.69,81.92,78.09,12.52,92.56,10.03,33.03,67.14,31.96,80.37,88.36,28.41,24.7,2011,0,-0.0207032403736922,True
54099,42.73,35.82,60.0,77.97,50.46,6.38,7.28,1.35,75.74,51.03,77.95,87.15,44.55,49.82,2011,0,-0.08284064877666125,True
54109,132.37,27.45,45.39,69.28,22.07,2.82,23.28,2.55,91.43,22.21,91.13,94.08,24.62,30.17,2011,0,-0.0513130724775982,True
06033,35.95,22.27,72.18,81.75,80.93,41.85,85.62,67.17,84.75,46.35,49.12,60.67,74.94,94.0,2012,0,-0.00040030382195677117,True
17201,28.08,71.64,31.57,58.3,51.62,37.95,80.69,68.98,6.19,84.22,49.9,76.46,86.22,83.99,2012,0,-0.02696707940732379,True
18041,8.11,55.37,61.49,76.67,47.65,44.46,28.85,11.03,28.24,68.42,78.16,86.31,72.13,91.22,2012,0,-0.07206269744843208,False
18161,0.0,68.24,41.4,23.93,33.52,17.78,34.65,7.73,47.59,54.81,46.12,15.64,41.82,44.18,2012,0,-0.04665814935481416,False
18177,16.22,46.59,58.38,68.39,37.15,75.39,48.31,41.4,17.89,78.77,59.95,88.92,77.7,80.84,2012,0,-0.08363343833778791,False
21013,39.03,30.76,50.66,97.3,63.76,71.97,25.61,19.63,84.88,53.62,98.01,98.23,71.94,81.44,2012,0,-0.10501572909392587,True
21019,20.34,27.32,60.0,71.34,14.43,79.58,20.73,25.79,50.07,79.61,47.16,87.76,57.11,67.38,2012,0,-0.10054528765305348,False
21025,43.69,40.22,28.22,97.75,51.74,62.26,31.66,2.42,98.58,14.15,98.72,97.04,57.4,86.59,2012,0,-0.08949726800210511,True
21037,62.7,43.1,20.5,31.72,27.42,70.3,22.85,28.44,10.27,93.95,33.77,80.34,54.31,46.92,2012,0,-0.04920597061734905,True
21043,19.21,49.37,42.14,74.1,40.51,60.62,11.6,5.68,95.03,32.81,87.22,64.52,34.29,75.41,2012,0,-0.11800943746209491,False
21049,50.3,52.24,37.95,52.4,62.09,26.53,49.02,36.37,43.38,67.39,63.93,75.48,65.4,61.2,2012,0,-0.08979357058578724,True
21051,52.41,28.6,16.36,98.71,36.52,92.5,17.28,29.04,95.36,27.02,99.43,96.14,59.97,98.58,2012,0,-0.06926670740607688,True
21065,75.9,40.22,47.97,93.98,37.15,11.02,27.4,1.08,85.41,34.22,95.41,86.96,73.94,89.2,2012,0,-0.11141162225827,True
21071,43.65,38.32,28.84,95.78,60.94,55.78,14.15,2.34,91.47,45.59,94.63,90.67,65.33,66.47,2012,0,-0.11774439812260051,True
21077,39.52,87.81,12.3,69.02,69.52,20.21,55.66,31.4,98.02,68.23,88.5,41.88,62.0,74.89,2012,0,-0.01775296842419838,True
21081,53.09,92.19,9.91,65.7,81.87,42.92,38.15,19.24,81.3,32.24,71.27,16.42,81.82,70.43,2012,0,-0.0012169359067032426,True
21089,19.37,39.63,65.44,56.59,41.05,24.89,11.93,7.71,65.05,38.43,67.3,60.75,38.94,76.44,2012,0,-0.09154931652921122,False
21095,49.05,46.9,36.35,97.42,75.28,55.14,22.27,15.61,83.35,41.25,96.64,94.38,54.77,65.49,2012,0,-0.09234011672646059,True
21109,35.76,51.32,33.36,97.81,72.89,11.54,4.81,0.43,89.16,22.59,98.13,75.3,67.61,81.86,2012,0,-0.0956666851908824,True
21115,45.54,42.73,35.05,88.2,65.0,55.54,4.06,1.59,91.42,52.52,93.71,84.93,36.31,67.96,2012,0,-0.11696229222942989,True
21117,37.72,74.91,11.68,32.82,49.75,36.92,56.61,39.68,9.73,90.1,35.19,80.33,77.39,45.93,2012,0,-0.042369616261910936,True
21119,74.42,28.54,27.15,91.66,40.34,77.46,19.61,1.91,96.06,33.62,97.55,90.8,47.17,87.09,2012,0,-0.11420813596867807,True
21121,40.96,67.89,41.89,98.77,67.07,53.55,16.92,9.07,96.61,31.91,98.25,96.58,72.64,96.18,2012,0,-0.09664123911421829,True
21127,30.09,49.81,33.5,88.72,35.95,9.05,39.53,1.16,94.03,41.52,90.68,73.11,21.62,70.48,2012,0,-0.08048627136866937,True
21129,0.0,10.66,27.21,97.96,67.19,95.16,38.73,14.61,91.8,28.59,97.15,91.77,44.22,74.28,2012,0,-0.07109335009167495,False
21131,98.48,29.49,34.77,89.43,23.08,51.21,0.0,0.4,95.09,13.03,99.5,89.31,36.81,74.58,2012,0,-0.09374902666088603,True
21133,45.93,35.11,36.94,91.45,48.41,16.55,10.12,0.79,93.03,37.66,92.31,96.69,39.71,76.53,2012,0,-0.12049220711731656,True
21135,17.93,57.15,41.72,96.64,66.96,19.45,9.18,0.61,90.17,23.17,95.88,91.71,61.83,89.32,2012,0,-0.11039314459949706,False
21153,51.83,59.8,24.19,94.84,48.37,17.51,7.17,0.89,99.63,25.86,98.28,89.42,47.63,78.18,2012,0,-0.09250040520708619,True
21159,47.43,25.17,13.04,98.32,51.73,95.5,8.61,35.05,97.44,20.67,96.73,91.23,77.73,98.84,2012,0,-0.05228464362836416,True
21161,13.36,66.16,42.03,78.06,18.38,46.02,35.63,39.61,48.48,74.15,74.91,77.65,78.69,53.68,2012,0,-0.08592310369783873,False
21173,27.52,68.75,22.93,86.52,44.59,33.31,38.87,27.79,69.66,53.01,79.56,83.52,80.02,69.69,2012,0,-0.08589719162183851,True
21175,29.33,16.5,25.88,92.94,50.59,96.35,57.85,25.69,94.87,42.21,95.91,72.23,43.53,50.67,2012,0,-0.05866050600763084,True
21189,37.7,26.29,64.85,99.55,53.12,48.27,0.0,6.82,93.71,6.08,99.53,93.83,83.86,95.88,2012,0,-0.06001233792426136,True
21191,37.13,63.55,19.26,57.55,46.87,36.83,10.8,3.48,79.97,52.83,70.11,46.48,47.1,58.44,2012,0,-0.07211580473305479,True
21193,56.66,31.61,26.11,94.0,81.3,55.17,7.52,12.0,95.83,46.05,96.72,96.94,70.19,87.46,2012,0,-0.099537243758411,True
21197,31.55,72.46,22.8,93.87,65.19,36.19,7.34,5.12,85.72,24.81,93.69,89.89,77.91,70.35,2012,0,-0.09091114165210568,True
22063,18.95,90.14,6.38,30.99,76.79,11.6,39.85,39.59,91.93,43.42,58.54,14.31,84.98,33.68,2012,1,0.02393503568573352,False
22087,36.03,83.84,3.16,54.12,69.19,11.68,76.27,74.19,44.08,24.91,71.27,36.95,97.0,85.07,2012,1,0.037305506839622526,True
22117,32.14,75.13,38.13,92.5,80.88,72.7,37.07,76.0,84.09,33.41,83.19,90.22,78.57,95.86,2012,0,-0.029202271354779152,True
24015,27.53,71.93,15.34,14.51,32.77,40.44,55.4,46.49,31.41,63.98,40.53,31.97,60.16,50.16,2012,0,-0.044460166286181824,True
24510,28.65,27.57,13.08,85.87,57.25,76.2,73.31,97.44,0.33,96.0,76.09,99.41,96.03,91.1,2012,1,0.010546767382656475,True
29099,27.7,74.13,12.46,16.91,37.52,13.51,34.16,17.76,54.54,56.97,43.38,24.02,64.18,56.66,2012,0,-0.05196760720717314,True
29221,30.83,60.01,28.62,84.41,68.69,77.94,20.96,19.66,97.06,10.5,94.34,65.0,65.54,95.23,2012,0,-0.06904471988960986,True
29510,22.0,22.41,9.49,94.03,64.82,73.62,77.03,92.67,1.15,96.86,66.02,99.19,90.37,93.37,2012,1,0.00407502885096267,False
34007,25.12,64.22,21.73,28.44,55.19,34.39,89.14,81.99,2.29,94.45,43.84,93.99,84.91,77.73,2012,1,0.0022737870465657783,True
35028,41.01,62.3,43.51,0.54,23.41,6.14,45.53,64.85,13.85,89.3,0.07,4.39,13.98,6.37,2012,1,0.09729585287278475,True
35039,79.37,70.43,35.6,80.47,85.29,29.67,87.54,99.34,98.48,13.45,77.16,48.91,90.62,87.96,2012,1,0.0477118586567401,True
39001,35.27,75.46,41.91,89.22,56.36,25.77,23.21,5.95,90.73,28.63,86.38,65.2,75.61,92.39,2012,0,-0.09777717627450316,True
39015,31.55,67.79,38.8,37.88,37.53,27.05,5.39,5.87,73.22,36.3,68.1,44.18,63.02,78.28,2012,0,-0.06749537471544753,True
39017,25.63,75.41,13.94,36.75,38.01,67.99,63.47,53.06,10.33,87.0,32.61,49.66,69.47,54.79,2012,0,-0.033858698308454116,True
39025,32.15,79.05,15.9,14.96,23.22,11.96,35.62,21.38,28.01,90.51,34.74,27.98,51.42,37.16,2012,0,-0.0036712625613324334,True
39053,21.86,60.56,52.09,78.38,40.73,65.75,10.66,23.94,85.89,37.84,73.02,82.01,60.22,65.16,2012,0,-0.11789814234843221,False
39079,19.78,67.25,34.98,87.7,53.18,16.8,46.25,9.48,74.0,47.16,69.39,86.54,77.92,87.16,2012,0,-0.07960189463061684,False
39087,16.1,53.03,50.22,67.81,44.84,18.91,6.08,18.25,67.86,35.52,58.55,63.62,64.87,49.91,2012,0,-0.09425523194910113,False
39101,30.19,32.25,35.77,67.93,36.57,91.89,19.25,39.74,21.45,71.91,55.09,71.09,77.67,62.51,2012,0,-0.08107279258912026,True
39113,31.82,46.38,45.0,60.65,22.82,67.49,52.81,68.5,4.2,87.9,33.54,87.28,83.53,76.91,2012,0,-0.02950336882310356,True
39131,24.57,71.84,39.62,88.84,54.41,43.99,14.44,12.41,87.9,32.4,82.2,80.5,80.92,97.69,2012,0,-0.09767915055613419,True
39141,16.79,38.8,27.45,68.62,42.84,90.5,40.81,38.66,57.99,62.62,58.74,53.16,74.88,91.07,2012,0,-0.060076489522895515,False
39145,21.66,41.78,46.76,85.34,28.36,79.21,33.56,25.79,63.74,72.16,66.81,82.75,66.92,85.28,2012,0,-0.09974136455601462,False
39155,17.84,32.73,68.64,55.95,23.8,49.16,27.82,43.72,19.94,73.23,38.32,67.2,69.56,62.57,2012,0,-0.08129138211141501,False
39163,17.05,67.27,33.07,80.7,75.86,6.57,4.49,3.79,89.42,31.59,80.88,60.41,75.12,81.58,2012,0,-0.09655539901914534,False
42021,21.9,11.58,77.87,43.06,9.13,84.34,28.12,27.91,18.07,68.32,32.25,90.81,36.83,54.49,2012,0,-0.05636874243509471,False
42051,11.79,14.57,72.24,72.27,33.65,70.28,19.1,29.59,52.96,58.75,54.91,86.96,52.51,70.36,2012,0,-0.107470456157083,False
42073,15.58,23.65,77.31,38.39,17.4,61.92,41.25,29.01,31.68,63.02,36.45,81.11,50.9,47.32,2012,0,-0.08112827621855845,False
42101,29.72,40.58,15.59,92.45,66.22,72.69,91.7,95.21,0.71,94.36,72.02,99.53,94.45,94.06,2012,1,0.01312785619363488,True
47001,25.19,30.36,67.7,59.0,28.34,37.86,50.21,37.4,52.81,78.78,53.63,61.1,57.0,51.89,2012,0,-0.08294265089427955,True
47021,30.56,71.14,11.47,28.79,43.55,10.13,44.3,23.57,57.65,53.39,64.52,6.12,48.39,41.3,2012,0,-0.041174695894357516,True
47025,33.56,18.31,56.49,82.04,25.61,75.05,30.9,11.77,87.78,34.97,93.57,60.96,39.39,67.44,2012,0,-0.09711043635169703,True
47129,27.84,20.91,32.42,78.7,69.6,95.92,40.3,26.1,93.33,9.5,79.91,43.69,41.28,62.58,2012,0,-0.034837551560789604,True
47145,35.53,18.3,78.86,49.61,29.43,26.94,28.62,26.72,69.41,48.45,63.73,41.08,28.0,68.36,2012,0,-0.07798478825238225,True
47173,22.89,56.13,33.27,84.8,59.78,10.64,16.2,6.49,90.5,29.22,95.29,45.74,52.27,62.61,2012,0,-0.0883522281942154,False
51021,0.0,3.61,70.09,31.34,17.6,95.02,13.59,19.05,89.7,6.65,62.3,33.98,10.98,38.52,2012,1,0.015398896558504016,False
51027,54.49,5.82,61.67,86.41,7.71,79.31,33.47,12.33,96.66,20.26,98.13,84.88,35.95,86.5,2012,0,-0.06652381705064853,True
51051,44.85,21.32,63.41,75.08,25.34,52.71,9.85,0.64,97.06,49.62,96.84,85.06,23.52,69.59,2012,0,-0.09550041973251644,True
51105,29.96,13.04,57.68,87.44,31.39,85.28,20.54,27.62,75.9,35.05,93.52,85.31,31.06,62.44,2012,0,-0.09813036897622834,True
51167,36.98,16.63,60.51,66.18,7.44,36.85,22.24,4.65,92.96,25.96,90.75,82.28,19.19,42.84,2012,0,-0.06988183098630785,True
51185,33.88,14.87,66.83,67.83,8.53,71.46,25.4,22.38,87.49,40.71,82.78,82.94,22.32,53.67,2012,0,-0.08514994486497768,True
51195,31.77,19.43,33.98,82.19,22.58,88.89,34.91,31.5,89.56,34.22,93.92,89.98,49.3,71.44,2012,0,-0.08542306098405444,True
54003,30.81,74.88,13.48,29.64,63.2,13.03,50.3,49.44,60.07,64.88,49.17,59.2,81.51,73.42,2012,0,-0.05690598644111716,True
54005,69.45,45.52,36.88,77.11,27.9,5.19,8.91,0.78,96.02,33.26,88.71,93.76,45.3,51.68,2012,0,-0.09428932688000885,True
54009,24.68,7.5,80.92,29.64,18.14,75.33,12.04,9.64,25.5,59.01,26.46,88.46,39.02,58.0,2012,0,-0.03973895901320379,True
54011,27.84,12.99,52.03,82.51,12.47,76.28,25.3,36.7,34.65,86.56,47.74,96.32,64.63,38.26,2012,0,-0.05867004016758626,True
54015,39.26,55.83,55.15,90.33,55.32,10.82,0.0,0.21,91.22,37.91,93.27,90.51,19.39,65.24,2012,0,-0.09061229371289675,True
54019,45.78,19.25,63.58,80.78,24.56,77.08,18.34,29.45,64.75,43.69,78.28,91.02,54.64,66.98,2012,0,-0.1067523346416901,True
54025,27.92,13.83,81.52,73.61,46.63,48.08,21.36,25.29,65.65,25.29,69.01,67.61,27.18,41.65,2012,0,-0.07460878607099264,True
54029,36.3,15.69,77.25,51.38,9.5,10.48,25.48,19.8,41.03,59.84,39.56,64.2,33.69,60.32,2012,0,-0.051010577748898056,True
54035,22.72,43.26,69.67,69.31,49.16,7.23,6.79,2.6,76.59,38.06,60.91,76.72,34.9,60.38,2012,0,-0.09680282391900419,False
54039,32.78,19.11,61.0,43.62,13.67,41.77,18.39,42.78,46.71,78.14,42.39,90.03,56.66,38.85,2012,0,-0.06856761646083992,True
54043,44.42,42.4,44.87,93.33,47.38,2.73,8.3,0.33,95.33,20.03,93.19,89.97,54.57,65.95,2012,0,-0.10432400946853987,True
54045,38.71,19.05,45.14,78.55,37.16,35.57,12.81,12.81,85.06,34.78,85.14,92.47,33.18,69.23,2012,0,-0.1256653758847982,True
54047,70.34,15.66,58.84,98.39,46.15,68.15,32.16,41.54,86.12,32.1,99.36,97.87,43.68,58.58,2012,0,-0.06970504557379803,True
54053,28.52,28.84,64.44,68.22,35.27,60.41,13.66,4.21,84.35,27.09,68.61,88.61,47.97,71.89,2012,0,-0.11395025428005218,True
54055,57.58,20.41,71.95,84.11,18.18,49.3,48.97,36.13,83.4,60.74,71.16,83.53,57.9,31.61,2012,0,-0.06744881066200187,True
54059,68.96,34.97,29.55,84.88,51.06,3.2,18.18,9.26,94.0,53.83,95.24,87.16,29.66,84.73,2012,0,-0.09445588802619531,True
54067,45.75,20.91,65.61,71.59,40.1,6.55,4.35,2.38,88.88,41.35,66.02,74.79,19.59,59.96,2012,0,-0.08487447497176492,True
54069,19.19,9.15,74.13,56.18,21.46,83.72,17.85,30.3,18.12,85.62,19.94,94.77,36.78,32.62,2012,0,-0.021484858862613865,False
54081,70.87,21.92,55.22,62.23,6.17,80.39,59.76,44.91,63.1,58.82,70.53,83.36,46.33,33.99,2012,0,-0.04358645131962202,True
54089,50.54,4.74,82.73,70.82,17.67,92.19,12.27,32.89,67.01,30.64,77.95,85.95,21.66,31.67,2012,0,-0.019883172077969635,True
54099,28.81,34.88,59.69,75.74,44.26,5.47,7.88,1.51,77.46,48.28,79.72,87.93,42.56,54.22,2012,0,-0.09595303596239757,True
54109,90.23,29.09,45.73,71.83,34.01,2.59,17.25,2.4,91.47,20.53,91.91,94.73,25.92,36.58,2012,0,-0.06735342808340083,True
06033,46.98,22.32,72.72,84.84,79.21,40.11,85.08,67.25,85.53,42.9,53.37,61.82,78.92,95.49,2013,1,0.0025197289493374964,True
17201,30.62,71.22,31.85,58.49,52.42,35.52,81.11,69.0,6.24,83.72,49.22,77.2,87.87,84.95,2013,0,-0.02418259430522529,True
18041,19.34,53.14,61.25,76.36,34.14,46.51,25.35,10.57,27.16,68.12,77.55,87.34,70.99,90.91,2013,0,-0.07151123974388324,False
18161,0.0,65.0,42.84,20.14,29.19,19.23,27.35,7.54,42.24,52.19,44.73,12.5,29.59,47.45,2013,0,-0.019489253971295528,False
18177,29.46,46.96,57.75,72.94,37.6,75.2,47.05,41.06,18.68,77.73,60.41,90.14,78.95,77.4,2013,0,-0.08144524269543196,True
21013,86.07,32.05,50.09,97.58,66.6,72.31,31.19,19.46,86.09,56.34,97.98,98.46,69.81,82.16,2013,0,-0.0939424554152804,True
21019,33.55,28.8,59.18,71.53,15.03,79.29,14.76,25.26,49.52,78.79,43.89,87.53,56.25,73.98,2013,0,-0.0947043601507424,True
21025,35.85,36.33,28.47,97.38,64.46,63.65,32.24,2.39,98.77,16.25,98.63,96.99,56.18,83.95,2013,0,-0.08811468271711359,True
21037,31.87,43.27,19.75,34.2,30.77,69.97,26.1,28.52,10.63,94.0,32.28,80.33,51.05,47.56,2013,0,-0.05407233981896242,True
21043,24.87,48.16,41.94,70.14,44.97,61.77,12.55,5.53,95.27,30.54,85.23,60.15,23.72,79.89,2013,0,-0.09664898649683484,True
21049,28.08,52.16,39.37,49.12,64.22,24.19,43.81,36.18,43.06,67.65,63.94,79.45,60.71,59.39,2013,0,-0.0876450466560535,True
21051,45.4,27.48,16.23,98.67,40.36,91.87,15.5,28.59,94.15,25.45,99.39,96.5,51.46,97.99,2013,0,-0.06866735771094284,True
21065,14.42,39.32,48.26,94.66,53.64,10.67,13.7,1.08,84.11,39.78,94.36,82.07,73.41,88.69,2013,0,-0.11909386993364551,False
21071,46.48,38.52,28.78,95.75,55.05,57.03,17.39,2.47,92.2,45.03,94.05,91.59,63.53,59.1,2013,0,-0.11243522100110209,True
21077,28.49,87.73,12.01,58.7,72.25,21.11,51.72,31.36,97.73,65.11,86.2,34.2,50.09,68.95,2013,0,-0.023403398302674017,True
21081,29.83,92.18,10.1,64.75,81.2,39.24,44.44,19.86,79.53,24.99,71.11,13.58,79.13,69.72,2013,1,0.0036559855829050303,True
21089,41.07,39.97,65.53,59.13,51.86,23.02,9.57,7.52,65.59,38.89,66.62,58.95,39.17,80.18,2013,0,-0.08710114503524347,True
21095,42.11,48.83,36.37,97.41,75.04,54.68,21.78,15.34,82.64,42.18,96.76,95.34,52.07,66.42,2013,0,-0.08916522965871243,True
21109,0.0,50.1,34.47,97.49,71.79,11.05,2.4,0.55,89.05,29.46,97.63,69.82,76.64,74.95,2013,0,-0.09149839594838693,False
21115,44.22,45.29,35.32,89.04,71.32,54.14,2.03,1.67,92.59,50.93,92.19,86.92,32.56,65.99,2013,0,-0.10576464672037089,True
21117,40.45,75.47,11.7,35.53,47.32,36.29,55.46,39.39,9.83,90.17,34.91,79.13,79.91,48.33,2013,0,-0.04447558105713356,True
21119,37.21,29.15,27.41,91.93,49.68,77.41,18.24,1.99,96.68,30.6,97.59,89.59,39.39,90.65,2013,0,-0.11403187319542052,True
21121,31.46,67.34,43.09,98.5,69.54,53.57,10.86,8.6,96.45,34.62,97.94,96.11,70.0,96.42,2013,0,-0.09717437894972081,True
21127,35.49,50.66,32.81,87.32,31.14,9.11,31.21,1.26,93.48,40.53,88.85,77.67,15.22,57.53,2013,0,-0.07436748293547035,True
21129,18.24,11.25,27.97,98.04,73.6,94.8,34.71,14.34,90.9,30.39,96.59,91.03,28.83,76.2,2013,0,-0.06139876957569729,False
21131,64.09,32.05,34.6,88.2,32.84,50.06,0.0,0.52,96.02,12.24,99.39,86.95,36.2,68.28,2013,0,-0.09557023182205848,True
21133,33.59,36.2,37.78,89.88,43.95,15.62,8.89,0.85,91.94,39.12,91.79,96.7,32.73,80.22,2013,0,-0.11811315416073387,True
21135,0.0,56.83,41.97,97.31,65.82,19.75,4.59,0.69,89.42,17.59,94.88,91.83,65.27,85.32,2013,0,-0.10737446936617817,False
21153,42.64,59.86,24.69,93.76,59.1,17.64,3.59,0.92,99.64,22.52,98.31,91.14,46.62,78.61,2013,0,-0.0874458173125332,True
21159,41.95,25.88,13.6,98.29,63.79,95.36,12.91,31.77,97.49,24.93,95.87,89.81,85.38,98.96,2013,0,-0.05450378423742308,True
21161,10.17,66.59,40.33,75.34,14.05,46.11,25.08,39.16,51.19,71.73,74.02,74.77,79.43,43.55,2013,0,-0.07636879352707915,False
21173,22.5,69.57,23.34,88.13,40.06,32.88,37.44,27.25,69.04,50.37,77.88,80.34,83.72,79.78,2013,0,-0.08211518951013691,False
21175,32.1,17.17,26.77,94.45,42.79,96.1,51.26,24.95,95.83,41.62,95.86,72.61,44.45,58.06,2013,0,-0.05676421984299557,True
21189,22.7,22.2,65.73,99.52,58.94,46.95,0.0,9.35,93.06,9.12,99.51,96.47,86.27,95.31,2013,0,-0.058420396691277965,False
21191,27.44,60.08,20.0,49.78,30.63,36.41,5.4,3.54,78.11,48.92,66.83,38.11,36.57,49.91,2013,0,-0.050805365993023544,True
21193,40.85,33.06,25.65,93.15,81.64,54.84,6.79,11.57,95.89,47.35,97.03,96.4,71.58,89.48,2013,0,-0.0947549798558357,True
21197,23.76,74.47,22.08,93.7,57.23,34.49,11.01,4.97,85.3,27.56,93.79,91.05,77.59,72.16,2013,0,-0.09225193675192411,True
22063,27.6,89.8,6.73,32.75,76.38,9.11,39.45,39.66,91.18,40.95,60.01,13.15,85.95,39.12,2013,1,0.0202569198136352,True
22087,50.6,85.86,2.94,55.2,59.33,11.27,74.19,74.68,36.11,25.73,70.84,41.42,96.59,85.02,2013,1,0.03882697435677274,True
22117,30.16,74.91,37.8,91.75,78.94,73.2,47.23,75.69,86.43,35.52,85.93,90.66,71.4,96.1,2013,0,-0.029876749496783872,True
24015,24.53,70.54,15.72,15.25,32.64,40.15,53.63,46.52,31.59,66.99,41.93,32.35,53.86,52.68,2013,0,-0.05320428400930305,True
24510,32.95,28.24,12.4,86.77,57.24,75.74,73.02,97.43,0.28,96.01,75.07,99.42,95.34,91.66,2013,1,0.008550763529384331,True
29099,28.46,73.47,12.98,17.55,37.27,12.39,31.31,17.52,53.37,56.22,42.6,24.5,64.29,58.24,2013,0,-0.06026977225961416,True
29221,27.94,59.49,29.32,85.6,67.2,77.71,19.84,19.46,96.79,11.52,94.43,72.3,62.2,94.92,2013,0,-0.0812542845841302,True
29510,30.46,22.49,8.82,94.07,61.53,72.82,76.02,92.55,1.27,96.84,65.47,99.19,89.47,93.18,2013,1,0.003627643746032194,True
34007,27.88,63.79,21.55,29.54,55.5,32.86,89.45,82.08,2.34,94.09,42.84,94.15,85.19,79.16,2013,1,0.003220194634086737,True
35028,41.68,61.94,43.42,0.75,21.94,6.09,58.68,65.08,13.31,88.36,0.1,3.92,14.74,7.5,2013,1,0.09982412727152812,True
35039,74.87,71.33,36.53,81.56,84.84,33.88,87.11,99.35,98.54,13.06,78.49,49.12,89.39,89.28,2013,1,0.04491698607498518,True
39001,18.47,76.44,41.82,89.55,61.02,25.41,14.84,5.65,91.67,29.07,86.58,66.92,77.68,93.88,2013,0,-0.10163800515134697,False
39015,40.67,67.53,39.22,38.95,41.02,25.28,5.09,5.82,75.04,34.96,67.62,45.91,61.3,77.79,2013,0,-0.06313561651404842,True
39017,33.67,75.22,14.06,36.03,37.8,67.97,64.06,53.08,10.34,86.62,30.23,47.08,69.47,51.5,2013,0,-0.03214922278306798,True
39025,37.46,78.34,16.46,15.27,21.03,10.84,30.86,21.43,27.36,89.97,34.69,27.25,49.84,33.0,2013,0,-0.005337138037853406,True
39053,34.06,62.43,50.8,75.5,44.03,64.6,9.95,23.52,86.8,37.75,76.31,79.98,58.89,61.37,2013,0,-0.11142330817655549,True
39079,36.6,67.24,35.28,86.92,51.14,16.2,50.06,9.17,72.99,45.7,68.27,86.5,79.75,85.01,2013,0,-0.07690548401195235,True
39087,16.15,53.65,50.45,63.05,45.76,17.52,6.35,17.91,67.3,34.29,56.99,62.69,61.53,50.83,2013,0,-0.09365641165923916,False
39101,27.31,31.9,35.68,68.24,32.76,92.51,19.78,39.55,22.38,72.99,53.7,71.49,76.73,63.98,2013,0,-0.0776322891610427,True
