FIPS,MortalityRate,Aged 17 or Younger,Aged 65 or Older,Below Poverty,Crowding,Group Quarters,Limited English Ability,Minority Status,Mobile Homes,Multi-Unit Structures,No High School Diploma,No Vehicle,Single-Parent Household,Unemployment,Year,Anomaly,AnomalyScore,HighMortality
21197,23.49,75.88,21.16,92.69,61.67,41.82,13.9,5.19,85.89,30.61,91.69,89.48,66.59,66.05,2015,0,-0.09040761271267334,False
22063,36.29,89.55,7.43,38.31,76.86,7.62,33.77,39.74,90.07,42.54,63.64,18.48,85.84,42.75,2015,1,0.008532186352066429,True
22087,24.22,89.51,2.67,65.94,54.07,10.54,72.92,75.71,26.93,26.09,72.46,55.06,96.72,87.78,2015,1,0.03897094862761863,False
22117,38.82,74.41,37.68,91.8,81.07,74.57,62.52,74.89,87.42,41.68,89.93,89.15,72.3,96.07,2015,0,-0.026091227575518183,True
24015,33.21,66.59,16.79,17.05,35.66,38.06,49.03,46.45,28.74,72.84,43.68,31.06,48.39,50.69,2015,0,-0.04816158843918211,True
24510,52.1,30.18,11.05,86.89,56.11,75.41,73.35,97.39,0.27,96.05,70.87,99.41,94.28,91.88,2015,0,-0.0004371606629001157,True
29099,29.0,71.92,14.47,19.11,37.41,12.99,26.66,16.86,50.98,55.84,45.02,25.64,68.72,58.98,2015,0,-0.06495836265903182,True
29221,31.46,58.93,29.18,80.55,63.99,78.08,17.16,18.67,96.47,10.01,92.2,73.32,43.0,92.25,2015,0,-0.08587577455684098,True
29510,33.58,22.3,7.45,93.64,54.76,71.64,74.07,92.19,1.43,96.9,63.98,99.25,87.98,90.5,2015,1,0.0008227384626010581,True
34007,30.34,62.23,21.16,32.73,54.46,31.2,90.27,82.39,2.48,93.89,42.2,94.14,86.8,77.55,2015,1,0.003702722905464473,True
35028,40.14,61.81,45.57,0.84,16.84,6.21,73.27,65.6,10.61,87.22,0.21,10.49,13.45,7.1,2015,1,0.11214037774173602,True
35039,70.95,72.64,39.61,84.67,78.66,40.5,84.48,99.31,98.61,9.35,72.06,44.59,82.6,85.85,2015,1,0.02968092907352482,True
39001,46.39,77.62,41.33,89.43,50.07,27.19,3.23,5.07,91.56,29.29,86.63,77.09,79.4,89.72,2015,0,-0.10270897064684464,True
39015,59.31,63.94,42.2,48.33,42.54,25.6,7.23,5.25,75.94,35.76,63.48,48.98,64.88,71.65,2015,0,-0.08153558532213456,True
39017,52.34,73.91,14.48,35.98,36.21,68.06,64.94,53.13,10.82,86.54,30.15,44.05,68.64,43.92,2015,0,-0.02544382902193698,True
39025,51.0,75.81,18.34,16.49,19.2,11.81,24.86,21.07,27.17,89.19,33.78,30.63,42.99,26.93,2015,0,-0.009964488787748471,True
39053,54.86,64.59,49.3,76.61,53.56,63.41,8.93,22.65,87.55,28.44,79.0,77.67,54.08,56.55,2015,0,-0.09317119668954332,True
39079,43.73,69.66,34.52,86.0,43.51,17.07,43.42,8.12,68.99,47.85,65.72,82.41,82.28,86.86,2015,0,-0.07203840974286757,True
39087,39.27,53.02,50.93,62.67,36.84,18.02,10.48,16.5,68.49,33.11,56.71,64.41,49.23,56.26,2015,0,-0.09627105492454474,True
39101,35.19,30.96,36.21,64.76,27.28,92.9,25.77,39.3,22.03,72.56,52.85,75.12,69.05,65.73,2015,0,-0.08468439923741106,True
39113,49.22,47.94,43.51,66.28,25.49,69.69,57.66,68.36,4.55,86.83,34.23,89.42,85.81,73.83,2015,0,-0.030271170486335208,True
39131,46.07,72.89,38.78,82.92,53.44,42.62,19.78,11.86,87.76,26.36,86.63,85.71,80.99,93.46,2015,0,-0.09207192041861423,True
39141,50.54,38.93,27.55,69.84,54.84,90.02,36.41,37.25,58.31,64.52,57.62,58.5,76.28,88.62,2015,0,-0.05595006366880073,True
39145,39.05,42.02,43.51,88.06,30.8,79.25,24.25,23.79,64.12,67.55,66.7,84.19,62.8,77.42,2015,0,-0.11266832479484895,True
39155,46.13,31.11,69.2,59.76,23.03,49.71,28.13,42.84,19.83,71.83,37.79,72.41,71.28,52.02,2015,0,-0.09358221906944003,True
39163,49.71,59.92,31.75,81.92,79.16,8.05,9.87,3.83,93.53,20.84,79.07,71.45,80.8,86.45,2015,0,-0.09065123094803357,True
42021,39.59,13.56,77.64,45.75,10.94,84.46,24.2,26.48,18.34,68.58,29.32,90.46,43.45,62.29,2015,0,-0.06113841742441567,True
42051,35.92,15.68,70.58,68.14,56.93,71.8,21.19,28.89,51.26,55.69,50.22,85.34,45.25,63.31,2015,0,-0.09597503480523012,True
42073,39.74,23.83,75.87,40.12,14.93,62.32,37.85,28.82,33.22,66.79,33.89,86.22,56.1,41.91,2015,0,-0.0909754714608243,True
42101,36.24,43.41,12.64,92.03,67.77,69.85,92.69,95.25,0.88,94.31,72.05,99.53,92.55,94.61,2015,1,0.009989985948262614,True
47001,34.32,30.63,66.73,58.02,28.57,35.24,53.28,36.93,52.07,79.44,55.62,58.78,60.39,54.43,2015,0,-0.08603192504158369,True
47021,40.26,66.7,14.35,37.85,46.21,10.33,27.3,23.0,54.86,59.71,62.27,5.79,44.41,47.77,2015,0,-0.041786215073204125,True
47025,37.84,14.67,59.94,85.39,18.16,74.7,20.41,11.78,85.13,32.16,90.58,62.56,38.09,67.91,2015,0,-0.11212394435862627,True
47129,46.52,19.36,33.34,83.97,75.65,96.48,29.7,24.55,93.64,8.19,78.94,50.48,38.61,66.83,2015,0,-0.028866332869156075,True
47145,39.81,16.78,81.79,55.08,32.2,27.61,31.94,25.44,70.79,51.26,60.22,47.48,15.72,75.04,2015,0,-0.06046572161266567,True
47173,39.72,51.4,38.25,85.26,80.62,11.63,29.04,5.47,87.2,45.29,91.42,46.58,52.64,73.72,2015,0,-0.07643537198289513,True
51021,39.07,3.12,72.69,23.26,26.63,96.42,9.71,18.04,87.44,17.11,51.34,39.62,9.35,47.2,2015,1,0.022439107895910304,True
51027,48.3,6.48,68.37,87.39,8.27,77.86,20.3,12.41,96.17,30.98,97.74,75.52,34.16,80.82,2015,0,-0.075542236830686,True
51051,38.88,23.34,64.42,77.57,36.06,57.44,11.37,0.75,97.58,46.32,95.32,92.03,30.07,59.27,2015,0,-0.08903625320849434,True
51105,47.88,11.75,61.59,91.7,52.85,84.35,25.89,26.42,78.64,22.19,93.76,78.95,23.99,88.3,2015,0,-0.08316247426967627,True
51167,36.62,18.04,62.11,62.37,5.1,38.63,17.67,4.47,89.78,24.61,87.57,74.47,10.69,50.69,2015,0,-0.05297336943811104,True
51185,30.3,15.11,67.38,67.27,10.31,70.58,26.51,21.52,87.14,38.46,83.44,80.42,9.28,62.91,2015,0,-0.07394456617387252,True
51195,32.73,21.09,33.9,81.74,11.51,88.59,36.8,30.23,91.25,28.03,93.64,91.94,47.44,82.56,2015,0,-0.07659341595472902,True
54003,42.0,73.69,14.48,37.12,73.04,9.17,48.94,48.79,58.44,59.9,49.94,44.38,84.95,77.88,2015,0,-0.048133318411930914,True
54005,72.74,46.85,42.19,84.67,44.38,4.55,11.0,0.84,96.75,34.3,83.97,95.33,45.34,71.23,2015,0,-0.11719817281008976,True
54009,35.05,7.79,82.62,32.33,31.16,76.79,5.88,9.03,25.98,58.77,25.93,91.5,42.22,31.39,2015,0,-0.02600878484150393,True
54011,81.57,17.59,48.17,82.53,17.16,75.81,36.87,35.84,38.05,88.11,51.41,96.93,66.06,40.83,2015,0,-0.06287281617523766,True
54015,50.16,55.19,61.19,88.24,32.17,9.84,7.25,0.53,93.19,38.26,96.91,86.31,8.47,78.61,2015,0,-0.08238227942418813,True
54019,26.67,25.01,63.94,74.21,41.05,76.55,23.96,28.21,62.9,48.44,75.7,84.21,57.38,71.76,2015,0,-0.10901508944366872,False
54025,33.79,16.06,82.84,68.64,43.28,48.88,27.35,24.14,67.59,30.45,63.61,65.92,27.84,50.08,2015,0,-0.07302135365175016,True
54029,50.31,18.36,76.18,47.11,8.21,10.6,37.68,19.38,38.29,64.28,48.16,69.26,29.45,44.45,2015,0,-0.04751347806523287,True
54035,42.61,43.41,67.91,56.35,55.03,6.46,6.46,2.31,75.84,23.76,57.13,82.73,22.53,42.13,2015,0,-0.05227507968254064,True
54039,57.35,22.62,59.25,47.34,16.18,42.17,18.32,41.93,48.99,78.0,43.25,88.09,58.61,39.11,2015,0,-0.08057243469277198,True
54043,56.99,46.72,46.05,91.34,25.98,2.29,9.8,0.6,92.67,16.01,86.14,89.33,39.26,55.68,2015,0,-0.09521857228514036,True
54045,63.39,24.79,46.05,73.64,17.5,41.75,17.24,10.06,85.18,28.36,86.59,93.49,29.19,79.85,2015,0,-0.1142320975784556,True
54047,141.16,15.44,58.8,98.8,48.52,84.54,40.91,40.23,90.06,29.43,99.27,97.23,41.42,91.64,2015,0,-0.07132711173403278,True
54053,50.39,29.62,64.83,65.79,30.74,60.13,15.53,4.03,86.1,16.46,63.2,89.5,44.09,75.04,2015,0,-0.09318947001574196,True
54055,58.86,25.23,70.71,79.83,9.93,47.38,50.27,35.41,80.28,64.03,70.03,84.47,67.13,31.9,2015,0,-0.06084153405558196,True
54059,51.4,42.41,32.75,88.19,34.4,3.01,18.5,8.72,96.26,51.33,95.37,89.67,25.2,93.62,2015,0,-0.08438328124680372,True
54067,42.98,20.11,67.86,65.95,55.14,5.58,7.8,2.44,91.94,44.16,64.7,78.67,7.83,63.03,2015,0,-0.0710633909610125,True
54069,32.51,12.08,70.86,53.64,27.79,83.17,13.2,28.72,23.64,86.48,16.76,95.95,48.28,26.8,2015,0,-0.025399584114821017,True
54081,78.7,27.92,56.55,59.6,18.86,78.9,61.82,44.06,64.1,54.63,64.92,83.6,55.81,45.45,2015,0,-0.0656532333334015,True
54089,49.5,5.04,83.59,61.67,38.71,90.89,22.32,31.84,69.6,26.0,71.98,79.26,26.84,67.08,2015,0,-0.05269086317265376,True
54099,39.05,35.11,59.77,75.15,23.62,3.75,13.48,1.67,82.62,46.45,82.9,91.0,45.5,72.05,2015,0,-0.1016170246426632,True
54109,108.35,33.15,50.81,76.25,57.61,2.66,5.54,1.9,90.4,16.74,91.11,94.57,42.6,71.58,2015,0,-0.0989385790589109,True
06033,28.07,22.99,78.76,89.4,77.36,36.84,88.41,67.46,85.42,38.49,66.79,74.75,87.04,96.47,2016,1,0.0029064951564148345,False
17201,38.13,69.63,32.25,48.58,52.02,34.67,80.32,69.37,6.3,82.17,48.9,78.8,91.05,87.42,2016,0,-0.020091385454614752,True
18041,68.58,49.32,62.43,72.05,37.82,44.38,17.7,8.79,21.9,65.52,76.19,87.2,79.69,78.51,2016,0,-0.07425169856172126,True
18161,58.7,59.98,50.18,12.26,14.01,13.72,0.0,7.58,48.2,57.72,43.27,29.39,31.45,30.18,2016,0,-0.01102483138970023,True
18177,54.08,45.4,56.51,74.79,42.25,75.71,57.4,40.11,19.64,80.48,62.11,91.34,75.8,56.99,2016,0,-0.07709447161192517,True
21013,44.25,36.68,50.18,98.92,72.65,71.57,24.55,17.41,88.22,57.34,98.57,98.69,83.95,88.0,2016,0,-0.07702131797084921,True
21019,54.02,32.76,55.24,70.42,17.64,78.89,8.18,23.88,50.46,76.85,36.01,83.76,59.95,71.63,2016,0,-0.08403082273078238,True
21025,19.22,35.69,29.39,98.06,85.45,60.94,13.59,2.67,99.04,7.16,97.29,97.8,44.99,93.54,2016,0,-0.07585342093670588,False
21037,73.74,38.78,18.85,45.08,22.89,71.73,27.51,27.57,10.25,92.07,29.23,81.95,64.34,35.31,2016,0,-0.04297126804986462,True
21043,30.28,51.38,38.94,68.16,50.94,62.88,20.73,4.14,95.64,42.31,82.27,45.37,39.32,89.18,2016,0,-0.07727070289090016,False
21049,27.92,51.58,40.91,46.35,54.66,21.46,49.82,34.86,41.67,65.68,63.04,67.05,58.39,51.16,2016,0,-0.0875916986304322,False
21051,37.74,32.38,16.43,99.68,73.42,90.45,22.32,27.16,93.89,22.51,99.4,97.23,67.72,92.58,2016,0,-0.07391049173258107,True
21065,28.48,41.32,47.82,96.43,85.23,13.05,0.0,1.05,84.34,42.18,92.74,73.89,76.54,96.47,2016,0,-0.07959518090870898,False
21071,43.12,41.71,34.64,96.75,51.07,56.32,11.02,2.01,93.25,48.07,92.55,93.98,50.56,90.86,2016,0,-0.12153364730453298,True
21077,45.41,86.88,9.33,36.64,81.34,23.91,64.06,31.9,95.51,67.18,79.34,61.54,81.76,37.92,2016,1,0.010116595589472754,True
21081,64.2,93.38,12.35,75.99,88.51,42.88,43.84,20.25,83.95,17.16,72.21,31.3,89.75,40.94,2016,1,0.031373537562325304,True
21089,36.83,40.08,66.86,62.27,56.0,21.24,8.09,6.21,62.43,33.21,52.5,29.39,33.43,81.09,2016,0,-0.06215196647422189,True
21095,43.65,51.99,40.91,97.52,65.78,60.81,4.78,12.89,81.6,42.44,97.29,96.08,35.12,86.34,2016,0,-0.10196925339822765,True
21109,29.05,52.66,30.34,97.93,40.08,10.67,0.0,0.13,85.67,30.69,92.1,68.07,45.56,95.26,2016,0,-0.08611318160230069,False
21115,53.54,51.89,39.99,92.33,63.9,54.92,7.32,1.46,90.04,58.74,87.97,93.12,20.18,86.06,2016,0,-0.08485175459651095,True
21117,52.14,74.56,12.35,36.64,44.32,32.25,53.39,38.81,9.68,90.0,35.15,79.72,78.03,45.02,2016,0,-0.039373688012099284,True
21119,31.86,28.78,31.33,97.29,77.52,77.94,12.38,2.04,97.93,30.63,97.1,93.41,57.24,97.68,2016,0,-0.08183999782196294,False
21121,31.56,64.85,45.75,98.38,44.73,55.01,10.67,7.77,94.36,38.14,97.87,91.63,88.22,95.99,2016,0,-0.08980621079448586,False
21127,50.34,62.46,33.46,83.95,52.94,7.67,27.44,1.91,96.34,29.67,87.97,80.71,9.01,74.53,2016,0,-0.08239817664741561,True
21129,17.19,25.82,38.94,99.33,18.12,93.6,0.0,5.13,88.0,28.02,98.66,92.26,32.98,96.56,2016,0,-0.06458450812077643,False
21131,43.95,41.45,38.94,97.61,56.22,57.94,0.0,0.64,99.36,13.09,99.4,95.54,11.97,98.69,2016,0,-0.04229739609537975,True
21133,36.65,39.03,43.52,96.08,65.01,17.86,8.66,0.83,91.53,37.54,93.76,86.09,64.47,95.45,2016,0,-0.11906713646654066,True
21135,0.0,44.41,44.76,94.94,32.92,18.34,0.0,0.76,87.74,17.73,94.3,70.49,26.58,49.57,2016,0,-0.0831226410776662,False
21153,32.22,60.71,25.21,95.86,78.35,19.77,0.0,0.29,99.68,37.34,98.06,93.41,54.82,94.91,2016,0,-0.06091785498383567,False
21159,63.95,28.02,16.43,97.52,74.59,95.32,26.36,27.51,98.38,33.62,96.47,86.76,5.19,99.27,2016,0,-0.018538982153094352,True
21161,63.99,58.71,40.91,76.92,51.48,40.15,46.9,37.89,50.46,78.99,70.84,89.46,61.54,46.16,2016,0,-0.0809812360319635,True
21173,36.01,72.3,25.21,90.35,63.29,31.3,45.94,25.25,72.68,55.71,74.82,67.05,91.72,75.61,2016,0,-0.07393228356797815,True
21175,29.01,12.32,25.21,89.84,17.06,95.73,19.68,24.74,97.52,39.0,95.83,61.54,77.33,71.63,2016,0,-0.050519497395200286,False
21189,27.47,34.48,39.99,98.98,61.57,43.11,0.0,21.43,90.04,9.93,97.84,98.89,86.72,70.36,2016,0,-0.07525460114444227,False
21191,74.88,51.16,24.67,44.38,25.5,41.13,7.96,3.22,81.6,35.47,62.11,11.75,22.7,32.98,2016,0,-0.020034581896930304,True
21193,34.36,41.13,26.39,94.05,81.69,59.09,7.48,10.51,95.29,52.88,94.14,96.53,77.55,97.93,2016,0,-0.08018068232504144,True
21197,23.1,75.29,20.95,91.85,74.05,50.84,13.12,5.57,86.91,30.91,89.49,86.76,55.91,58.13,2016,0,-0.07705416602897569,False
22063,41.39,89.65,7.8,42.12,77.75,8.63,28.49,39.76,89.72,46.58,65.81,24.96,84.78,40.94,2016,1,0.008417072383086532,True
22087,39.4,91.15,2.64,75.58,58.68,10.22,73.73,76.25,25.72,25.63,74.5,64.25,97.26,90.58,2016,1,0.03300831651104508,True
22117,58.3,74.12,37.89,92.61,85.13,75.45,67.65,74.4,86.09,45.72,91.18,87.2,80.39,95.8,2016,0,-0.0035521358514916113,True
24015,44.83,64.02,17.48,18.12,38.81,36.26,46.2,46.35,25.72,75.68,44.03,29.39,49.22,46.16,2016,0,-0.04560298514903943,True
24510,82.65,31.45,10.38,86.09,54.98,75.52,73.99,97.36,0.32,96.08,67.69,99.4,93.92,91.53,2016,0,-0.0019862999410393822,True
29099,44.15,71.03,15.44,20.03,37.79,14.71,24.86,16.43,49.76,56.22,48.2,26.3,73.03,58.13,2016,0,-0.06384326535797619,True
29221,39.66,58.9,28.33,74.31,62.27,78.67,15.6,18.08,96.4,7.48,89.88,67.05,27.13,89.88,2016,0,-0.05931934462680766,True
29510,64.55,22.03,6.75,93.16,51.29,71.25,73.13,91.95,1.46,96.98,63.04,99.3,87.39,88.0,2016,1,0.006999707786957243,True
34007,37.24,61.1,20.95,34.83,53.1,31.07,90.8,82.62,2.58,94.05,42.57,93.98,88.12,74.53,2016,1,0.005219081261279679,True
35028,41.28,62.05,47.82,0.73,13.21,6.37,74.72,65.9,8.44,87.01,0.29,17.54,11.4,5.57,2016,1,0.12011730749174221,True
35039,77.42,73.03,41.74,86.69,72.91,42.92,82.27,99.27,98.63,6.02,64.31,39.86,77.05,81.09,2016,1,0.013279018125317954,True
39001,43.0,77.81,40.91,88.98,34.45,29.32,0.0,4.78,90.51,29.07,86.47,85.55,79.05,84.05,2016,0,-0.09420423784221538,True
39015,43.42,60.62,44.76,56.64,40.56,27.7,9.68,4.74,75.04,37.89,59.82,50.33,70.2,66.0,2016,0,-0.08590024715238881,True
39017,58.8,72.78,14.8,36.64,34.83,68.19,65.23,53.17,11.3,86.82,32.44,43.58,67.81,39.64,2016,0,-0.020719511217593634,True
39025,50.24,73.99,19.64,17.41,19.55,13.91,23.62,20.66,27.63,88.95,32.92,34.73,37.73,25.02,2016,0,-0.008919949648233061,True
39053,36.65,64.88,49.09,80.61,59.79,63.36,8.63,22.19,87.39,19.23,78.41,77.4,50.59,55.52,2016,0,-0.09467442395143216,True
39079,46.1,72.08,33.46,85.86,37.92,18.53,32.98,7.39,66.0,51.45,64.31,78.35,83.0,90.86,2016,0,-0.06814599429516638,True
39087,46.0,51.77,51.19,67.05,27.0,19.9,14.33,15.44,70.26,33.17,57.98,67.05,40.27,60.78,2016,0,-0.09891569918591397,True
39101,41.48,30.37,36.84,60.97,25.63,92.68,31.23,39.26,20.76,71.03,53.39,78.35,62.3,66.0,2016,0,-0.09488672893558586,True
39113,61.55,48.81,42.73,67.56,26.58,68.45,59.73,68.45,4.62,86.79,32.92,89.91,87.36,73.7,2016,0,-0.023650208135178596,True
39131,47.58,73.32,38.94,78.16,57.94,43.84,17.96,11.91,87.58,30.82,86.85,85.55,80.52,90.58,2016,0,-0.10048890939355626,True
39141,55.84,38.9,28.33,69.44,48.68,89.65,24.48,36.61,57.75,65.58,57.98,59.85,79.78,84.05,2016,0,-0.06993847843533763,True
39145,47.31,42.5,42.73,87.81,33.52,79.75,18.85,23.02,63.1,67.34,64.79,85.55,68.19,76.7,2016,0,-0.10924292628642307,True
39155,57.97,30.05,70.11,61.7,25.72,50.49,28.21,42.6,20.18,72.81,38.27,71.82,71.16,51.16,2016,0,-0.09298654807967854,True
39163,43.22,56.67,30.34,80.26,76.66,9.04,10.76,3.72,93.54,20.6,77.52,82.74,83.19,88.54,2016,0,-0.0916590896514014,True
42021,73.48,14.26,77.91,49.47,10.95,84.11,20.31,25.88,17.51,68.99,26.39,90.64,44.51,69.37,2016,0,-0.06045528275933737,True
42051,57.26,16.46,70.11,68.16,61.22,72.3,22.29,28.65,48.2,55.56,48.9,86.09,44.29,63.61,2016,0,-0.09347803847424208,True
42073,46.97,23.43,75.29,40.94,15.41,61.92,34.83,28.84,34.03,68.0,33.97,87.2,55.08,45.02,2016,0,-0.08953796578157586,True
42101,47.58,44.29,11.11,91.66,68.48,69.75,93.16,95.29,1.08,94.27,71.76,99.52,92.65,94.59,2016,1,0.018353871993530668,True
47001,40.82,30.72,66.86,59.76,32.79,36.96,54.6,36.74,51.16,79.21,58.93,62.97,61.6,58.13,2016,0,-0.08947231950346402,True
47021,37.61,63.93,15.89,32.44,43.39,10.19,17.51,22.83,51.16,59.6,58.61,5.51,49.06,46.16,2016,0,-0.04888702633955633,True
47025,62.98,13.94,61.51,83.64,22.19,75.64,16.01,11.65,83.95,31.33,89.49,69.34,37.06,70.36,2016,0,-0.11545672453800648,True
47129,32.33,18.12,32.25,87.11,82.27,96.05,18.62,23.4,94.36,8.44,81.31,56.45,50.88,72.91,2016,0,-0.03492842634822224,False
47145,49.17,16.11,82.84,53.04,38.27,28.21,38.94,24.77,72.46,50.37,57.34,47.34,8.09,79.31,2016,0,-0.041033464875378844,True
47173,52.25,48.87,40.91,86.95,82.94,13.69,33.43,4.93,86.91,54.19,90.19,32.98,53.9,77.52,2016,0,-0.05572507663313431,True
51021,40.64,2.87,73.77,13.28,31.36,96.21,11.27,17.86,86.69,20.92,36.01,34.73,8.79,45.02,2016,1,0.03294220215020449,True
51027,54.31,7.23,69.09,87.65,4.78,78.03,16.33,12.51,96.56,32.16,97.87,75.87,18.75,82.59,2016,0,-0.06242629908704067,True
51051,33.16,24.04,65.07,80.96,29.54,64.92,10.09,0.7,97.1,47.21,95.51,93.76,41.52,55.52,2016,0,-0.09575111552148574,False
51105,48.46,11.56,63.32,92.17,47.82,85.1,29.29,26.11,81.38,22.09,93.19,81.95,25.09,94.24,2016,0,-0.08808242083299395,True
51167,39.36,18.15,62.43,58.55,8.44,43.43,20.89,4.23,88.7,22.25,86.47,69.34,7.8,46.16,2016,0,-0.041221397737081555,True
51185,50.73,15.19,68.16,63.64,15.6,72.49,26.01,20.85,87.11,37.44,84.65,79.72,5.48,69.37,2016,0,-0.07163102077016043,True
51195,38.24,21.71,34.64,79.91,13.56,88.6,32.16,29.77,92.49,28.46,93.54,92.52,58.71,86.98,2016,0,-0.08022113188843222,True
54003,77.52,73.51,14.8,34.22,73.07,6.49,43.68,48.55,58.33,61.7,50.02,32.98,82.04,76.7,2016,0,-0.04043409879035742,True
54005,58.92,45.88,45.75,91.85,44.7,5.19,11.37,0.86,97.36,36.01,83.19,96.21,47.69,81.73,2016,0,-0.1095084772744151,True
54009,47.87,7.77,83.83,30.66,32.06,76.98,6.08,9.17,26.52,62.72,29.23,91.63,33.01,15.73,2016,0,-0.006562558114568073,True
54011,101.06,19.39,46.83,81.98,17.35,76.35,39.38,35.43,38.24,89.21,51.29,97.01,54.06,46.16,2016,0,-0.06586624798949076,True
54015,40.16,53.49,63.32,86.09,18.21,9.46,14.49,0.89,94.62,42.25,96.94,84.24,9.84,89.88,2016,0,-0.06433923919163598,True
54019,33.84,27.86,65.07,70.93,42.41,75.77,25.18,27.67,61.0,51.67,74.82,80.71,56.42,71.63,2016,0,-0.10794470230222458,True
54025,36.26,17.54,83.83,67.05,40.59,48.55,29.45,23.91,68.45,28.4,66.35,65.87,33.68,64.66,2016,0,-0.08934596942391831,True
54029,43.93,18.53,75.93,42.12,11.24,10.44,39.32,19.93,35.18,65.65,50.02,78.35,33.46,46.16,2016,0,-0.051827189870175816,True
54035,40.84,39.41,67.53,45.08,51.42,6.27,6.49,2.13,73.35,14.04,53.39,83.22,11.78,30.18,2016,0,-0.012664217709410841,True
54039,61.21,23.75,59.44,51.89,19.2,44.99,19.93,41.61,50.46,78.0,44.67,88.48,62.91,43.68,2016,0,-0.08676851215782744,True
54043,61.23,49.82,47.82,90.48,26.81,2.55,9.87,0.6,92.74,17.22,83.6,90.64,17.86,52.56,2016,0,-0.06576072650327774,True
54045,44.51,26.65,47.82,75.99,17.83,42.22,15.98,8.53,84.34,29.96,87.97,94.11,33.52,94.24,2016,0,-0.10841062323403089,True
54047,62.69,11.84,60.49,99.04,60.9,88.63,42.44,39.96,90.86,24.36,99.27,97.42,54.47,95.1,2016,0,-0.06533353548394277,True
54053,55.92,29.77,65.9,69.91,34.86,58.9,14.42,3.95,86.18,8.28,62.11,88.16,37.89,86.06,2016,0,-0.08073797767366164,True
54055,72.77,25.98,71.09,79.69,7.29,47.44,50.24,34.99,78.64,64.85,70.23,86.09,75.2,40.94,2016,0,-0.06558790120259445,True
54059,93.32,46.61,34.64,91.85,24.23,3.28,8.28,8.4,95.99,53.77,95.42,94.11,33.78,98.25,2016,0,-0.07776494296143377,True
54067,59.26,20.76,70.11,62.27,53.52,5.89,6.91,2.1,91.88,44.19,66.79,83.22,10.03,62.05,2016,0,-0.06832241386452725,True
54069,25.87,13.18,70.11,53.04,27.6,83.48,13.5,28.08,24.55,87.55,15.98,96.53,58.8,31.58,2016,0,-0.03614206170218326,False
54081,58.75,30.53,58.45,62.91,29.48,77.97,58.58,43.74,65.58,53.58,63.9,86.09,66.57,62.05,2016,0,-0.09485660263431822,True
54089,55.12,5.25,82.84,67.05,49.47,90.35,27.89,31.04,72.46,24.01,70.84,77.4,45.53,88.54,2016,0,-0.03967994371648076,True
54099,91.29,37.22,60.49,79.02,15.38,3.85,17.89,1.53,84.34,50.11,82.55,92.52,52.4,81.09,2016,0,-0.09191192991659947,True
54109,68.92,33.91,55.24,75.58,57.31,3.18,5.89,1.69,89.27,16.33,88.76,93.12,56.67,93.79,2016,0,-0.09605548093462574,True
06033,43.58,25.72,79.66,85.78,78.44,37.38,87.63,67.88,84.93,43.25,65.76,70.88,77.68,94.78,2017,0,-0.0012300959368917175,True
17201,38.98,68.37,33.38,51.98,53.5,34.62,79.4,69.58,6.19,82.23,50.02,80.82,90.62,88.76,2017,0,-0.021895398514333753,True
18041,86.17,48.44,61.78,72.38,47.91,44.43,20.2,8.44,22.19,67.44,75.86,79.72,76.43,60.09,2017,0,-0.08102289279146457,True
18161,82.25,50.89,50.2,12.18,21.82,12.68,17.91,8.07,53.13,54.27,44.0,29.75,29.68,19.84,2017,0,-0.018179046387383102,True
18177,99.72,45.91,55.86,67.55,34.15,76.03,54.26,39.49,19.41,78.86,59.11,89.09,81.95,55.9,2017,0,-0.08872202331742213,True
21013,40.12,37.08,50.2,99.06,54.84,71.3,19.66,17.09,86.67,50.26,98.49,98.31,73.97,88.75,2017,0,-0.10126532537821303,True
21019,64.61,33.9,54.83,72.68,13.73,77.62,7.62,23.26,50.95,77.53,40.81,84.15,67.32,80.56,2017,0,-0.08160804577432984,True
21025,26.87,31.58,28.02,98.49,79.9,61.72,6.79,2.94,98.85,7.8,96.77,98.09,47.76,95.02,2017,0,-0.08041597258014038,False
21037,76.77,36.91,19.67,43.94,26.27,73.02,25.11,26.95,9.07,92.5,28.88,79.94,55.73,34.15,2017,0,-0.03621220355918209,True
21043,62.63,51.45,43.05,80.66,54.47,61.74,17.75,3.68,95.3,42.01,86.2,49.16,53.82,85.34,2017,0,-0.09620199648167777,True
21049,52.71,51.54,40.91,50.87,56.34,21.65,53.86,34.38,42.09,66.11,63.43,63.05,69.58,54.85,2017,0,-0.09004178162573978,True
21051,37.16,33.71,16.65,99.5,79.47,89.33,18.55,26.17,94.33,18.81,99.48,97.12,61.84,93.72,2017,0,-0.07052334542595234,True
21065,77.05,38.19,49.48,97.28,77.94,12.35,0.0,1.28,84.47,38.05,94.09,71.95,76.19,96.7,2017,0,-0.0936720480153807,True
21071,35.84,39.59,37.27,97.34,55.78,56.26,9.04,2.1,93.47,41.95,94.42,91.2,53.27,93.74,2017,0,-0.1220637671656441,True
21077,37.99,83.53,10.85,44.46,68.16,22.88,55.24,31.43,95.05,63.24,79.99,57.24,68.86,47.3,2017,0,-0.038596508059703605,True
21081,40.03,93.38,12.13,73.65,87.01,42.07,25.45,20.2,86.58,20.66,64.97,30.71,88.63,30.2,2017,1,0.029681564943530026,True
