FIPS,2018 Social Capital
29155,-2.17747
29157,0.5419841
29159,0.1075781
29161,0.0604712
29163,0.4079499
29165,1.018421
29167,-0.3029333
29169,-0.641277
29171,0.8001536
29173,0.8310199
29175,0.2386011
29177,0.309757
29179,0.3913474
29181,-0.2286902
29183,0.9023309
29185,0.2227763
29186,0.3652957
29187,-0.3162797
29189,0.2097262
29195,0.067592
29197,0.6356862
29199,0.6486548
29201,-1.799976
29203,0.2263172
29205,1.685127
29207,0.356048
29209,0.0490691
29211,0.2400842
29213,-0.696166
29215,0.6204426
29217,-0.0506869
29219,-0.3107452
29221,-0.4473684
29223,-0.0921744
29225,0.5491725
29227,1.701241
29229,0.4821131
29510,-3.73194
30001,1.439948
30003,-0.5443078
30005,0.5178984
30007,0.6900383
30009,0.3923736
30011,
30013,0.0178564
30015,1.11462
30017,0.6365486
30019,
30021,0.5394293
30023,
30025,1.599261
30027,0.0687133
30029,0.0984274
30031,0.7145097
30033,
30035,-1.024121
30037,0.186245
30039,0.9702743
30041,-0.7175353
30043,0.8191454
30045,
30047,-0.7004948
30049,0.2537396
30051,
30053,0.6559789
30055,
30057,1.373633
30059,
30061,
30063,0.4705229
30065,0.7330149
30067,
30069,
30071,1.344473
30073,0.6977819
30075,1.451504
30077,-0.3471253
30079,1.893626
30081,0.5707604
30083,0.5021938
30085,-1.411478
30087,0.7601758
30089,1.162048
30091,
30093,-0.0057534
30095,
30097,1.054592
30099,1.587428
30101,0.1162244
30103,2.055959
30105,1.071376
30107,1.80338
30109,0.8071637
30111,-0.1368699
31001,0.8775914
31003,1.934641
31005,
31007,
31009,
31011,2.368106
31013,0.908548
31015,2.868313
31017,1.281505
31019,0.9515517
31021,2.251493
31023,1.727676
31025,1.548583
31027,2.022907
31029,1.712474
31031,1.620191
31033,1.070539
31035,1.793964
31037,0.815426
31039,1.694549
31041,1.911319
31043,0.7525775
31045,1.22391
31047,0.8290137
31049,2.144063
31051,1.571944
31053,0.7974871
31055,0.0246315
31057,2.222654
31059,2.215696
31061,1.793273
31063,1.950469
31065,2.118795
31067,0.689835
31069,
31071,
31073,
31075,
31077,1.928649
31079,0.1910455
31081,
31083,1.756375
31085,1.564441
31087,1.280181
31089,1.872344
31091,
31093,1.867156
31095,1.559214
31097,0.772007
31099,1.593354
31101,0.9039567
31103,2.971351
31105,0.5221924
31107,1.675634
31109,0.5035692
31111,0.8119934
31113,
31115,2.076786
31117,
31119,0.6993715
31121,1.298359
31123,0.2947481
31125,1.649359
31127,1.495132
31129,1.513821
31131,1.51261
31133,2.231826
31135,1.823153
31137,1.865608
31139,1.606146
31141,0.9301526
31143,1.94682
31145,1.422109
31147,1.879565
31149,2.085144
31151,1.319138
31153,0.9818277
31155,1.645991
31157,0.3762838
31159,1.60691
31161,1.3729
31163,1.747669
31165,
31167,1.246374
31169,2.264669
31171,
31173,
31175,2.264612
31177,1.620748
31179,1.196735
31181,1.389876
31183,
31185,1.592754
32001,-0.644905
32003,-2.160275
32005,-0.2481598
32007,-1.012344
32009,-1.203495
32011,
32013,-1.068852
32015,-1.211143
32017,
32019,-0.8812578
32021,-1.958393
32023,-1.405222
32027,-2.32183
32029,
32031,-0.8705523
32033,
32510,-0.7410999
33001,0.7314317
33003,1.160613
33005,0.9099002
33007,0.1564934
33009,0.8247005
33011,0.7027814
33013,1.259106
33015,1.357545
33017,0.8011462
33019,0.0510285
34001,-0.8902417
34003,0.4837681
34005,0.4096094
34007,-0.9868924
34009,0.2036232
34011,-1.479776
34013,-1.475521
34015,0.3697789
34017,-1.046642
34019,1.353601
34021,-0.0339103
34023,0.2954424
34025,0.5152937
34027,1.166057
34029,0.2998466
34031,-0.8300581
34033,-0.3320261
34035,1.015723
34037,0.9647123
34039,-0.4118024
34041,0.5462253
35001,-2.193072
35003,
35005,-2.054223
35006,-3.155788
35007,-1.128393
35009,-1.886399
35011,-1.17318
35013,-1.452729
35015,-2.199522
35017,-1.982886
35019,
35021,
35023,
35025,-1.997423
35027,-0.9676091
35028,0.8249587
35029,-2.532197
35031,-3.042753
35033,-0.4859667
35035,-1.761641
35037,-1.840686
35039,-2.430129
35041,-1.779799
35043,-0.8704165
35045,-2.095777
35047,-2.743435
35049,-0.9853935
35051,-1.655916
35053,-2.72518
35055,-1.938872
35057,-1.104784
35059,-1.31069
35061,-2.504559
36001,-0.4807998
36003,-0.4407838
36005,-2.718469
36007,-0.7367595
36009,-0.5479023
36011,-0.5014981
36013,-0.6270331
36015,-0.5298991
36017,-0.0214745
36019,-0.6104078
36021,-0.212888
36023,-0.3217233
36025,-0.4017442
36027,-0.2604767
36029,-0.9377
36031,-0.3066051
36033,-0.8040215
36035,-0.6229801
36037,-0.2705577
36039,-0.8615302
36041,
36043,-0.7699907
36045,-0.3838039
36047,-1.888346
36049,-0.0431322
36051,-0.145417
36053,-0.0903222
36055,-0.8152119
36057,-0.5536869
36059,0.2760345
36061,-1.125626
36063,-1.08055
36065,-0.8504878
36067,-0.7207236
36069,0.0173978
36071,-0.2476055
36073,-0.5317628
36075,-0.6664992
36077,-0.202345
36079,0.6803387
36081,-1.726298
36083,-0.7129921
36085,-1.360118
36087,0.5066217
36089,-0.464587
36091,0.3677261
36093,-0.8650149
36095,-0.2965322
36097,-0.0975877
36099,-0.4764377
36101,-0.2657463
36103,0.0392377
36105,-1.005258
36107,0.083217
36109,-0.1735052
36111,-0.2162299
36113,-0.3147753
36115,-0.3816771
36117,-0.1896648
36119,-0.1021754
36121,-0.2249603
36123,0.10562
37001,-0.7205304
37003,0.1987084
37005,0.3378366
37007,-1.652237
37009,0.1715891
37011,0.4973331
37013,-0.0540788
37015,-0.4484036
37017,-1.133821
37019,-0.3251732
37021,-0.0418688
37023,-0.4482038
37025,0.2920583
37027,-0.3477616
37029,0.413339
37031,-0.268595
37033,-0.4491724
37035,-0.1481045
37037,0.4146156
37039,-0.1270107
37041,-0.6374767
37043,0.4441305
37045,-0.5570524
37047,-1.216125
37049,-0.3104421
37051,-1.383501
37053,0.4766174
37055,0.2246163
37057,-0.3868214
37059,0.0830434
37061,-0.9048519
37063,-0.9308324
37065,-1.744581
37067,-0.3931962
37069,-0.2702205
37071,-0.8658805
37073,0.1219002
37075,-0.4488661
37077,-0.7217444
37079,-0.8253055
37081,-0.649646
37083,-1.609172
37085,-0.5439889
37087,-0.3552714
37089,0.1287362
37091,-1.414033
37093,-0.4915061
37095,0.2624059
37097,-0.2027555
37099,-0.7519938
37101,-0.1528001
37103,-0.280461
37105,-0.1239975
37107,-1.388014
37109,0.1014824
37111,-0.1338114
37113,0.2263329
37115,0.1204797
37117,-1.314557
37119,-0.8645187
37121,0.7313788
37123,-0.130911
37125,0.2002574
37127,-1.13462
37129,-0.6892756
37131,-1.533301
37133,-0.5342537
37135,0.685477
37137,-0.0665204
37139,-0.8621216
37141,-0.2263093
37143,-0.1654778
37145,-0.5352972
37147,-1.039962
37149,0.3915309
37151,-0.2445625
37153,-1.387136
37155,-2.247684
37157,-0.6028592
37159,-0.6880462
37161,-0.2608142
37163,-0.3488284
37165,-2.08042
37167,-0.3266399
37169,-0.4379702
37171,-0.1959736
37173,-1.138212
37175,-0.0951423
37177,-0.211458
37179,0.4611353
37181,-2.023107
37183,0.2630368
37185,-1.016129
37187,-1.187119
37189,0.3161309
37191,-0.921263
37193,-0.1724426
37195,-0.8796673
37197,-0.0729204
37199,0.8117352
38001,
38003,1.538205
38005,-0.4149605
38007,
38009,1.693789
38011,2.393838
38013,1.831524
38015,0.9360099
38017,0.4664763
38019,2.147448
38021,2.125175
38023,1.841858
38025,0.8167998
38027,1.599793
38029,2.037917
38031,1.573448
38033,
38035,0.3435694
38037,2.694492
38039,2.022202
38041,1.135033
38043,
38045,2.616632
38047,2.738127
38049,1.549796
38051,2.186242
38053,0.2174752
38055,1.479513
38057,1.576296
38059,1.076237
38061,-0.1760003
38063,1.392355
38065,
38067,1.680706
38069,0.7583983
38071,0.7408352
38073,1.427215
38075,2.202435
38077,1.063276
38079,-0.8901373
38081,1.689687
38083,2.000245
38085,
38087,
38089,0.9610932
38091,2.230291
38093,0.7139837
38095,2.290745
38097,1.654673
38099,1.358504
38101,0.4863763
38103,2.487613
38105,0.1595942
39001,0.2486827
39003,-0.6821883
39005,0.6688697
39007,-0.221033
39009,-0.1167419
39011,0.9631655
39013,0.0932018
39015,0.0557878
39017,-0.2468539
39019,0.2595848
39021,0.259829
39023,-0.7172846
39025,0.3979273
39027,0.1580977
39029,0.1425683
39031,0.530648
39033,0.0769963
39035,-1.187501
39037,0.4793473
39039,0.3717975
39041,1.137031
39043,0.040353
39045,0.2996995
39047,-0.6173471
39049,-0.6670138
39051,0.6540154
39053,0.2605347
39055,1.220493
39057,0.3643439
39059,-0.0300042
39061,-0.7141209
39063,0.2152086
39065,0.2168073
39067,0.385982
39069,0.6022176
39071,-0.0324961
39073,0.135167
39075,0.8971272
39077,0.3652661
39079,-0.1059978
39081,0.0766594
39083,0.4196043
39085,0.1947633
39087,-0.2263094
39089,-0.0248883
39091,0.3010826
39093,-0.2390482
39095,-1.728707
39097,0.0347319
39099,-0.5728101
39101,-0.4470831
39103,0.9017427
39105,-0.0809389
39107,1.199171
39109,0.5188997
39111,0.6156051
39113,-0.7431892
39115,-0.2189324
39117,0.4430917
39119,-0.2859662
39121,-0.0535934
39123,0.0951585
39125,0.8339072
39127,0.2725313
39129,0.1279065
39131,-0.1736467
39133,0.1011836
39135,0.3690631
39137,1.272776
39139,-0.2242483
39141,-0.3582606
39143,-0.4113766
39145,-0.5425132
39147,0.1883596
39149,0.5288049
39151,-0.362829
39153,-0.4673744
39155,-0.4668608
39157,0.5162692
39159,0.6725374
39161,0.5876184
39163,0.0475459
39165,0.9545738
39167,0.3249248
39169,0.5063612
39171,0.3948292
39173,0.6578344
39175,0.4605562
40001,-1.218974
40003,0.4393601
40005,-0.2935245
40007,0.8219836
40009,-0.4051751
40011,-0.2990146
40013,-1.092551
40015,-0.8683655
40017,-0.4582226
40019,-1.501392
40021,-1.075693
40023,-0.624339
40025,
40027,-0.4014862
40029,-0.048308
40031,-2.024024
40033,0.3284369
40035,-0.0143069
40037,-0.234235
40039,0.0011629
40041,-0.5980509
40043,0.7028115
40045,0.246059
40047,-0.3040458
40049,-0.2646464
40051,-0.28205
40053,0.9543545
40055,-0.5266439
40057,-0.1734492
40059,0.7668256
40061,-0.1930113
40063,-0.6753576
40065,-0.5126663
40067,-0.5008773
40069,-0.6965942
40071,-0.7410775
40073,0.5077481
40075,-0.2479926
40077,-0.3859024
40079,-0.5876431
40081,-0.2407964
40083,0.0156189
40085,0.0426415
40087,0.2297326
40089,-1.139201
40091,-0.479782
40093,0.7793535
40095,-0.7220604
40097,-0.5627544
40099,-0.4763275
40101,-1.752096
40103,0.3777427
40105,-0.251453
40107,-0.4979711
40109,-1.270958
40111,-0.9555454
40113,-0.6907528
40115,-0.7694574
40117,-0.3082231
40119,0.0818351
40121,-0.4178782
40123,-1.186105
40125,-0.9929658
40127,-0.1321001
40129,0.4784432
40131,0.0357027
40133,-0.8130857
40135,-0.89437
40137,-0.1890291
40139,-0.3044562
40141,-0.298943
40143,-1.192577
40145,-0.3078394
40147,0.0432649
40149,0.0510563
40151,0.36354
40153,-0.3803771
41001,0.9329215
41003,0.9356754
41005,0.6944521
41007,0.7270793
41009,0.5308958
41011,0.2553738
41013,0.2607779
41015,0.2075468
41017,0.441073
41019,0.1447975
41021,
41023,0.7918701
41025,1.361014
41027,0.9147568
41029,-0.2519301
41031,-0.4302442
41033,0.0510097
41035,-0.0386957
41037,0.7531212
41039,-0.0302218
41041,-0.1430977
41043,0.4363803
41045,-0.2710817
41047,-0.0168934
41049,0.6724246
41051,-0.3031138
41053,0.3760029
41055,1.465104
41057,0.3133333
41059,-0.1698726
41061,0.6695376
41063,1.465596
41065,0.5419068
41067,0.5570307
41069,
41071,0.3412334
42001,0.3119941
42003,-0.1166221
42005,0.2231161
42007,-0.2787071
42009,0.383238
42011,-0.4748628
42013,-0.2239903
42015,-0.1791119
42017,0.6756059
42019,0.7184353
42021,-0.0721951
42023,0.0155094
42025,-0.5836044
42027,0.5385428
42029,0.8279831
42031,0.3651588
42033,-0.0787634
42035,-0.0980659
42037,-0.0828591
42039,0.3742876
42041,0.5903805
42043,-0.5647562
42045,-0.4270823
42047,0.5594117
42049,-0.3704353
42051,-0.5977167
42053,-1.838636
42055,0.1938554
42057,0.2463185
42059,-0.3571334
42061,0.082962
42063,0.0616354
42065,0.35131
42067,0.5570546
42069,-0.2931002
42071,0.4050032
42073,-0.4953144
42075,-0.1278225
42077,-0.4058841
42079,-0.7253178
42081,-0.1890326
42083,-0.6945329
42085,0.0413928
42087,-0.0194704
42089,-0.8911619
42091,0.7420833
42093,0.0996816
42095,0.0787961
42097,-0.4224532
42099,0.1228816
42101,-2.82049
42103,0.177101
42105,0.1662386
42107,-0.0906793
42109,0.0569409
42111,0.583048
42113,0.0297741
42115,-0.1231647
42117,0.3455212
42119,0.1109172
42121,-0.0606252
42123,-0.0744764
42125,0.2111963
42127,-0.1737846
42129,0.2723776
42131,-0.0819734
42133,-0.161556
44001,1.044005
44003,0.3174268
44005,0.4987153
44007,-0.4867242
44009,0.888321
45001,-0.652217
45003,-0.5426062
45005,-1.841565
45007,-0.9936982
45009,-1.256349
45011,-1.585553
45013,-0.7341691
45015,-0.7218226
45017,-0.7167457
45019,-0.5646698
45021,-1.089538
45023,-1.133828
45025,-0.7558865
45027,-1.243152
45029,-1.344188
45031,-1.436131
45033,-2.304826
45035,-0.6477907
45037,1.541252
45039,-1.334456
45041,-0.9765472
45043,-0.995827
45045,-0.7498827
45047,-1.903261
45049,-1.376537
45051,-1.261896
45053,-0.9662074
45055,-0.4362621
45057,-0.9366996
45059,-1.482837
45061,-1.806295
45063,-0.3578271
45065,-0.8961314
45067,-2.257296
45069,-2.687627
45071,-0.3958844
45073,-0.8381003
45075,-1.561498
45077,-0.3031241
45079,-1.668615
45081,-0.6259344
45083,-0.8054991
45085,-1.411579
45087,-1.284384
45089,-1.108499
45091,-0.3376034
46003,2.131031
46005,0.8174694
46007,
46009,1.656259
46011,0.9699754
46013,0.6776596
46015,0.3048809
46017,-1.186121
46019,0.7165613
46021,
46023,0.4413227
46025,2.239798
46027,0.0264371
46029,0.4556837
46031,
46033,1.37527
46035,0.5769941
46037,1.194562
46039,1.947443
46041,
46043,
46045,1.835308
46047,1.319353
46049,
46051,
46053,1.509786
46055,
46057,1.954363
46059,2.462554
46061,2.53836
46063,
46065,1.083109
46067,1.669576
46069,1.879724
46071,-0.2403845
46073,1.943218
46075,
46077,2.593914
46079,1.804483
46081,0.7752267
46083,1.03168
46085,0.3028582
46087,1.800844
46089,1.908952
46091,0.7797723
46093,0.8795168
46095,-0.4015711
46097,
46099,0.2958676
46101,0.81387
46102,-1.879945
46103,-0.2666969
46105,2.640618
46107,1.750497
46109,-0.0418618
46111,1.650753
46115,1.083269
46117,1.253656
46119,1.313538
46121,
46123,0.9591507
46125,1.781344
46127,1.432484
46129,0.6597681
46135,0.2343965
46137,
47001,-0.8180019
47003,-1.008444
47005,-0.3486665
47007,-0.7903272
47009,-0.4820006
47011,-1.230443
47013,-1.26471
47015,-0.5434231
47017,-0.4107128
47019,-0.712562
47021,-0.597891
47023,-0.6457363
47025,-0.9640278
47027,0.0315184
47029,-2.039638
47031,-0.7901478
47033,-0.9971621
47035,-1.045674
47037,-2.529111
47039,-0.741329
47041,-0.663429
47043,-0.8339789
47045,-1.803828
47047,-0.2080172
47049,-0.3465003
47051,-0.6627184
47053,-0.9239154
47055,-0.5840179
47057,-0.0256547
47059,-0.7187271
47061,-1.617554
47063,-1.081988
47065,-1.391322
47067,-0.5886827
47069,-1.830816
47071,-0.893465
47073,-0.601823
47075,-2.279711
47077,-1.628247
47079,-0.6307248
47081,-0.9615974
47083,-0.4053351
47085,-0.3266841
47087,-0.6709126
47089,-0.7932787
47091,-1.233576
47093,-0.9390743
47095,-1.853337
47097,-2.298889
47099,-0.8450514
47101,-0.6573163
47103,-0.8783346
47105,-0.3210433
47107,-0.9491245
47109,-0.7937175
47111,-0.5409432
47113,-2.415706
47115,-0.8894278
47117,-1.232901
47119,-1.106669
47121,-1.063032
47123,-0.6803582
47125,-1.357897
47127,-0.0520369
47129,-0.8764169
47131,-0.7739421
47133,-0.0603583
47135,-0.5784931
47137,
47139,0.0623665
47141,-0.8981723
47143,-1.077513
47145,-0.5265533
47147,-0.7909493
47149,-1.010735
47151,-1.341569
47153,
47155,-1.013652
47157,-2.952664
47159,-0.2605024
47161,-0.1346511
47163,-0.8988279
47165,-0.5449405
47167,-1.31029
47169,-0.9602159
47171,-0.1175958
47173,-0.954021
47175,-0.1515469
47177,-0.9507198
47179,-0.6249744
47181,-0.4952095
47183,-0.4808768
47185,-0.3629709
47187,1.024404
47189,-0.2230465
48001,-1.135433
48003,-0.8688149
48005,-0.8991685
48007,-0.4311945
48009,0.631497
48011,
48013,-0.6516111
48015,0.1447124
48017,-0.2894412
48019,-0.1126544
48021,-0.3760344
48023,0.6334382
48025,-1.037111
48027,-1.187351
48029,-1.387405
48031,0.2609927
48033,
48035,0.1570898
48037,-1.26598
48039,-0.2118838
48041,-0.9194632
48043,0.228728
48045,1.314127
48047,-1.778685
48049,-0.1313862
48051,-0.3953792
48053,-0.3791715
48055,-0.9765624
48057,-1.129519
48059,-0.0733855
48061,-1.287426
48063,-0.6427528
48065,-0.0704301
48067,-0.7465569
48069,-0.1575545
48071,0.2058047
48073,-1.092859
48075,-0.7823802
48077,0.8006496
48079,-0.3446455
48081,0.0534385
48083,-0.1825093
48085,0.3335236
48087,0.6714382
48089,0.1056497
48091,0.0104152
48093,-0.2658033
48095,-0.7859626
48097,-0.0372042
48099,-0.7209121
48101,
48103,-0.5520847
48105,-0.6420652
48107,-0.7356552
48109,-0.4587249
48111,-0.763852
48113,-1.120406
48115,-0.9384323
48117,-0.7043139
48119,-0.0137679
48121,0.0185455
48123,-1.25995
48125,0.7243622
48127,-2.014795
48129,-0.555712
48131,-2.186407
48133,-0.0478454
48135,-2.215359
48137,
48139,0.0343366
48141,-1.278506
48143,-0.1469901
48145,-0.8140665
48147,-0.0426893
48149,0.5857916
48151,0.1687366
48153,-0.0439808
48155,
48157,0.0085407
48159,-0.2470005
48161,-0.0182615
48163,-1.214324
48165,-0.0366332
48167,-0.5233811
48169,0.2580281
48171,0.5069044
48173,
48175,-0.446902
48177,-1.146717
48179,-0.966575
48181,-0.5863763
48183,-1.145809
48185,-1.235124
48187,-0.1732845
48189,-0.6209648
48191,
48193,0.167517
48195,
48197,0.8602371
48199,-0.0315525
48201,-1.644697
48203,-0.6418982
48205,-0.2458085
48207,-0.5336897
48209,-0.319947
48211,0.054162
48213,-0.786913
48215,-1.12804
48217,-0.2951438
48219,-0.7089572
48221,0.2846287
48223,0.1035265
48225,-0.4867303
48227,-1.719485
48229,-0.6232089
48231,-0.8251742
48233,-1.586779
48235,0.8046351
48237,0.1372908
48239,-0.1426192
48241,-1.005765
48243,0.5552503
48245,-1.737293
48247,-1.284781
48249,-1.717157
48251,-0.2692367
48253,-0.9618985
48255,-1.079749
48257,-0.2248912
48259,0.8633118
48261,
48263,0.9924543
48265,-0.0958468
48267,-0.6788177
48269,
48271,0.1570062
48273,-1.476261
48275,0.6163609
48277,-1.242171
48279,-0.1218319
48281,-0.4850595
48283,-1.047652
48285,0.5561683
48287,-0.5397619
48289,-0.2161842
48291,-1.251184
48293,-1.019452
48295,0.8777968
48297,-1.026567
48299,-0.1400854
48301,
48303,-1.698578
48305,-0.2891144
48307,-0.2148453
48309,-1.052674
48311,
48313,-0.5806821
48315,-1.29126
48317,-0.1578736
48319,0.3411383
48321,-0.8849745
48323,-0.9332073
48325,-0.2804422
48327,-0.1661582
48329,-0.5169667
48331,-0.3526886
48333,
48335,-1.118971
48337,0.4903682
48339,-0.0296337
48341,-0.6743384
48343,-0.5137149
48345,
48347,-0.608079
48349,-0.7807696
48351,-0.9261588
48353,-1.948252
48355,-1.850305
48357,0.2942566
48359,1.206166
48361,-0.9786289
48363,-0.7350166
48365,-0.4031912
48367,0.3009738
48369,-0.1563504
48371,-0.5370521
48373,-1.01048
48375,-1.657493
48377,
48379,-0.3998294
48381,-0.8032022
48383,0.2372751
48385,-0.3545617
48387,-0.5815186
48389,-0.5457261
48391,-0.4115355
48393,
48395,-0.808037
48397,0.6567598
48399,-0.5095099
48401,-0.8479611
48403,-0.5641963
48405,-0.4121961
48407,-0.9963025
48409,-0.8264341
48411,0.1556552
48413,0.549478
48415,-0.7373025
48417,0.3636771
48419,-0.8519296
48421,0.2095057
48423,-0.4963888
48425,0.1491565
48427,-1.51329
48429,-0.1687664
48431,0.0898108
48433,
48435,0.0803973
48437,-1.031365
48439,-0.8871323
48441,-0.8683273
48443,
48445,-0.8579845
48447,0.4227087
48449,-0.2957236
48451,-0.7502859
48453,-0.4800395
48455,-0.5276189
48457,-0.632733
48459,-0.2875419
48461,0.3130066
48463,-1.164959
48465,-0.5100762
48467,-0.1268666
48469,-1.225091
48471,-1.096214
48473,-0.8078113
48475,-0.6645183
48477,-0.2537912
48479,-1.4977
48481,-0.8411737
48483,0.2459688
48485,-0.9256224
48487,-0.9507779
48489,-2.441566
48491,0.1519917
48493,-0.2084091
48495,-1.189578
48497,-0.0284282
48499,-0.2446377
48501,-0.0144434
48503,0.28013
48505,-1.354009
48507,-2.02362
49001,0.9617749
49003,0.7996777
49005,1.205331
49007,0.3984695
49009,0.7378305
49011,1.08425
49013,-0.3674448
49015,0.6903335
49017,0.1621213
49019,0.4079846
49021,0.1191538
49023,0.8842117
49025,-0.2343695
49027,0.8393206
49029,1.974823
49031,
49033,
49035,0.2446254
49037,-0.0944047
49039,0.4975751
49041,0.7628543
49043,1.184758
49045,0.3963548
49047,0.5050568
49049,1.137875
49051,1.522798
49053,0.4589716
49055,1.710024
49057,0.1831445
50001,1.237004
50003,0.7020246
50005,0.7142739
50007,1.251792
50009,0.3182746
50011,0.7250986
50013,1.739729
50015,1.180922
50017,1.131861
50019,0.4376764
50021,0.7967128
50023,1.229015
50025,0.878145
50027,1.259195
51001,0.3315233
51003,1.118024
51005,0.485196
51007,0.6482799
51009,0.5784094
51011,0.6551154
51013,1.049526
51015,0.5901467
51017,0.6577837
51019,0.9362217
51021,1.504943
51023,1.419513
51025,-0.2343294
51027,0.3027561
51029,0.0362307
51031,0.4720675
51033,0.0679855
51035,0.3113701
51036,0.1637877
51037,-0.2720533
51041,0.6613756
51043,0.8079374
51045,0.6429392
51047,0.4705168
51049,-0.3665981
51051,0.485475
51053,-0.4350907
51057,-0.4062364
51059,1.266877
51061,1.309732
51063,
51065,0.7092946
51067,0.5665241
51069,0.7799719
51071,0.4743938
51073,0.8623986
51075,1.671546
51077,0.6019089
51079,1.001346
51081,0.0007263
51083,0.4240586
51085,1.407876
51087,0.4851216
51089,-0.4020399
51091,2.266348
51093,0.8667907
51095,1.18181
51097,0.7120995
51099,0.797615
51101,1.123954
51103,0.6305813
51105,0.0115452
51107,1.488864
51109,0.6599156
51111,-0.0929728
51113,
51115,
51117,-0.0421199
51119,0.4695145
51121,0.7017804
51125,0.5504454
51127,0.8798868
51131,-0.0234502
51133,0.8657519
51135,-0.1260648
51137,0.3583059
51139,0.3242725
51141,0.8084522
51143,0.4124518
51145,1.390261
51147,0.1979873
51149,0.3190509
51153,0.6591163
51155,0.1724157
51157,1.340987
51159,
51161,0.8219367
51163,0.6688123
51165,0.9162873
51167,0.401661
51169,0.931854
51171,0.6362517
51173,0.1349328
51175,0.0507876
51177,0.5057263
51179,0.7373906
51181,0.6301394
51183,0.0697307
51185,0.6473421
51187,0.3329684
51191,0.5492936
51193,0.0646575
51195,0.1882607
51197,0.8684962
51199,0.9805694
51510,0.9471387
51520,-0.6126776
51530,0.3736312
51540,0.4281197
51550,-0.0562727
51570,0.2434806
51580,1.121737
51590,-0.6394884
51595,-1.429207
51600,2.154999
51610,1.713843
51620,-0.6338791
51630,-0.2274068
51640,-0.0717287
51650,-0.5772455
51660,-0.4757315
51670,-0.9327108
51678,
51680,-0.4600104
51683,0.3221501
51685,0.398546
51690,-0.2170813
51700,-0.7810143
51710,-1.343111
51720,0.0475422
51730,-1.648237
51735,1.466957
51740,-1.286325
51750,-0.7969894
51760,-1.501808
51770,-0.8287859
51775,0.7412137
51790,0.3450678
51800,0.010601
51810,0.1936604
51820,-0.1509201
51830,0.4231971
51840,-0.1668119
53001,0.4100649
53003,-0.0872938
53005,0.3279313
53007,0.7071322
53009,0.3817543
53011,0.4407563
53013,1.43071
53015,0.0698822
53017,0.2657528
53019,-0.0297793
53021,-0.0546724
53023,1.382798
53025,0.0694377
53027,-0.1574646
53029,1.03615
53031,1.152076
53033,0.5443936
53035,0.427229
53037,0.4539767
53039,1.000775
53041,0.347578
53043,1.680592
53045,-0.2191945
53047,0.2430459
53049,0.4159855
53051,0.4427912
53053,-0.232004
53055,1.22832
53057,0.4555374
53059,0.3159506
53061,0.5401419
53063,0.1136062
53065,0.9229167
53067,0.4570844
53069,
53071,0.4493744
53073,0.7623295
53075,0.599664
53077,-0.3019041
54001,-0.1716149
54003,-0.2819996
54005,-0.2832444
54007,0.1263654
54009,0.0950104
54011,-0.5820747
54013,-0.2648074
54015,-0.5973519
54017,0.2617944
54019,-0.9263725
54021,-0.2779898
54023,-0.2168386
54025,0.0140267
54027,-1.125412
54029,-0.2013687
54031,-0.6658674
54033,-0.1387313
54035,0.0301605
54037,0.1914464
54039,-0.9008169
54041,0.1566476
54043,-0.9413739
54045,-1.111486
54047,-1.208244
54049,-0.0964153
54051,0.0310383
54053,-0.1528105
54055,-0.9417546
54057,-0.4547682
54059,-0.7597731
54061,-0.5342755
54063,0.4317159
54065,-0.0636504
54067,-1.267561
54069,-0.9476095
54071,0.9914773
54073,0.0553552
54075,0.1445091
54077,-0.2621743
54079,-0.3009357
54081,-0.8054245
54083,-0.6665083
54085,-0.1355727
54087,-0.051025
54089,-0.6707707
54091,0.438185
54093,1.108492
54095,-0.0779716
54097,0.3346922
54099,-0.6621187
54101,-0.6327233
54103,0.075275
54105,-0.5950301
54107,-0.343
54109,-1.137119
55001,0.4766719
55003,
55005,1.416838
55007,
55009,0.7307087
55011,1.648222
55013,
55015,1.74345
55017,1.082489
55019,1.416718
55021,1.333942
55023,0.8268722
55025,1.42838
55027,1.037008
55029,2.07122
55031,0.4916396
55033,1.148436
55035,1.170097
55037,
55039,1.016224
55041,
55043,1.186639
55045,1.294673
55047,1.543426
55049,1.450738
55051,
55053,0.7286059
55055,1.323705
55057,0.837864
55059,0.4496166
55061,1.824933
55063,1.302141
55065,1.522271
55067,1.18374
55069,1.089363
55071,1.178257
55073,1.291602
55075,0.9956238
55077,1.173896
55078,
55079,-1.246542
55081,0.8330421
55083,1.586709
55085,
55087,1.324975
55089,2.119625
55091,1.545147
55093,1.332606
55095,0.9255856
55097,1.355632
55099,
55101,0.5937794
55103,1.654297
55105,0.3842377
55107,1.32097
55109,1.555015
55111,1.019337
55113,
55115,1.107996
55117,1.296273
55119,1.344495
55121,1.289899
55123,1.779915
55125,
55127,1.108136
55129,
55131,1.613821
55133,1.932634
55135,1.148416
55137,1.21656
55139,0.8711885
55141,1.321471
56001,0.9356426
56003,0.8357109
56005,0.26204
56007,0.2670404
56009,0.5148676
56011,1.207569
56013,0.1472465
56015,0.3984922
56017,
56019,
56021,0.4742208
56023,0.8771367
56025,0.1419114
56027,1.428607
56029,0.9783952
56031,0.9058518
56033,1.239416
56035,
56037,0.1810259
56039,0.9759539
56041,1.057141
56043,0.9607559
56045,1.206192
