FIPS Code,2010 Community Health,2011 Community Health,2012 Community Health,2013 Community Health,2014 Community Health,2015 Community Health,2016 Community Health,2017 Community Health,2018 Community Health,2019 Community Health,2020 Community Health,2021 Community Health,2022 Community Health
13049,0,0,0,0,0,0,0,0,6.384561083,0,0,0,0
13051,0,0,0,0,0,0,0,0,8.77889002,0,0,0,0
13053,0,0,0,0,0,0,0,0,0.262645919,0,0,0,0
13055,0,0,0,0,0,0,0,0,12.53415405,0,0,0,0
13057,0,0,0,0,0,0,0,0,4.260443422,0,0,0,0
13059,0,0,0,0,0,0,0,0,10.24329963,0,0,0,0
13061,0,0,0,0,0,0,0,0,19.08642991,0,0,0,0
13063,0,0,0,0,0,0,0,0,3.594140021,0,0,0,0
13065,0,0,0,0,0,0,0,0,11.64575486,0,0,0,0
13067,0,0,0,0,0,0,0,0,6.703540624,0,0,0,0
13069,0,0,0,0,0,0,0,0,7.495062935,0,0,0,0
13071,0,0,0,0,0,0,0,0,8.383457544,0,0,0,0
13073,0,0,0,0,0,0,0,0,4.586672237,0,0,0,0
13075,0,0,0,0,0,0,0,0,8.147517129,0,0,0,0
13077,0,0,0,0,0,0,0,0,5.225295548,0,0,0,0
13079,0,0,0,0,0,0,0,0,5.537678592,0,0,0,0
13081,0,0,0,0,0,0,0,0,8.827658285,0,0,0,0
13083,0,0,0,0,0,0,0,0,8.84149833,0,0,0,0
13085,0,0,0,0,0,0,0,0,8.959467965,0,0,0,0
13087,0,0,0,0,0,0,0,0,13.52668397,0,0,0,0
13089,0,0,0,0,0,0,0,0,9.028670481,0,0,0,0
13091,0,0,0,0,0,0,0,0,14.06117426,0,0,0,0
13093,0,0,0,0,0,0,0,0,9.896636566,0,0,0,0
13095,0,0,0,0,0,0,0,0,10.31974913,0,0,0,0
13097,0,0,0,0,0,0,0,0,5.801297952,0,0,0,0
13099,0,0,0,0,0,0,0,0,20.73141975,0,0,0,0
13101,0,0,0,0,0,0,0,0,4.427176741,0,0,0,0
13103,0,0,0,0,0,0,0,0,5.315585093,0,0,0,0
13105,0,0,0,0,0,0,0,0,13.85291393,0,0,0,0
13107,0,0,0,0,0,0,0,0,9.03591632,0,0,0,0
13109,0,0,0,0,0,0,0,0,11.13894695,0,0,0,0
13111,0,0,0,0,0,0,0,0,13.1378457,0,0,0,0
13113,0,0,0,0,0,0,0,0,14.00515786,0,0,0,0
13115,0,0,0,0,0,0,0,0,9.625769076,0,0,0,0
13117,0,0,0,0,0,0,0,0,2.823712756,0,0,0,0
13119,0,0,0,0,0,0,0,0,13.52668397,0,0,0,0
13121,0,0,0,0,0,0,0,0,14.35906792,0,0,0,0
13123,0,0,0,0,0,0,0,0,7.966939184,0,0,0,0
13125,0,0,0,0,0,0,0,0,14.47769376,0,0,0,0
13127,0,0,0,0,0,0,0,0,11.63850787,0,0,0,0
13129,0,0,0,0,0,0,0,0,6.308105857,0,0,0,0
13131,0,0,0,0,0,0,0,0,8.917948975,0,0,0,0
13133,0,0,0,0,0,0,0,0,16.12927553,0,0,0,0
13135,0,0,0,0,0,0,0,0,4.704641872,0,0,0,0
13137,0,0,0,0,0,0,0,0,9.834028256,0,0,0,0
13139,0,0,0,0,0,0,0,0,4.794931417,0,0,0,0
13141,0,0,0,0,0,0,0,0,12.84654511,0,0,0,0
13143,0,0,0,0,0,0,0,0,7.835129504,0,0,0,0
13145,0,0,0,0,0,0,0,0,7.19651421,0,0,0,0
13147,0,0,0,0,0,0,0,0,9.924317801,0,0,0,0
13149,0,0,0,0,0,0,0,0,12.20792523,0,0,0,0
13151,0,0,0,0,0,0,0,0,5.030870687,0,0,0,0
13153,0,0,0,0,0,0,0,0,5.683328317,0,0,0,0
13155,0,0,0,0,0,0,0,0,8.605557915,0,0,0,0
13157,0,0,0,0,0,0,0,0,7.092378894,0,0,0,0
13159,0,0,0,0,0,0,0,0,9.389827515,0,0,0,0
13161,0,0,0,0,0,0,0,0,9.674537341,0,0,0,0
13163,0,0,0,0,0,0,0,0,18.10774117,0,0,0,0
13165,0,0,0,0,0,0,0,0,13.31842479,0,0,0,0
13167,0,0,0,0,0,0,0,0,16.13652137,0,0,0,0
13169,0,0,0,0,0,0,0,0,4.885220962,0,0,0,0
13171,0,0,0,0,0,0,0,0,10.17409826,0,0,0,0
13173,0,0,0,0,0,0,0,0,7.744839959,0,0,0,0
13175,0,0,0,0,0,0,0,0,11.34720613,0,0,0,0
13177,0,0,0,0,0,0,0,0,3.580305702,0,0,0,0
13179,0,0,0,0,0,0,0,0,4.899066733,0,0,0,0
13181,0,0,0,0,0,0,0,0,10.65322608,0,0,0,0
13183,0,0,0,0,0,0,0,0,1.699376585,0,0,0,0
13185,0,0,0,0,0,0,0,0,7.758680004,0,0,0,0
13187,0,0,0,0,0,0,0,0,8.02230051,0,0,0,0
13189,0,0,0,0,0,0,0,0,9.611927886,0,0,0,0
13191,0,0,0,0,0,0,0,0,10.08380872,0,0,0,0
13193,0,0,0,0,0,0,0,0,9.12620701,0,0,0,0
13195,0,0,0,0,0,0,0,0,6.190136222,0,0,0,0
13197,0,0,0,0,0,0,0,0,10.23670657,0,0,0,0
13199,0,0,0,0,0,0,0,0,11.00713613,0,0,0,0
13201,0,0,0,0,0,0,0,0,14.75515317,0,0,0,0
13205,0,0,0,0,0,0,0,0,10.3685174,0,0,0,0
13207,0,0,0,0,0,0,0,0,8.279327954,0,0,0,0
13209,0,0,0,0,0,0,0,0,8.446066999,0,0,0,0
13211,0,0,0,0,0,0,0,0,14.15805572,0,0,0,0
13213,0,0,0,0,0,0,0,0,2.900156529,0,0,0,0
13215,0,0,0,0,0,0,0,0,9.431349941,0,0,0,0
13217,0,0,0,0,0,0,0,0,4.794931417,0,0,0,0
13219,0,0,0,0,0,0,0,0,11.32611796,0,0,0,0
13221,0,0,0,0,0,0,0,0,7.064698804,0,0,0,0
13223,0,0,0,0,0,0,0,0,1.935315855,0,0,0,0
13225,0,0,0,0,0,0,0,0,10.41003868,0,0,0,0
13227,0,0,0,0,0,0,0,0,9.563160766,0,0,0,0
13229,0,0,0,0,0,0,0,0,10.04228744,0,0,0,0
13231,0,0,0,0,0,0,0,0,10.16025707,0,0,0,0
13233,0,0,0,0,0,0,0,0,7.953099139,0,0,0,0
13235,0,0,0,0,0,0,0,0,11.29843787,0,0,0,0
13237,0,0,0,0,0,0,0,0,10.61829786,0,0,0,0
13239,0,0,0,0,0,0,0,0,20.32874029,0,0,0,0
13241,0,0,0,0,0,0,0,0,18.8709226,0,0,0,0
13243,0,0,0,0,0,0,0,0,15.91442214,0,0,0,0
13245,0,0,0,0,0,0,0,0,8.11258891,0,0,0,0
13247,0,0,0,0,0,0,0,0,7.890489684,0,0,0,0
13249,0,0,0,0,0,0,0,0,10.93068777,0,0,0,0
13251,0,0,0,0,0,0,0,0,16.43507124,0,0,0,0
13253,0,0,0,0,0,0,0,0,14.49153266,0,0,0,0
13255,0,0,0,0,0,0,0,0,8.41113878,0,0,0,0
13257,0,0,0,0,0,0,0,0,12.38125619,0,0,0,0
13259,0,0,0,0,0,0,0,0,16.50427261,0,0,0,0
13261,0,0,0,0,0,0,0,0,11.95089664,0,0,0,0
13263,0,0,0,0,0,0,0,0,14.08885435,0,0,0,0
13265,0,0,0,0,0,0,0,0,30.32389141,0,0,0,0
13267,0,0,0,0,0,0,0,0,6.932883397,0,0,0,0
13269,0,0,0,0,0,0,0,0,12.52031515,0,0,0,0
13271,0,0,0,0,0,0,0,0,10.93793476,0,0,0,0
13273,0,0,0,0,0,0,0,0,15.8241326,0,0,0,0
13275,0,0,0,0,0,0,0,0,14.91464638,0,0,0,0
13277,0,0,0,0,0,0,0,0,10.17409826,0,0,0,0
13279,0,0,0,0,0,0,0,0,12.4300256,0,0,0,0
13281,0,0,0,0,0,0,0,0,16.02514479,0,0,0,0
13283,0,0,0,0,0,0,0,0,9.792506976,0,0,0,0
13285,0,0,0,0,0,0,0,0,11.492857,0,0,0,0
13287,0,0,0,0,0,0,0,0,12.84654511,0,0,0,0
13289,0,0,0,0,0,0,0,0,8.265489055,0,0,0,0
13291,0,0,0,0,0,0,0,0,14.90080404,0,0,0,0
13293,0,0,0,0,0,0,0,0,9.153888245,0,0,0,0
13295,0,0,0,0,0,0,0,0,7.953099139,0,0,0,0
13297,0,0,0,0,0,0,0,0,7.002089349,0,0,0,0
13299,0,0,0,0,0,0,0,0,12.88806524,0,0,0,0
13301,0,0,0,0,0,0,0,0,18.66991155,0,0,0,0
13303,0,0,0,0,0,0,0,0,15.05370304,0,0,0,0
13305,0,0,0,0,0,0,0,0,8.799978195,0,0,0,0
13307,0,0,0,0,0,0,0,0,6.516365037,0,0,0,0
13309,0,0,0,0,0,0,0,0,7.037018713,0,0,0,0
13311,0,0,0,0,0,0,0,0,8.09875001,0,0,0,0
13313,0,0,0,0,0,0,0,0,6.099846677,0,0,0,0
13315,0,0,0,0,0,0,0,0,12.93683465,0,0,0,0
13317,0,0,0,0,0,0,0,0,16.72637298,0,0,0,0
13319,0,0,0,0,0,0,0,0,12.74241437,0,0,0,0
13321,0,0,0,0,0,0,0,0,7.363247528,0,0,0,0
15001,0,0,0,0,0,0,0,0,13.26951338,0,0,0,0
15003,0,0,0,0,0,0,0,0,9.653307158,0,0,0,0
15005,0,0,0,0,0,0,0,0,19.08398485,0,0,0,0
15007,0,0,0,0,0,0,0,0,14.03994408,0,0,0,0
15009,0,0,0,0,0,0,0,0,11.84662504,0,0,0,0
16001,0,0,0,0,0,0,0,0,15.33843462,0,0,0,0
16003,0,0,0,0,0,0,0,0,26.49219964,0,0,0,0
16005,0,0,0,0,0,0,0,0,16.92806314,0,0,0,0
16007,0,0,0,0,0,0,0,0,20.0308684,0,0,0,0
16009,0,0,0,0,0,0,0,0,22.67498008,0,0,0,0
16011,0,0,0,0,0,0,0,0,15.3595228,0,0,0,0
16013,0,0,0,0,0,0,0,0,27.20002089,0,0,0,0
16015,0,0,0,0,0,0,0,0,18.61457198,0,0,0,0
16017,0,0,0,0,0,0,0,0,19.634782,0,0,0,0
16019,0,0,0,0,0,0,0,0,15.16510366,0,0,0,0
16021,0,0,0,0,0,0,0,0,20.70376028,0,0,0,0
16023,0,0,0,0,0,0,0,0,34.28019397,0,0,0,0
16025,0,0,0,0,0,0,0,0,28.09566706,0,0,0,0
16027,0,0,0,0,0,0,0,0,11.32679593,0,0,0,0
16029,0,0,0,0,0,0,0,0,23.96605759,0,0,0,0
16031,0,0,0,0,0,0,0,0,17.13632232,0,0,0,0
16033,0,0,0,0,0,0,0,0,16.70596277,0,0,0,0
16035,0,0,0,0,0,0,0,0,27.65146861,0,0,0,0
16037,0,0,0,0,0,0,0,0,39.70747287,0,0,0,0
16039,0,0,0,0,0,0,0,0,13.96431456,0,0,0,0
16041,0,0,0,0,0,0,0,0,19.85028931,0,0,0,0
16043,0,0,0,0,0,0,0,0,17.44871109,0,0,0,0
16045,0,0,0,0,0,0,0,0,12.853815,0,0,0,0
16047,0,0,0,0,0,0,0,0,17.92059193,0,0,0,0
16049,0,0,0,0,0,0,0,0,23.88960924,0,0,0,0
16051,0,0,0,0,0,0,0,0,13.81866369,0,0,0,0
16053,0,0,0,0,0,0,0,0,13.29801459,0,0,0,0
16055,0,0,0,0,0,0,0,0,13.78373547,0,0,0,0
16057,0,0,0,0,0,0,0,0,23.82699978,0,0,0,0
16059,0,0,0,0,0,0,0,0,30.74702574,0,0,0,0
16061,0,0,0,0,0,0,0,0,43.31708488,0,0,0,0
16063,0,0,0,0,0,0,0,0,17.0045115,0,0,0,0
16065,0,0,0,0,0,0,0,0,20.43354786,0,0,0,0
16067,0,0,0,0,0,0,0,0,15.92169317,0,0,0,0
16069,0,0,0,0,0,0,0,0,17.51791247,0,0,0,0
16071,0,0,0,0,0,0,0,0,21.53679929,0,0,0,0
16073,0,0,0,0,0,0,0,0,17.58052192,0,0,0,0
16075,0,0,0,0,0,0,0,0,15.60930326,0,0,0,0
16077,0,0,0,0,0,0,0,0,16.99067145,0,0,0,0
16079,0,0,0,0,0,0,0,0,26.68661878,0,0,0,0
16081,0,0,0,0,0,0,0,0,19.85688237,0,0,0,0
16083,0,0,0,0,0,0,0,0,16.17147363,0,0,0,0
16085,0,0,0,0,0,0,0,0,28.1371872,0,0,0,0
16087,0,0,0,0,0,0,0,0,20.54426936,0,0,0,0
17001,0,0,0,0,0,0,0,0,17.52118323,0,0,0,0
17003,0,0,0,0,0,0,0,0,20.61014958,0,0,0,0
17005,0,0,0,0,0,0,0,0,17.34785227,0,0,0,0
17007,0,0,0,0,0,0,0,0,6.811615514,0,0,0,0
17009,0,0,0,0,0,0,0,0,14.63388529,0,0,0,0
17011,0,0,0,0,0,0,0,0,18.93023266,0,0,0,0
17013,0,0,0,0,0,0,0,0,21.9704296,0,0,0,0
17015,0,0,0,0,0,0,0,0,22.31049961,0,0,0,0
17017,0,0,0,0,0,0,0,0,21.76217042,0,0,0,0
17019,0,0,0,0,0,0,0,0,12.67650781,0,0,0,0
17021,0,0,0,0,0,0,0,0,16.26503394,0,0,0,0
17023,0,0,0,0,0,0,0,0,21.08202927,0,0,0,0
17025,0,0,0,0,0,0,0,0,21.36673795,0,0,0,0
17027,0,0,0,0,0,0,0,0,11.87839588,0,0,0,0
17029,0,0,0,0,0,0,0,0,14.97395415,0,0,0,0
17031,0,0,0,0,0,0,0,0,10.03898804,0,0,0,0
17033,0,0,0,0,0,0,0,0,21.98426965,0,0,0,0
17035,0,0,0,0,0,0,0,0,18.10444178,0,0,0,0
17037,0,0,0,0,0,0,0,0,11.78810748,0,0,0,0
17039,0,0,0,0,0,0,0,0,17.61147277,0,0,0,0
17041,0,0,0,0,0,0,0,0,22.8311487,0,0,0,0
17043,0,0,0,0,0,0,0,0,11.14948875,0,0,0,0
17045,0,0,0,0,0,0,0,0,24.21910996,0,0,0,0
17047,0,0,0,0,0,0,0,0,23.46976858,0,0,0,0
17049,0,0,0,0,0,0,0,0,18.05567351,0,0,0,0
17051,0,0,0,0,0,0,0,0,17.00778226,0,0,0,0
17053,0,0,0,0,0,0,0,0,19.45088175,0,0,0,0
17055,0,0,0,0,0,0,0,0,16.4179318,0,0,0,0
17057,0,0,0,0,0,0,0,0,18.02799228,0,0,0,0
17059,0,0,0,0,0,0,0,0,22.12332746,0,0,0,0
17061,0,0,0,0,0,0,0,0,17.32017218,0,0,0,0
17063,0,0,0,0,0,0,0,0,13.2386759,0,0,0,0
17065,0,0,0,0,0,0,0,0,23.03940788,0,0,0,0
17067,0,0,0,0,0,0,0,0,24.38584786,0,0,0,0
17069,0,0,0,0,0,0,0,0,12.2533941,0,0,0,0
17071,0,0,0,0,0,0,0,0,17.79205301,0,0,0,0
17073,0,0,0,0,0,0,0,0,15.06424369,0,0,0,0
17075,0,0,0,0,0,0,0,0,20.11718172,0,0,0,0
17077,0,0,0,0,0,0,0,0,14.94627406,0,0,0,0
17079,0,0,0,0,0,0,0,0,18.75690055,0,0,0,0
17081,0,0,0,0,0,0,0,0,19.55501134,0,0,0,0
17083,0,0,0,0,0,0,0,0,10.30985668,0,0,0,0
17085,0,0,0,0,0,0,0,0,20.6029026,0,0,0,0
17087,0,0,0,0,0,0,0,0,15.54337265,0,0,0,0
17089,0,0,0,0,0,0,0,0,6.485386699,0,0,0,0
17091,0,0,0,0,0,0,0,0,9.775367537,0,0,0,0
17093,0,0,0,0,0,0,0,0,4.604457582,0,0,0,0
17095,0,0,0,0,0,0,0,0,16.39684362,0,0,0,0
17097,0,0,0,0,0,0,0,0,8.928489627,0,0,0,0
17099,0,0,0,0,0,0,0,0,13.759325,0,0,0,0
17101,0,0,0,0,0,0,0,0,16.86213139,0,0,0,0
17103,0,0,0,0,0,0,0,0,15.40431484,0,0,0,0
17105,0,0,0,0,0,0,0,0,17.38937355,0,0,0,0
17107,0,0,0,0,0,0,0,0,16.94517395,0,0,0,0
17109,0,0,0,0,0,0,0,0,17.62531396,0,0,0,0
17111,0,0,0,0,0,0,0,0,7.047554784,0,0,0,0
17113,0,0,0,0,0,0,0,0,13.00273663,0,0,0,0
17115,0,0,0,0,0,0,0,0,13.19715576,0,0,0,0
17117,0,0,0,0,0,0,0,0,16.25119275,0,0,0,0
17119,0,0,0,0,0,0,0,0,11.65629665,0,0,0,0
17121,0,0,0,0,0,0,0,0,20.42957049,0,0,0,0
17123,0,0,0,0,0,0,0,0,20.88761128,0,0,0,0
17125,0,0,0,0,0,0,0,0,21.03326215,0,0,0,0
17127,0,0,0,0,0,0,0,0,17.39662168,0,0,0,0
17129,0,0,0,0,0,0,0,0,18.47219187,0,0,0,0
17131,0,0,0,0,0,0,0,0,19.47856184,0,0,0,0
17133,0,0,0,0,0,0,0,0,12.55853703,0,0,0,0
17135,0,0,0,0,0,0,0,0,18.56248142,0,0,0,0
17137,0,0,0,0,0,0,0,0,18.73581352,0,0,0,0
17139,0,0,0,0,0,0,0,0,15.88344266,0,0,0,0
17141,0,0,0,0,0,0,0,0,12.5308558,0,0,0,0
17143,0,0,0,0,0,0,0,0,14.43946615,0,0,0,0
17145,0,0,0,0,0,0,0,0,16.90365267,0,0,0,0
17147,0,0,0,0,0,0,0,0,17.59763273,0,0,0,0
17149,0,0,0,0,0,0,0,0,23.85135872,0,0,0,0
17151,0,0,0,0,0,0,0,0,15.79315311,0,0,0,0
17153,0,0,0,0,0,0,0,0,29.94559379,0,0,0,0
17155,0,0,0,0,0,0,0,0,20.6029026,0,0,0,0
17157,0,0,0,0,0,0,0,0,17.36169231,0,0,0,0
17159,0,0,0,0,0,0,0,0,21.42210042,0,0,0,0
17161,0,0,0,0,0,0,0,0,22.4350623,0,0,0,0
17163,0,0,0,0,0,0,0,0,10.11543754,0,0,0,0
17165,0,0,0,0,0,0,0,0,18.0629205,0,0,0,0
17167,0,0,0,0,0,0,0,0,16.11213494,0,0,0,0
17169,0,0,0,0,0,0,0,0,35.47699999,0,0,0,0
17171,0,0,0,0,0,0,0,0,26.1211261,0,0,0,0
17173,0,0,0,0,0,0,0,0,16.98010217,0,0,0,0
17175,0,0,0,0,0,0,0,0,21.43594046,0,0,0,0
17177,0,0,0,0,0,0,0,0,16.50097321,0,0,0,0
17179,0,0,0,0,0,0,0,0,10.76789746,0,0,0,0
17181,0,0,0,0,0,0,0,0,18.41683169,0,0,0,0
17183,0,0,0,0,0,0,0,0,11.18441697,0,0,0,0
17185,0,0,0,0,0,0,0,0,21.20000005,0,0,0,0
17187,0,0,0,0,0,0,0,0,19.68682217,0,0,0,0
17189,0,0,0,0,0,0,0,0,17.21604144,0,0,0,0
17191,0,0,0,0,0,0,0,0,25.36453659,0,0,0,0
17193,0,0,0,0,0,0,0,0,22.15100869,0,0,0,0
17195,0,0,0,0,0,0,0,0,15.39047365,0,0,0,0
17197,0,0,0,0,0,0,0,0,5.270760984,0,0,0,0
17199,0,0,0,0,0,0,0,0,14.50207561,0,0,0,0
17201,0,0,0,0,0,0,0,0,9.240877252,0,0,0,0
17203,0,0,0,0,0,0,0,0,12.39904497,0,0,0,0
18001,0,0,0,0,0,0,0,0,19.56825358,0,0,0,0
18003,0,0,0,0,0,0,0,0,12.49532863,0,0,0,0
18005,0,0,0,0,0,0,0,0,15.13284725,0,0,0,0
18007,0,0,0,0,0,0,0,0,26.925231,0,0,0,0
18009,0,0,0,0,0,0,0,0,18.09659584,0,0,0,0
18011,0,0,0,0,0,0,0,0,14.71632889,0,0,0,0
18013,0,0,0,0,0,0,0,0,17.23587674,0,0,0,0
18015,0,0,0,0,0,0,0,0,17.65239625,0,0,0,0
18017,0,0,0,0,0,0,0,0,16.11153713,0,0,0,0
18019,0,0,0,0,0,0,0,0,10.15635987,0,0,0,0
18021,0,0,0,0,0,0,0,0,16.85428546,0,0,0,0
18023,0,0,0,0,0,0,0,0,17.32616629,0,0,0,0
18025,0,0,0,0,0,0,0,0,19.01992325,0,0,0,0
18027,0,0,0,0,0,0,0,0,17.59703378,0,0,0,0
18029,0,0,0,0,0,0,0,0,15.47291726,0,0,0,0
18031,0,0,0,0,0,0,0,0,18.42282466,0,0,0,0
18033,0,0,0,0,0,0,0,0,16.33363636,0,0,0,0
18035,0,0,0,0,0,0,0,0,14.25828811,0,0,0,0
18037,0,0,0,0,0,0,0,0,21.69171503,0,0,0,0
18039,0,0,0,0,0,0,0,0,13.1339485,0,0,0,0
18041,0,0,0,0,0,0,0,0,17.53442547,0,0,0,0
18043,0,0,0,0,0,0,0,0,12.15525862,0,0,0,0
18045,0,0,0,0,0,0,0,0,20.97005488,0,0,0,0
18047,0,0,0,0,0,0,0,0,16.33363636,0,0,0,0
18049,0,0,0,0,0,0,0,0,20.40788336,0,0,0,0
18051,0,0,0,0,0,0,0,0,17.65239625,0,0,0,0
18053,0,0,0,0,0,0,0,0,15.54936676,0,0,0,0
18055,0,0,0,0,0,0,0,0,19.26970371,0,0,0,0
18057,0,0,0,0,0,0,0,0,11.63461067,0,0,0,0
18059,0,0,0,0,0,0,0,0,13.26575818,0,0,0,0
18061,0,0,0,0,0,0,0,0,17.3123251,0,0,0,0
18063,0,0,0,0,0,0,0,0,9.62187073,0,0,0,0
18065,0,0,0,0,0,0,0,0,16.63218623,0,0,0,0
18067,0,0,0,0,0,0,0,0,14.45270724,0,0,0,0
18069,0,0,0,0,0,0,0,0,19.53332422,0,0,0,0
18071,0,0,0,0,0,0,0,0,17.97862621,0,0,0,0
18073,0,0,0,0,0,0,0,0,15.88943676,0,0,0,0
18075,0,0,0,0,0,0,0,0,25.34285061,0,0,0,0
18077,0,0,0,0,0,0,0,0,19.2070954,0,0,0,0
18079,0,0,0,0,0,0,0,0,13.00213768,0,0,0,0
18081,0,0,0,0,0,0,0,0,10.83649988,0,0,0,0
18083,0,0,0,0,0,0,0,0,18.20072543,0,0,0,0
18085,0,0,0,0,0,0,0,0,14.89690684,0,0,0,0
18087,0,0,0,0,0,0,0,0,20.07506149,0,0,0,0
18089,0,0,0,0,0,0,0,0,10.61440066,0,0,0,0
18091,0,0,0,0,0,0,0,0,13.81408737,0,0,0,0
18093,0,0,0,0,0,0,0,0,17.53442547,0,0,0,0
18095,0,0,0,0,0,0,0,0,12.46764854,0,0,0,0
18097,0,0,0,0,0,0,0,0,17.27739802,0,0,0,0
18099,0,0,0,0,0,0,0,0,17.87449547,0,0,0,0
18101,0,0,0,0,0,0,0,0,24.78068024,0,0,0,0
18103,0,0,0,0,0,0,0,0,16.00740754,0,0,0,0
18105,0,0,0,0,0,0,0,0,13.94589819,0,0,0,0
18107,0,0,0,0,0,0,0,0,19.85955532,0,0,0,0
18109,0,0,0,0,0,0,0,0,14.02234884,0,0,0,0
18111,0,0,0,0,0,0,0,0,14.00850765,0,0,0,0
18113,0,0,0,0,0,0,0,0,15.01487762,0,0,0,0
18115,0,0,0,0,0,0,0,0,20.99773383,0,0,0,0
18117,0,0,0,0,0,0,0,0,23.56605109,0,0,0,0
18119,0,0,0,0,0,0,0,0,19.2973838,0,0,0,0
18121,0,0,0,0,0,0,0,0,22.26113239,0,0,0,0
18123,0,0,0,0,0,0,0,0,17.78420707,0,0,0,0
18125,0,0,0,0,0,0,0,0,21.72664325,0,0,0,0
18127,0,0,0,0,0,0,0,0,10.6282407,0,0,0,0
18129,0,0,0,0,0,0,0,0,17.99246511,0,0,0,0
18131,0,0,0,0,0,0,0,0,25.91886103,0,0,0,0
18133,0,0,0,0,0,0,0,0,19.88723541,0,0,0,0
18135,0,0,0,0,0,0,0,0,21.92106353,0,0,0,0
18137,0,0,0,0,0,0,0,0,23.63525246,0,0,0,0
18139,0,0,0,0,0,0,0,0,21.93490243,0,0,0,0
18141,0,0,0,0,0,0,0,0,12.61330055,0,0,0,0
18143,0,0,0,0,0,0,0,0,16.18798549,0,0,0,0
18145,0,0,0,0,0,0,0,0,14.02234884,0,0,0,0
18147,0,0,0,0,0,0,0,0,24.16974274,0,0,0,0
18149,0,0,0,0,0,0,0,0,13.36988892,0,0,0,0
18151,0,0,0,0,0,0,0,0,17.45797711,0,0,0,0
18153,0,0,0,0,0,0,0,0,20.82440287,0,0,0,0
18155,0,0,0,0,0,0,0,0,21.83077284,0,0,0,0
18157,0,0,0,0,0,0,0,0,11.51663989,0,0,0,0
18159,0,0,0,0,0,0,0,0,16.09769594,0,0,0,0
18161,0,0,0,0,0,0,0,0,21.51838292,0,0,0,0
18163,0,0,0,0,0,0,0,0,15.9309569,0,0,0,0
18165,0,0,0,0,0,0,0,0,21.96258366,0,0,0,0
18167,0,0,0,0,0,0,0,0,15.917118,0,0,0,0
18169,0,0,0,0,0,0,0,0,21.62251366,0,0,0,0
18171,0,0,0,0,0,0,0,0,16.07001585,0,0,0,0
18173,0,0,0,0,0,0,0,0,12.2732294,0,0,0,0
18175,0,0,0,0,0,0,0,0,17.3887746,0,0,0,0
18177,0,0,0,0,0,0,0,0,17.44413592,0,0,0,0
18179,0,0,0,0,0,0,0,0,16.43776595,0,0,0,0
18181,0,0,0,0,0,0,0,0,19.75542459,0,0,0,0
18183,0,0,0,0,0,0,0,0,16.65986632,0,0,0,0
19001,0,0,0,0,0,0,0,0,30.86419371,0,0,0,0
19003,0,0,0,0,0,0,0,0,38.33255,0,0,0,0
19005,0,0,0,0,0,0,0,0,26.18625849,0,0,0,0
19007,0,0,0,0,0,0,0,0,28.08102765,0,0,0,0
19009,0,0,0,0,0,0,0,0,29.04587749,0,0,0,0
19011,0,0,0,0,0,0,0,0,23.01425072,0,0,0,0
19013,0,0,0,0,0,0,0,0,18.2875438,0,0,0,0
19015,0,0,0,0,0,0,0,0,23.25019114,0,0,0,0
19017,0,0,0,0,0,0,0,0,24.12475143,0,0,0,0
19019,0,0,0,0,0,0,0,0,27.19262846,0,0,0,0
19021,0,0,0,0,0,0,0,0,22.54237218,0,0,0,0
19023,0,0,0,0,0,0,0,0,25.70053761,0,0,0,0
19025,0,0,0,0,0,0,0,0,29.00435735,0,0,0,0
19027,0,0,0,0,0,0,0,0,27.88660966,0,0,0,0
19029,0,0,0,0,0,0,0,0,29.83014823,0,0,0,0
19031,0,0,0,0,0,0,0,0,25.81126141,0,0,0,0
19033,0,0,0,0,0,0,0,0,26.37343179,0,0,0,0
19035,0,0,0,0,0,0,0,0,31.96086125,0,0,0,0
19037,0,0,0,0,0,0,0,0,27.10233892,0,0,0,0
19039,0,0,0,0,0,0,0,0,23.74316014,0,0,0,0
19041,0,0,0,0,0,0,0,0,27.66451044,0,0,0,0
19043,0,0,0,0,0,0,0,0,30.95448326,0,0,0,0
19045,0,0,0,0,0,0,0,0,21.4872328,0,0,0,0
19047,0,0,0,0,0,0,0,0,22.88244104,0,0,0,0
19049,0,0,0,0,0,0,0,0,14.40771593,0,0,0,0
19051,0,0,0,0,0,0,0,0,26.49864955,0,0,0,0
19053,0,0,0,0,0,0,0,0,26.13089831,0,0,0,0
19055,0,0,0,0,0,0,0,0,18.25986485,0,0,0,0
19057,0,0,0,0,0,0,0,0,24.70076185,0,0,0,0
19059,0,0,0,0,0,0,0,0,25.04083071,0,0,0,0
19061,0,0,0,0,0,0,0,0,20.1961553,0,0,0,0
19063,0,0,0,0,0,0,0,0,23.68055183,0,0,0,0
19065,0,0,0,0,0,0,0,0,29.60804786,0,0,0,0
19067,0,0,0,0,0,0,0,0,26.55400973,0,0,0,0
19069,0,0,0,0,0,0,0,0,27.40088879,0,0,0,0
19071,0,0,0,0,0,0,0,0,31.23919766,0,0,0,0
19073,0,0,0,0,0,0,0,0,32.27324429,0,0,0,0
19075,0,0,0,0,0,0,0,0,26.29038923,0,0,0,0
19077,0,0,0,0,0,0,0,0,35.82684334,0,0,0,0
19079,0,0,0,0,0,0,0,0,22.11201149,0,0,0,0
19081,0,0,0,0,0,0,0,0,27.60914911,0,0,0,0
19083,0,0,0,0,0,0,0,0,33.36991182,0,0,0,0
