FIPS Code,2010 Community Health,2011 Community Health,2012 Community Health,2013 Community Health,2014 Community Health,2015 Community Health,2016 Community Health,2017 Community Health,2018 Community Health,2019 Community Health,2020 Community Health,2021 Community Health,2022 Community Health
05023,0,0,0,0,0,0,0,0,11.14468567,0,0,0,0
05025,0,0,0,0,0,0,0,0,16.46849005,0,0,0,0
05027,0,0,0,0,0,0,0,0,14.6567623,0,0,0,0
05029,0,0,0,0,0,0,0,0,14.76089304,0,0,0,0
05031,0,0,0,0,0,0,0,0,6.522102615,0,0,0,0
05033,0,0,0,0,0,0,0,0,7.500800512,0,0,0,0
05035,0,0,0,0,0,0,0,0,5.647551486,0,0,0,0
05037,0,0,0,0,0,0,0,0,13.19235269,0,0,0,0
05039,0,0,0,0,0,0,0,0,19.96672778,0,0,0,0
05041,0,0,0,0,0,0,0,0,21.47265867,0,0,0,0
05043,0,0,0,0,0,0,0,0,17.60667084,0,0,0,0
05045,0,0,0,0,0,0,0,0,5.33515699,0,0,0,0
05047,0,0,0,0,0,0,0,0,9.472015738,0,0,0,0
05049,0,0,0,0,0,0,0,0,14.14336134,0,0,0,0
05051,0,0,0,0,0,0,0,0,10.0618662,0,0,0,0
05053,0,0,0,0,0,0,0,0,10.89490521,0,0,0,0
05055,0,0,0,0,0,0,0,0,7.146891607,0,0,0,0
05057,0,0,0,0,0,0,0,0,10.2147652,0,0,0,0
05059,0,0,0,0,0,0,0,0,9.444335648,0,0,0,0
05061,0,0,0,0,0,0,0,0,16.67675037,0,0,0,0
05063,0,0,0,0,0,0,0,0,13.44213315,0,0,0,0
05065,0,0,0,0,0,0,0,0,18.21760948,0,0,0,0
05067,0,0,0,0,0,0,0,0,15.58009086,0,0,0,0
05069,0,0,0,0,0,0,0,0,12.9214852,0,0,0,0
05071,0,0,0,0,0,0,0,0,8.153255852,0,0,0,0
05073,0,0,0,0,0,0,0,0,10.65896365,0,0,0,0
05075,0,0,0,0,0,0,0,0,15.35799049,0,0,0,0
05077,0,0,0,0,0,0,0,0,11.19345394,0,0,0,0
05079,0,0,0,0,0,0,0,0,7.785504611,0,0,0,0
05081,0,0,0,0,0,0,0,0,14.92763094,0,0,0,0
05083,0,0,0,0,0,0,0,0,17.2389196,0,0,0,0
05085,0,0,0,0,0,0,0,0,4.86327845,0,0,0,0
05087,0,0,0,0,0,0,0,0,10.90874526,0,0,0,0
05089,0,0,0,0,0,0,0,0,11.58888527,0,0,0,0
05091,0,0,0,0,0,0,0,0,5.828130576,0,0,0,0
05093,0,0,0,0,0,0,0,0,9.784404508,0,0,0,0
05095,0,0,0,0,0,0,0,0,20.64686664,0,0,0,0
05097,0,0,0,0,0,0,0,0,14.08075188,0,0,0,0
05099,0,0,0,0,0,0,0,0,14.26133212,0,0,0,0
05101,0,0,0,0,0,0,0,0,16.95421092,0,0,0,0
05103,0,0,0,0,0,0,0,0,19.18245818,0,0,0,0
05105,0,0,0,0,0,0,0,0,6.598557841,0,0,0,0
05107,0,0,0,0,0,0,0,0,12.78967438,0,0,0,0
05109,0,0,0,0,0,0,0,0,16.73935868,0,0,0,0
05111,0,0,0,0,0,0,0,0,11.72794308,0,0,0,0
05113,0,0,0,0,0,0,0,0,15.73958177,0,0,0,0
05115,0,0,0,0,0,0,0,0,10.03418611,0,0,0,0
05117,0,0,0,0,0,0,0,0,13.19235269,0,0,0,0
05119,0,0,0,0,0,0,0,0,12.65061657,0,0,0,0
05121,0,0,0,0,0,0,0,0,12.87996278,0,0,0,0
05123,0,0,0,0,0,0,0,0,9.013976098,0,0,0,0
05125,0,0,0,0,0,0,0,0,4.550883953,0,0,0,0
05127,0,0,0,0,0,0,0,0,17.62775902,0,0,0,0
05129,0,0,0,0,0,0,0,0,21.22287821,0,0,0,0
05131,0,0,0,0,0,0,0,0,7.972677907,0,0,0,0
05133,0,0,0,0,0,0,0,0,10.11063447,0,0,0,0
05135,0,0,0,0,0,0,0,0,19.10600868,0,0,0,0
05137,0,0,0,0,0,0,0,0,15.41335181,0,0,0,0
05139,0,0,0,0,0,0,0,0,17.04450047,0,0,0,0
05141,0,0,0,0,0,0,0,0,15.33690231,0,0,0,0
05143,0,0,0,0,0,0,0,0,7.216086106,0,0,0,0
05145,0,0,0,0,0,0,0,0,9.236076468,0,0,0,0
05147,0,0,0,0,0,0,0,0,15.5939309,0,0,0,0
05149,0,0,0,0,0,0,0,0,12.8246026,0,0,0,0
06001,0,0,0,0,0,0,0,0,9.97913858,0,0,0,0
06003,0,0,0,0,0,0,0,0,27.28908962,0,0,0,0
06005,0,0,0,0,0,0,0,0,12.05448569,0,0,0,0
06007,0,0,0,0,0,0,0,0,9.743198165,0,0,0,0
06009,0,0,0,0,0,0,0,0,15.49011396,0,0,0,0
06011,0,0,0,0,0,0,0,0,11.81854527,0,0,0,0
06013,0,0,0,0,0,0,0,0,7.654008723,0,0,0,0
06015,0,0,0,0,0,0,0,0,11.5061565,0,0,0,0
06017,0,0,0,0,0,0,0,0,8.868637874,0,0,0,0
06019,0,0,0,0,0,0,0,0,5.863369151,0,0,0,0
06021,0,0,0,0,0,0,0,0,12.57513478,0,0,0,0
06023,0,0,0,0,0,0,0,0,15.26801473,0,0,0,0
06025,0,0,0,0,0,0,0,0,4.426638485,0,0,0,0
06027,0,0,0,0,0,0,0,0,22.65992152,0,0,0,0
06029,0,0,0,0,0,0,0,0,5.092941886,0,0,0,0
06031,0,0,0,0,0,0,0,0,4.648743436,0,0,0,0
06033,0,0,0,0,0,0,0,0,10.3818169,0,0,0,0
06035,0,0,0,0,0,0,0,0,12.27658606,0,0,0,0
06037,0,0,0,0,0,0,0,0,6.765611823,0,0,0,0
06039,0,0,0,0,0,0,0,0,5.863369151,0,0,0,0
06041,0,0,0,0,0,0,0,0,18.74516543,0,0,0,0
06043,0,0,0,0,0,0,0,0,18.57183218,0,0,0,0
06045,0,0,0,0,0,0,0,0,18.03734304,0,0,0,0
06047,0,0,0,0,0,0,0,0,5.19706575,0,0,0,0
06049,0,0,0,0,0,0,0,0,19.68233174,0,0,0,0
06051,0,0,0,0,0,0,0,0,17.05865431,0,0,0,0
06053,0,0,0,0,0,0,0,0,8.202336763,0,0,0,0
06055,0,0,0,0,0,0,0,0,12.20013656,0,0,0,0
06057,0,0,0,0,0,0,0,0,15.51779519,0,0,0,0
06059,0,0,0,0,0,0,0,0,6.661476507,0,0,0,0
06061,0,0,0,0,0,0,0,0,8.868637874,0,0,0,0
06063,0,0,0,0,0,0,0,0,24.21461953,0,0,0,0
06065,0,0,0,0,0,0,0,0,4.218379305,0,0,0,0
06067,0,0,0,0,0,0,0,0,8.764508284,0,0,0,0
06069,0,0,0,0,0,0,0,0,6.765611823,0,0,0,0
06071,0,0,0,0,0,0,0,0,4.54460812,0,0,0,0
06073,0,0,0,0,0,0,0,0,7.209810273,0,0,0,0
06075,0,0,0,0,0,0,0,0,14.76120568,0,0,0,0
06077,0,0,0,0,0,0,0,0,5.981338786,0,0,0,0
06079,0,0,0,0,0,0,0,0,12.2904261,0,0,0,0
06081,0,0,0,0,0,0,0,0,8.438278324,0,0,0,0
06083,0,0,0,0,0,0,0,0,11.75593582,0,0,0,0
06085,0,0,0,0,0,0,0,0,8.438278324,0,0,0,0
06087,0,0,0,0,0,0,0,0,10.64543626,0,0,0,0
06089,0,0,0,0,0,0,0,0,10.85369658,0,0,0,0
06091,0,0,0,0,0,0,0,0,37.04105678,0,0,0,0
06093,0,0,0,0,0,0,0,0,22.43782,0,0,0,0
06095,0,0,0,0,0,0,0,0,6.869735687,0,0,0,0
06097,0,0,0,0,0,0,0,0,11.53383659,0,0,0,0
06099,0,0,0,0,0,0,0,0,6.085474103,0,0,0,0
06101,0,0,0,0,0,0,0,0,7.313934137,0,0,0,0
06103,0,0,0,0,0,0,0,0,8.854796684,0,0,0,0
06105,0,0,0,0,0,0,0,0,22.11159004,0,0,0,0
06107,0,0,0,0,0,0,0,0,5.745399516,0,0,0,0
06109,0,0,0,0,0,0,0,0,14.27548481,0,0,0,0
06111,0,0,0,0,0,0,0,0,7.209810273,0,0,0,0
06113,0,0,0,0,0,0,0,0,9.534937839,0,0,0,0
06115,0,0,0,0,0,0,0,0,7.077994867,0,0,0,0
08001,0,0,0,0,0,0,0,0,10.53771409,0,0,0,0
08003,0,0,0,0,0,0,0,0,24.65522541,0,0,0,0
08005,0,0,0,0,0,0,0,0,13.09878437,0,0,0,0
08007,0,0,0,0,0,0,0,0,29.20135553,0,0,0,0
08009,0,0,0,0,0,0,0,0,41.40366573,0,0,0,0
08011,0,0,0,0,0,0,0,0,20.65742791,0,0,0,0
08013,0,0,0,0,0,0,0,0,20.29627087,0,0,0,0
08014,0,0,0,0,0,0,0,0,13.52914277,0,0,0,0
08015,0,0,0,0,0,0,0,0,30.87401974,0,0,0,0
08017,0,0,0,0,0,0,0,0,49.69780946,0,0,0,0
08019,0,0,0,0,0,0,0,0,19.26221967,0,0,0,0
08021,0,0,0,0,0,0,0,0,24.58602404,0,0,0,0
08023,0,0,0,0,0,0,0,0,28.91005265,0,0,0,0
08025,0,0,0,0,0,0,0,0,21.0113391,0,0,0,0
08027,0,0,0,0,0,0,0,0,45.04690155,0,0,0,0
08029,0,0,0,0,0,0,0,0,29.31932517,0,0,0,0
08031,0,0,0,0,0,0,0,0,19.52584132,0,0,0,0
08033,0,0,0,0,0,0,0,0,30.11084175,0,0,0,0
08035,0,0,0,0,0,0,0,0,12.4324844,0,0,0,0
08037,0,0,0,0,0,0,0,0,20.19214014,0,0,0,0
08039,0,0,0,0,0,0,0,0,15.39623184,0,0,0,0
08041,0,0,0,0,0,0,0,0,13.75124314,0,0,0,0
08043,0,0,0,0,0,0,0,0,19.27605971,0,0,0,0
08045,0,0,0,0,0,0,0,0,22.04538802,0,0,0,0
08047,0,0,0,0,0,0,0,0,16.31231227,0,0,0,0
08049,0,0,0,0,0,0,0,0,28.23650455,0,0,0,0
08051,0,0,0,0,0,0,0,0,31.13765056,0,0,0,0
08053,0,0,0,0,0,0,0,0,80.32651054,0,0,0,0
08055,0,0,0,0,0,0,0,0,34.84413716,0,0,0,0
08057,0,0,0,0,0,0,0,0,63.31510822,0,0,0,0
08059,0,0,0,0,0,0,0,0,15.42391193,0,0,0,0
08061,0,0,0,0,0,0,0,0,43.38871871,0,0,0,0
08063,0,0,0,0,0,0,0,0,28.66027333,0,0,0,0
08065,0,0,0,0,0,0,0,0,26.25144699,0,0,0,0
08067,0,0,0,0,0,0,0,0,22.93378835,0,0,0,0
08069,0,0,0,0,0,0,0,0,26.29296713,0,0,0,0
08071,0,0,0,0,0,0,0,0,26.02934662,0,0,0,0
08073,0,0,0,0,0,0,0,0,36.91289464,0,0,0,0
08075,0,0,0,0,0,0,0,0,21.24727837,0,0,0,0
08077,0,0,0,0,0,0,0,0,15.39623184,0,0,0,0
08079,0,0,0,0,0,0,0,0,82.49939189,0,0,0,0
08081,0,0,0,0,0,0,0,0,21.89973829,0,0,0,0
08083,0,0,0,0,0,0,0,0,21.78176751,0,0,0,0
08085,0,0,0,0,0,0,0,0,20.25474845,0,0,0,0
08087,0,0,0,0,0,0,0,0,21.35140911,0,0,0,0
08089,0,0,0,0,0,0,0,0,28.37556236,0,0,0,0
08091,0,0,0,0,0,0,0,0,40.42431505,0,0,0,0
08093,0,0,0,0,0,0,0,0,21.3790892,0,0,0,0
08095,0,0,0,0,0,0,0,0,41.94475022,0,0,0,0
08097,0,0,0,0,0,0,0,0,38.39049839,0,0,0,0
08099,0,0,0,0,0,0,0,0,29.57635261,0,0,0,0
08101,0,0,0,0,0,0,0,0,14.72993302,0,0,0,0
08103,0,0,0,0,0,0,0,0,29.63896207,0,0,0,0
08105,0,0,0,0,0,0,0,0,34.01834971,0,0,0,0
08107,0,0,0,0,0,0,0,0,24.72442793,0,0,0,0
08109,0,0,0,0,0,0,0,0,32.74836382,0,0,0,0
08111,0,0,0,0,0,0,0,0,97.83877705,0,0,0,0
08113,0,0,0,0,0,0,0,0,38.15455912,0,0,0,0
08115,0,0,0,0,0,0,0,0,49.54491046,0,0,0,0
08117,0,0,0,0,0,0,0,0,22.05922921,0,0,0,0
08119,0,0,0,0,0,0,0,0,22.72552917,0,0,0,0
08121,0,0,0,0,0,0,0,0,37.60687813,0,0,0,0
08123,0,0,0,0,0,0,0,0,13.41117314,0,0,0,0
08125,0,0,0,0,0,0,0,0,35.89927883,0,0,0,0
09001,0,0,0,0,0,0,0,0,17.58864844,0,0,0,0
09003,0,0,0,0,0,0,0,0,16.03395043,0,0,0,0
09005,0,0,0,0,0,0,0,0,19.79580751,0,0,0,0
09007,0,0,0,0,0,0,0,0,18.03284803,0,0,0,0
09009,0,0,0,0,0,0,0,0,15.14555009,0,0,0,0
09011,0,0,0,0,0,0,0,0,16.6864092,0,0,0,0
09013,0,0,0,0,0,0,0,0,13.70882057,0,0,0,0
09015,0,0,0,0,0,0,0,0,15.1317089,0,0,0,0
10001,0,0,0,0,0,0,0,0,11.54228148,0,0,0,0
10003,0,0,0,0,0,0,0,0,17.99701852,0,0,0,0
10005,0,0,0,0,0,0,0,0,13.18726904,0,0,0,0
11001,0,0,0,0,0,0,0,0,59.32422788,0,0,0,0
12001,0,0,0,0,0,0,0,0,9.108970227,0,0,0,0
12003,0,0,0,0,0,0,0,0,2.10589713,0,0,0,0
12005,0,0,0,0,0,0,0,0,4.444870468,0,0,0,0
12007,0,0,0,0,0,0,0,0,4.729584874,0,0,0,0
12009,0,0,0,0,0,0,0,0,3.362048707,0,0,0,0
12011,0,0,0,0,0,0,0,0,2.487497578,0,0,0,0
12013,0,0,0,0,0,0,0,0,6.242759314,0,0,0,0
12015,0,0,0,0,0,0,0,0,2.369527943,0,0,0,0
12017,0,0,0,0,0,0,0,0,4.014506337,0,0,0,0
12019,0,0,0,0,0,0,0,0,1.363149955,0,0,0,0
12021,0,0,0,0,0,0,0,0,5.256823595,0,0,0,0
12023,0,0,0,0,0,0,0,0,5.291752959,0,0,0,0
12027,0,0,0,0,0,0,0,0,4.861388828,0,0,0,0
12029,0,0,0,0,0,0,0,0,5.409722594,0,0,0,0
12031,0,0,0,0,0,0,0,0,5.79131159,0,0,0,0
12033,0,0,0,0,0,0,0,0,5.333267368,0,0,0,0
12035,0,0,0,0,0,0,0,0,2.591621442,0,0,0,0
12037,0,0,0,0,0,0,0,0,14.65487497,0,0,0,0
12039,0,0,0,0,0,0,0,0,9.352157627,0,0,0,0
12041,0,0,0,0,0,0,0,0,5.617981774,0,0,0,0
12043,0,0,0,0,0,0,0,0,1.127210685,0,0,0,0
12045,0,0,0,0,0,0,0,0,11.89938442,0,0,0,0
12047,0,0,0,0,0,0,0,0,7.561520346,0,0,0,0
12049,0,0,0,0,0,0,0,0,6.936742806,0,0,0,0
12051,0,0,0,0,0,0,0,0,4.313066514,0,0,0,0
12053,0,0,0,0,0,0,0,0,1.259026091,0,0,0,0
12055,0,0,0,0,0,0,0,0,5.7636315,0,0,0,0
12057,0,0,0,0,0,0,0,0,3.362048707,0,0,0,0
12059,0,0,0,0,0,0,0,0,10.39345467,0,0,0,0
12061,0,0,0,0,0,0,0,0,7.463981526,0,0,0,0
12063,0,0,0,0,0,0,0,0,9.768677132,0,0,0,0
12065,0,0,0,0,0,0,0,0,13.72495335,0,0,0,0
12067,0,0,0,0,0,0,0,0,6.478698585,0,0,0,0
12069,0,0,0,0,0,0,0,0,3.674443203,0,0,0,0
12071,0,0,0,0,0,0,0,0,2.369527943,0,0,0,0
12073,0,0,0,0,0,0,0,0,11.12170902,0,0,0,0
12075,0,0,0,0,0,0,0,0,7.721007826,0,0,0,0
12077,0,0,0,0,0,0,0,0,7.575354665,0,0,0,0
12079,0,0,0,0,0,0,0,0,9.768677132,0,0,0,0
12081,0,0,0,0,0,0,0,0,3.139955208,0,0,0,0
12083,0,0,0,0,0,0,0,0,2.786046303,0,0,0,0
12085,0,0,0,0,0,0,0,0,6.249355811,0,0,0,0
12086,0,0,0,0,0,0,0,0,1.376995726,0,0,0,0
12087,0,0,0,0,0,0,0,0,13.66893696,0,0,0,0
12089,0,0,0,0,0,0,0,0,6.874133351,0,0,0,0
12091,0,0,0,0,0,0,0,0,4.889068918,0,0,0,0
12093,0,0,0,0,0,0,0,0,4.993204234,0,0,0,0
12095,0,0,0,0,0,0,0,0,3.480018342,0,0,0,0
12097,0,0,0,0,0,0,0,0,0.030554605,0,0,0,0
12099,0,0,0,0,0,0,0,0,4.264291378,0,0,0,0
12101,0,0,0,0,0,0,0,0,0.710692325,0,0,0,0
12103,0,0,0,0,0,0,0,0,4.146321743,0,0,0,0
12105,0,0,0,0,0,0,0,0,2.563941352,0,0,0,0
12107,0,0,0,0,0,0,0,0,7.06854676,0,0,0,0
12109,0,0,0,0,0,0,0,0,4.146321743,0,0,0,0
12111,0,0,0,0,0,0,0,0,1.363149955,0,0,0,0
12113,0,0,0,0,0,0,0,0,2.681910987,0,0,0,0
12115,0,0,0,0,0,0,0,0,6.249355811,0,0,0,0
12117,0,0,0,0,0,0,0,0,2.147422992,0,0,0,0
12119,0,0,0,0,0,0,0,0,1.4534395,0,0,0,0
12121,0,0,0,0,0,0,0,0,7.24912585,0,0,0,0
12123,0,0,0,0,0,0,0,0,8.109846095,0,0,0,0
12125,0,0,0,0,0,0,0,0,2.876335848,0,0,0,0
12127,0,0,0,0,0,0,0,0,3.244079072,0,0,0,0
12129,0,0,0,0,0,0,0,0,4.653129648,0,0,0,0
12131,0,0,0,0,0,0,0,0,8.151368521,0,0,0,0
12133,0,0,0,0,0,0,0,0,6.582833901,0,0,0,0
13001,0,0,0,0,0,0,0,0,13.17277392,0,0,0,0
13003,0,0,0,0,0,0,0,0,9.2164977,0,0,0,0
13005,0,0,0,0,0,0,0,0,11.74988559,0,0,0,0
13007,0,0,0,0,0,0,0,0,18.44781232,0,0,0,0
13009,0,0,0,0,0,0,0,0,7.668390459,0,0,0,0
13011,0,0,0,0,0,0,0,0,5.863907407,0,0,0,0
13013,0,0,0,0,0,0,0,0,4.676961782,0,0,0,0
13015,0,0,0,0,0,0,0,0,5.447389047,0,0,0,0
13017,0,0,0,0,0,0,0,0,9.702217431,0,0,0,0
13019,0,0,0,0,0,0,0,0,6.294271538,0,0,0,0
13021,0,0,0,0,0,0,0,0,15.08797734,0,0,0,0
13023,0,0,0,0,0,0,0,0,9.153888245,0,0,0,0
13025,0,0,0,0,0,0,0,0,5.093480142,0,0,0,0
13027,0,0,0,0,0,0,0,0,12.97835479,0,0,0,0
13029,0,0,0,0,0,0,0,0,6.335785947,0,0,0,0
13031,0,0,0,0,0,0,0,0,6.77999585,0,0,0,0
13033,0,0,0,0,0,0,0,0,9.584247796,0,0,0,0
13035,0,0,0,0,0,0,0,0,8.633238005,0,0,0,0
13037,0,0,0,0,0,0,0,0,16.2268132,0,0,0,0
13039,0,0,0,0,0,0,0,0,7.654549269,0,0,0,0
13043,0,0,0,0,0,0,0,0,10.16025707,0,0,0,0
13045,0,0,0,0,0,0,0,0,6.321951628,0,0,0,0
13047,0,0,0,0,0,0,0,0,5.461234818,0,0,0,0
