FIPS,Deaths,Population,Crude Rate
2280,0,6174,Unreliable
2282,0,642,Unreliable
2290,0,5695,Unreliable
4001,Suppressed,71934,Suppressed
4003,13,129473,Unreliable
4005,30,136539,21.97
4007,12,53053,Unreliable
4009,Suppressed,37482,Suppressed
4011,0,9049,Unreliable
4012,Suppressed,20324,Suppressed
4013,705,4009412,17.58
4015,62,203030,30.54
4017,29,107322,27.02
4019,215,996554,21.57
4021,52,389350,13.36
4023,Suppressed,46768,Suppressed
4025,65,215133,30.21
4027,23,201201,11.43
5001,0,18777,Unreliable
5003,Suppressed,21283,Suppressed
5005,Suppressed,40957,Suppressed
5007,22,237297,9.27
5009,Suppressed,37396,Suppressed
5011,0,11249,Unreliable
5013,Suppressed,5241,Suppressed
5015,Suppressed,27808,Suppressed
5017,0,11335,Unreliable
5019,Suppressed,22743,Suppressed
5021,Suppressed,15402,Suppressed
5023,Suppressed,25686,Suppressed
5025,0,8593,Unreliable
5027,Suppressed,24164,Suppressed
5029,0,21245,Unreliable
5031,19,101488,Unreliable
5033,12,61640,Unreliable
5035,Suppressed,49746,Suppressed
5037,Suppressed,17548,Suppressed
5039,0,7933,Unreliable
5041,Suppressed,12505,Suppressed
5043,Suppressed,18785,Suppressed
5045,Suppressed,119580,Suppressed
5047,Suppressed,18034,Suppressed
5049,0,12304,Unreliable
5051,22,97173,22.64
5053,Suppressed,18019,Suppressed
5055,Suppressed,43097,Suppressed
5057,0,22474,Unreliable
5059,Suppressed,33500,Suppressed
5061,Suppressed,13581,Suppressed
5063,Suppressed,36997,Suppressed
5065,Suppressed,13368,Suppressed
5067,Suppressed,17615,Suppressed
5069,Suppressed,73191,Suppressed
5071,Suppressed,25846,Suppressed
5073,Suppressed,7252,Suppressed
5075,Suppressed,17011,Suppressed
5077,Suppressed,10015,Suppressed
5079,0,14031,Unreliable
5081,0,12730,Unreliable
5083,Suppressed,22082,Suppressed
5085,13,70753,Unreliable
5087,Suppressed,15701,Suppressed
5089,Suppressed,16430,Suppressed
5091,Suppressed,43402,Suppressed
5093,Suppressed,44765,Suppressed
5095,Suppressed,7682,Suppressed
5097,0,9226,Unreliable
5099,0,8799,Unreliable
5101,Suppressed,8064,Suppressed
5103,Suppressed,25002,Suppressed
5105,Suppressed,10345,Suppressed
5107,0,20399,Unreliable
5109,Suppressed,11177,Suppressed
5111,0,24145,Unreliable
5113,Suppressed,20406,Suppressed
5115,Suppressed,62547,Suppressed
5117,Suppressed,8374,Suppressed
5119,55,391284,14.06
5121,0,17692,Unreliable
5123,Suppressed,27260,Suppressed
5125,12,114404,Unreliable
5127,Suppressed,10950,Suppressed
5129,Suppressed,8023,Suppressed
5131,12,127342,Unreliable
5133,Suppressed,17366,Suppressed
5135,Suppressed,17049,Suppressed
5137,Suppressed,12581,Suppressed
5139,Suppressed,40694,Suppressed
5141,Suppressed,16932,Suppressed
5143,16,216410,Unreliable
5145,11,78483,Unreliable
5147,Suppressed,7072,Suppressed
5149,Suppressed,21893,Suppressed
6001,174,1578891,11.02
6003,0,1159,Unreliable
6005,Suppressed,36519,Suppressed
6007,57,222090,25.67
6009,11,44515,Unreliable
6011,Suppressed,21358,Suppressed
6013,140,1094205,12.79
6015,Suppressed,27873,Suppressed
6017,33,181737,18.16
6019,89,955272,9.32
6021,Suppressed,27940,Suppressed
6023,41,134493,30.48
6025,30,176584,16.99
6027,Suppressed,18467,Suppressed
6029,181,864124,20.95
6031,22,150960,14.57
6033,30,63860,46.98
6035,11,32163,Unreliable
6037,815,10017068,8.14
6039,21,152389,13.78
6041,40,258365,15.48
6043,Suppressed,17755,Suppressed
6045,22,87192,25.23
6047,34,263228,12.92
6049,Suppressed,9147,Suppressed
6051,Suppressed,14074,Suppressed
6053,55,428826,12.83
6055,17,140326,Unreliable
6057,24,98200,24.44
6059,358,3114363,11.5
6061,48,367309,13.07
6063,Suppressed,18859,Suppressed
6065,317,2292507,13.83
6067,242,1462131,16.55
6069,Suppressed,57600,Suppressed
6071,125,2088371,5.99
6073,428,3211252,13.33
6075,130,837442,15.52
6077,109,704379,15.47
6079,38,276443,13.75
6081,56,747373,7.49
6083,53,435697,12.16
6085,152,1862041,8.16
6087,44,269419,16.33
6089,50,178980,27.94
6091,Suppressed,3047,Suppressed
6093,Suppressed,43799,Suppressed
6095,54,424788,12.71
6097,38,495025,7.68
6099,73,525491,13.89
6101,16,95350,Unreliable
6103,Suppressed,63057,Suppressed
6105,Suppressed,13448,Suppressed
6107,38,454143,8.37
6109,12,53874,Unreliable
6111,126,839620,15.01
6113,25,204593,12.22
6115,Suppressed,73340,Suppressed
8001,82,469193,17.48
8003,Suppressed,16253,Suppressed
8005,102,607070,16.8
8007,0,12194,Unreliable
8009,Suppressed,3682,Suppressed
8011,0,5688,Unreliable
8013,56,310048,18.06
8014,11,59471,Unreliable
8015,Suppressed,18510,Suppressed
8017,0,1890,Unreliable
8019,Suppressed,9031,Suppressed
8021,Suppressed,8277,Suppressed
8023,Suppressed,3518,Suppressed
8025,Suppressed,5322,Suppressed
8027,Suppressed,4285,Suppressed
8029,Suppressed,30483,Suppressed
8031,119,649495,18.32
8033,0,2029,Unreliable
8035,30,305963,9.81
8037,Suppressed,52460,Suppressed
8039,Suppressed,23733,Suppressed
8041,110,655044,16.79
8043,Suppressed,46451,Suppressed
8045,Suppressed,57302,Suppressed
8047,0,5601,Unreliable
8049,0,14289,Unreliable
8051,0,15507,Unreliable
8053,Suppressed,813,Suppressed
8055,Suppressed,6519,Suppressed
8057,0,1365,Unreliable
8059,83,551798,15.04
8061,0,1423,Unreliable
8063,0,8037,Unreliable
8065,Suppressed,7306,Suppressed
8067,Suppressed,53284,Suppressed
8069,61,315988,19.3
8071,Suppressed,14446,Suppressed
8073,0,5430,Unreliable
8075,Suppressed,22450,Suppressed
8077,20,147554,13.55
8079,0,721,Unreliable
8081,0,13103,Unreliable
8083,Suppressed,25642,Suppressed
8085,Suppressed,40713,Suppressed
8087,Suppressed,28404,Suppressed
8089,Suppressed,18703,Suppressed
8091,Suppressed,4557,Suppressed
8093,Suppressed,16121,Suppressed
8095,Suppressed,4356,Suppressed
8097,0,17379,Unreliable
8099,Suppressed,12291,Suppressed
8101,45,161451,27.87
8103,0,6807,Unreliable
8105,Suppressed,11803,Suppressed
8107,Suppressed,23513,Suppressed
8109,Suppressed,6208,Suppressed
8111,0,692,Unreliable
8113,Suppressed,7678,Suppressed
8115,0,2360,Unreliable
8117,Suppressed,28649,Suppressed
8119,Suppressed,23275,Suppressed
8121,0,4803,Unreliable
8123,30,269785,11.12
8125,0,10151,Unreliable
9001,114,939904,12.13
9003,152,898272,16.92
9005,39,186924,20.86
9007,21,165562,12.68
9009,159,862287,18.44
9011,63,274150,22.98
9013,13,151377,Unreliable
9015,21,117604,17.86
10001,33,169416,19.48
10003,97,549684,17.65
10005,36,206649,17.42
11001,102,646449,15.78
12001,20,253451,7.89
12003,Suppressed,27013,Suppressed
12005,20,174987,11.43
12007,Suppressed,26850,Suppressed
12009,106,550823,19.24
12011,199,1838844,10.82
12013,0,14682,Unreliable
12015,Suppressed,164736,Suppressed
12017,27,139271,19.39
12019,38,196399,19.35
12021,34,339642,10.01
12023,13,67543,Unreliable
12027,Suppressed,34517,Suppressed
12029,Suppressed,15940,Suppressed
12031,143,885855,16.14
12033,25,305817,8.17
12035,12,99956,Unreliable
12037,Suppressed,11598,Suppressed
12039,Suppressed,46194,Suppressed
12041,0,16931,Unreliable
12043,Suppressed,13345,Suppressed
12045,0,15829,Unreliable
12047,Suppressed,14354,Suppressed
12049,Suppressed,27519,Suppressed
12051,Suppressed,37471,Suppressed
12053,47,174441,26.94
12055,19,97616,Unreliable
12057,167,1291578,12.93
12059,0,19717,Unreliable
12061,15,141994,Unreliable
12063,Suppressed,48922,Suppressed
12065,Suppressed,14194,Suppressed
12067,Suppressed,8848,Suppressed
12069,31,308034,10.06
12071,61,661115,9.23
12073,15,281845,Unreliable
12075,Suppressed,39644,Suppressed
12077,Suppressed,8349,Suppressed
12079,Suppressed,18728,Suppressed
12081,72,342106,21.05
12083,54,337362,16.01
12085,26,151263,17.19
12086,113,2617176,4.32
12087,12,76351,Unreliable
12089,16,75710,Unreliable
12091,12,193811,Unreliable
12093,Suppressed,39330,Suppressed
12095,123,1225267,10.04
12097,32,298504,10.72
12099,238,1372171,17.34
12101,103,475502,21.66
12103,185,929048,19.91
12105,96,623009,15.41
12107,10,72577,Unreliable
12109,19,209647,Unreliable
12111,38,286832,13.25
12113,13,161096,Unreliable
12115,67,390429,17.16
12117,55,436041,12.61
12119,14,107056,Unreliable
12121,Suppressed,43734,Suppressed
12123,Suppressed,22857,Suppressed
12125,Suppressed,15136,Suppressed
12127,101,500800,20.17
12129,Suppressed,31022,Suppressed
12131,Suppressed,59807,Suppressed
12133,Suppressed,24624,Suppressed
13001,0,18440,Unreliable
13003,Suppressed,8290,Suppressed
13005,Suppressed,11216,Suppressed
13007,0,3341,Unreliable
13009,Suppressed,46039,Suppressed
13011,0,18415,Unreliable
13013,Suppressed,71453,Suppressed
13015,12,101273,Unreliable
13017,Suppressed,17515,Suppressed
13019,Suppressed,19048,Suppressed
13021,15,154721,Unreliable
13023,Suppressed,12771,Suppressed
13025,Suppressed,18292,Suppressed
13027,0,15516,Unreliable
13029,Suppressed,33157,Suppressed
13031,Suppressed,71214,Suppressed
13033,Suppressed,22923,Suppressed
13035,Suppressed,23361,Suppressed
13037,0,6523,Unreliable
13039,Suppressed,51476,Suppressed
13043,0,10937,Unreliable
13045,17,112355,Unreliable
13047,Suppressed,65311,Suppressed
13049,Suppressed,13255,Suppressed
13051,31,278434,11.13
13053,Suppressed,12842,Suppressed
13055,Suppressed,25138,Suppressed
13057,33,225106,14.66
13059,11,121265,Unreliable
13061,0,3045,Unreliable
13063,20,264220,7.57
13065,0,6795,Unreliable
13067,105,717190,14.64
13069,Suppressed,43220,Suppressed
13071,Suppressed,46275,Suppressed
13073,11,135416,Unreliable
13075,Suppressed,17066,Suppressed
13077,12,133180,Unreliable
13079,Suppressed,12504,Suppressed
13081,Suppressed,23336,Suppressed
13083,0,16507,Unreliable
13085,Suppressed,22686,Suppressed
13087,Suppressed,27359,Suppressed
13089,37,713340,5.19
13091,Suppressed,21221,Suppressed
13093,0,14304,Unreliable
13095,Suppressed,92969,Suppressed
13097,11,136379,Unreliable
13099,0,10542,Unreliable
13101,Suppressed,4057,Suppressed
13103,Suppressed,54456,Suppressed
13105,Suppressed,19599,Suppressed
13107,Suppressed,22867,Suppressed
13109,0,10833,Unreliable
13111,11,23760,Unreliable
13113,Suppressed,108365,Suppressed
13115,17,95821,Unreliable
13117,19,195405,Unreliable
13119,Suppressed,22009,Suppressed
13121,124,984293,12.6
13123,Suppressed,28579,Suppressed
13125,0,3102,Unreliable
13127,18,81508,Unreliable
13129,Suppressed,55757,Suppressed
13131,0,25278,Unreliable
13133,Suppressed,16321,Suppressed
13135,59,859304,6.87
13137,Suppressed,43300,Suppressed
13139,28,187745,14.91
13141,0,8879,Unreliable
13143,Suppressed,28495,Suppressed
13145,Suppressed,32663,Suppressed
13147,Suppressed,25446,Suppressed
13149,Suppressed,11558,Suppressed
13151,25,211128,11.84
13153,13,147658,Unreliable
13155,0,9427,Unreliable
13157,14,61044,Unreliable
13159,Suppressed,13601,Suppressed
13161,Suppressed,15004,Suppressed
13163,Suppressed,16320,Suppressed
13165,0,9269,Unreliable
13167,0,9767,Unreliable
13169,Suppressed,28569,Suppressed
13171,Suppressed,17959,Suppressed
13173,Suppressed,10408,Suppressed
13175,Suppressed,47999,Suppressed
13177,Suppressed,29071,Suppressed
13179,Suppressed,64135,Suppressed
13181,0,7751,Unreliable
13183,Suppressed,16624,Suppressed
13185,Suppressed,112916,Suppressed
13187,Suppressed,30918,Suppressed
13189,Suppressed,21565,Suppressed
13191,0,14007,Unreliable
13193,Suppressed,14009,Suppressed
13195,Suppressed,28057,Suppressed
13197,Suppressed,8640,Suppressed
13199,Suppressed,21232,Suppressed
13201,0,5932,Unreliable
13205,Suppressed,23045,Suppressed
13207,Suppressed,26984,Suppressed
13209,0,9021,Unreliable
13211,Suppressed,17781,Suppressed
13213,11,39267,Unreliable
13215,16,202824,Unreliable
13217,13,102446,Unreliable
13219,Suppressed,34035,Suppressed
13221,0,14548,Unreliable
13223,14,146950,Unreliable
13225,Suppressed,27014,Suppressed
13227,Suppressed,29584,Suppressed
13229,Suppressed,18938,Suppressed
13231,Suppressed,17796,Suppressed
13233,Suppressed,41183,Suppressed
13235,Suppressed,11542,Suppressed
13237,Suppressed,21371,Suppressed
13239,Suppressed,2367,Suppressed
13241,Suppressed,16235,Suppressed
13243,0,7197,Unreliable
13245,20,202003,9.9
13247,11,86919,Unreliable
13249,0,5089,Unreliable
13251,0,14240,Unreliable
13253,Suppressed,8945,Suppressed
13255,Suppressed,63829,Suppressed
13257,Suppressed,25683,Suppressed
13259,0,5868,Unreliable
13261,Suppressed,31364,Suppressed
13263,0,6456,Unreliable
13265,0,1703,Unreliable
13267,Suppressed,25526,Suppressed
13269,Suppressed,8464,Suppressed
13271,Suppressed,16591,Suppressed
13273,0,9022,Unreliable
13275,Suppressed,44869,Suppressed
13277,Suppressed,40286,Suppressed
13279,Suppressed,27273,Suppressed
13281,Suppressed,10771,Suppressed
13283,0,6712,Unreliable
13285,Suppressed,69053,Suppressed
13287,Suppressed,8134,Suppressed
13289,Suppressed,8481,Suppressed
13291,Suppressed,21566,Suppressed
13293,Suppressed,26566,Suppressed
13295,Suppressed,68198,Suppressed
13297,18,85754,Unreliable
13299,Suppressed,35709,Suppressed
13301,Suppressed,5558,Suppressed
13303,Suppressed,20676,Suppressed
13305,Suppressed,30077,Suppressed
13307,0,2719,Unreliable
13309,0,7909,Unreliable
13311,Suppressed,27797,Suppressed
13313,14,102945,Unreliable
13315,0,8960,Unreliable
13317,Suppressed,10010,Suppressed
13319,0,9432,Unreliable
13321,0,21291,Unreliable
15001,24,190821,12.58
15003,111,983429,11.29
15005,0,90,Unreliable
15007,Suppressed,69512,Suppressed
15009,20,160202,12.48
16001,57,416464,13.69
16003,0,3828,Unreliable
16005,18,83249,Unreliable
16007,Suppressed,5943,Suppressed
16009,0,9044,Unreliable
16011,Suppressed,45290,Suppressed
16013,Suppressed,21329,Suppressed
16015,Suppressed,6795,Suppressed
16017,Suppressed,40699,Suppressed
16019,35,107517,32.55
16021,Suppressed,10853,Suppressed
16023,0,2642,Unreliable
16025,0,1042,Unreliable
16027,21,198871,10.56
16029,0,6808,Unreliable
16031,Suppressed,23331,Suppressed
16033,0,867,Unreliable
16035,0,8577,Unreliable
16037,0,4249,Unreliable
16039,Suppressed,26170,Suppressed
16041,Suppressed,12854,Suppressed
16043,Suppressed,12927,Suppressed
16045,0,16686,Unreliable
16047,0,15080,Unreliable
16049,Suppressed,16116,Suppressed
16051,Suppressed,26914,Suppressed
16053,Suppressed,22514,Suppressed
16055,10,144265,Unreliable
16057,Suppressed,38078,Suppressed
16059,Suppressed,7712,Suppressed
16061,0,3902,Unreliable
16063,Suppressed,5315,Suppressed
16065,Suppressed,37450,Suppressed
16067,Suppressed,20292,Suppressed
16069,Suppressed,39915,Suppressed
16071,0,4275,Unreliable
16073,Suppressed,11472,Suppressed
16075,Suppressed,22610,Suppressed
16077,Suppressed,7719,Suppressed
16079,Suppressed,12690,Suppressed
16081,0,10275,Unreliable
16083,10,79957,Unreliable
16085,0,9606,Unreliable
16087,0,9944,Unreliable
17001,Suppressed,67130,Suppressed
17003,0,7629,Unreliable
17005,0,17470,Unreliable
17007,Suppressed,53957,Suppressed
17009,0,6860,Unreliable
17011,Suppressed,34056,Suppressed
17013,Suppressed,5059,Suppressed
17015,Suppressed,14910,Suppressed
17017,Suppressed,13324,Suppressed
17019,22,204897,10.74
17021,Suppressed,34298,Suppressed
17023,Suppressed,16182,Suppressed
17025,Suppressed,13566,Suppressed
17027,Suppressed,37907,Suppressed
17029,11,53697,Unreliable
17031,628,5240700,11.98
17033,Suppressed,19505,Suppressed
17035,0,10939,Unreliable
17037,Suppressed,104741,Suppressed
17039,Suppressed,16420,Suppressed
17041,Suppressed,19887,Suppressed
17043,94,932126,10.08
17045,Suppressed,17960,Suppressed
17047,Suppressed,6672,Suppressed
17049,Suppressed,34307,Suppressed
17051,Suppressed,22060,Suppressed
17053,Suppressed,13832,Suppressed
17055,Suppressed,39202,Suppressed
17057,Suppressed,36346,Suppressed
17059,Suppressed,5415,Suppressed
17061,Suppressed,13629,Suppressed
17063,Suppressed,50228,Suppressed
17065,Suppressed,8368,Suppressed
17067,Suppressed,18618,Suppressed
17069,Suppressed,4181,Suppressed
17071,0,6990,Unreliable
17073,Suppressed,49860,Suppressed
17075,Suppressed,28982,Suppressed
17077,Suppressed,59814,Suppressed
17079,Suppressed,9592,Suppressed
17081,Suppressed,38644,Suppressed
17083,Suppressed,22641,Suppressed
17085,0,22407,Unreliable
17087,Suppressed,12677,Suppressed
17089,48,523643,9.17
17091,21,112120,18.73
17093,13,119348,Unreliable
17095,Suppressed,52078,Suppressed
17097,68,703019,9.67
17099,27,112183,24.07
17101,Suppressed,16558,Suppressed
17103,Suppressed,34858,Suppressed
17105,Suppressed,38186,Suppressed
17107,Suppressed,29964,Suppressed
17109,Suppressed,32464,Suppressed
17111,35,307409,11.39
17113,18,174647,Unreliable
17115,11,109278,Unreliable
17117,Suppressed,46880,Suppressed
17119,48,267225,17.96
17121,Suppressed,38622,Suppressed
17123,Suppressed,12153,Suppressed
17125,Suppressed,14248,Suppressed
17127,Suppressed,15073,Suppressed
17129,0,12607,Unreliable
17131,Suppressed,16178,Suppressed
17133,Suppressed,33493,Suppressed
17135,Suppressed,29654,Suppressed
17137,Suppressed,35067,Suppressed
17139,Suppressed,14876,Suppressed
17141,Suppressed,52385,Suppressed
17143,34,188429,18.04
17145,Suppressed,21887,Suppressed
17147,Suppressed,16433,Suppressed
17149,0,16150,Unreliable
17151,Suppressed,4312,Suppressed
17153,Suppressed,5908,Suppressed
17155,Suppressed,5801,Suppressed
17157,Suppressed,32890,Suppressed
17159,0,16182,Unreliable
17161,15,147258,Unreliable
17163,33,266955,12.36
17165,Suppressed,24939,Suppressed
17167,23,199145,11.55
17169,0,7444,Unreliable
17171,Suppressed,5222,Suppressed
17173,Suppressed,22119,Suppressed
17175,0,5907,Unreliable
17177,Suppressed,46740,Suppressed
17179,11,136352,Unreliable
17181,Suppressed,17583,Suppressed
17183,Suppressed,80329,Suppressed
17185,Suppressed,11665,Suppressed
17187,Suppressed,17726,Suppressed
17189,Suppressed,14448,Suppressed
17191,Suppressed,16612,Suppressed
17193,Suppressed,14549,Suppressed
17195,Suppressed,57557,Suppressed
17197,79,682829,11.57
17199,10,66924,Unreliable
17201,89,290666,30.62
17203,Suppressed,39273,Suppressed
18001,Suppressed,34614,Suppressed
18003,57,363014,15.7
18005,Suppressed,79587,Suppressed
18007,Suppressed,8767,Suppressed
18009,Suppressed,12481,Suppressed
18011,14,60477,Unreliable
18013,Suppressed,15023,Suppressed
18015,Suppressed,20086,Suppressed
18017,Suppressed,38463,Suppressed
18019,21,112938,18.59
18021,Suppressed,26803,Suppressed
18023,Suppressed,32916,Suppressed
18025,Suppressed,10621,Suppressed
18027,Suppressed,32407,Suppressed
18029,Suppressed,49904,Suppressed
18031,Suppressed,26277,Suppressed
18033,Suppressed,42307,Suppressed
18035,20,117484,17.02
18037,0,42361,Unreliable
18039,19,200563,Unreliable
18041,Suppressed,23861,Suppressed
18043,Suppressed,76244,Suppressed
18045,Suppressed,16880,Suppressed
18047,Suppressed,22951,Suppressed
18049,Suppressed,20449,Suppressed
18051,Suppressed,33612,Suppressed
18053,19,69126,Unreliable
18055,Suppressed,32781,Suppressed
18057,19,296693,Unreliable
18059,13,71575,Unreliable
18061,Suppressed,39163,Suppressed
18063,23,153879,14.95
18065,14,49044,Unreliable
18067,24,82760,29
18069,Suppressed,36791,Suppressed
18071,10,43466,Unreliable
18073,Suppressed,33389,Suppressed
18075,Suppressed,21330,Suppressed
18077,Suppressed,32458,Suppressed
18079,Suppressed,28241,Suppressed
18081,25,145535,17.18
18083,Suppressed,37954,Suppressed
18085,Suppressed,77963,Suppressed
18087,Suppressed,37996,Suppressed
18089,55,491456,11.19
18091,17,111281,Unreliable
18093,Suppressed,45844,Suppressed
18095,24,130482,18.39
18097,206,928281,22.19
18099,Suppressed,47109,Suppressed
18101,Suppressed,10160,Suppressed
18103,Suppressed,36140,Suppressed
18105,19,141888,Unreliable
18107,Suppressed,38177,Suppressed
18109,13,69782,Unreliable
18111,Suppressed,14087,Suppressed
18113,Suppressed,47570,Suppressed
18115,Suppressed,5994,Suppressed
18117,Suppressed,19773,Suppressed
18119,Suppressed,21201,Suppressed
18121,Suppressed,17202,Suppressed
18123,Suppressed,19558,Suppressed
18125,Suppressed,12683,Suppressed
18127,37,166557,22.21
18129,Suppressed,25486,Suppressed
18131,Suppressed,13007,Suppressed
18133,Suppressed,37505,Suppressed
18135,Suppressed,25627,Suppressed
18137,Suppressed,28419,Suppressed
18139,Suppressed,17004,Suppressed
18141,39,266709,14.62
18143,Suppressed,23972,Suppressed
18145,Suppressed,44729,Suppressed
18147,0,20944,Unreliable
18149,Suppressed,23197,Suppressed
18151,Suppressed,34358,Suppressed
18153,Suppressed,21223,Suppressed
18155,Suppressed,10526,Suppressed
18157,26,180174,14.43
18159,Suppressed,15650,Suppressed
18161,0,7277,Unreliable
18163,36,181398,19.85
18165,Suppressed,15878,Suppressed
18167,28,108291,25.86
18169,Suppressed,32358,Suppressed
18171,Suppressed,8415,Suppressed
18173,Suppressed,61049,Suppressed
18175,Suppressed,27780,Suppressed
18177,20,67893,29.46
18179,Suppressed,27814,Suppressed
18181,Suppressed,24466,Suppressed
18183,Suppressed,33294,Suppressed
19001,Suppressed,7472,Suppressed
19003,0,3894,Unreliable
19005,Suppressed,14169,Suppressed
19007,Suppressed,12692,Suppressed
19009,0,5873,Unreliable
19011,Suppressed,25699,Suppressed
19013,Suppressed,132546,Suppressed
19015,0,26364,Unreliable
19017,Suppressed,24624,Suppressed
19019,Suppressed,20976,Suppressed
19021,0,20567,Unreliable
19023,0,15021,Unreliable
19025,0,9926,Unreliable
19027,Suppressed,20598,Suppressed
19029,Suppressed,13598,Suppressed
19031,0,18393,Unreliable
19033,Suppressed,43575,Suppressed
19035,0,11945,Unreliable
19037,Suppressed,12321,Suppressed
19039,Suppressed,9325,Suppressed
19041,0,16491,Unreliable
19043,Suppressed,17773,Suppressed
19045,Suppressed,48420,Suppressed
19047,0,17434,Unreliable
19049,Suppressed,74641,Suppressed
19051,0,8791,Unreliable
19053,0,8136,Unreliable
19055,Suppressed,17534,Suppressed
19057,Suppressed,40480,Suppressed
19059,Suppressed,16955,Suppressed
19061,Suppressed,95697,Suppressed
19063,0,9996,Unreliable
19065,Suppressed,20502,Suppressed
19067,Suppressed,16092,Suppressed
19069,0,10548,Unreliable
19071,0,7080,Unreliable
19073,0,9139,Unreliable
19075,Suppressed,12314,Suppressed
19077,0,10687,Unreliable
19079,0,15312,Unreliable
19081,0,11094,Unreliable
19083,Suppressed,17441,Suppressed
19085,0,14431,Unreliable
19087,Suppressed,20222,Suppressed
19089,0,9526,Unreliable
19091,0,9688,Unreliable
19093,0,7141,Unreliable
19095,0,16330,Unreliable
19097,Suppressed,19587,Suppressed
19099,Suppressed,36641,Suppressed
19101,Suppressed,16810,Suppressed
19103,Suppressed,139155,Suppressed
19105,Suppressed,20611,Suppressed
19107,0,10329,Unreliable
19109,0,15321,Unreliable
19111,Suppressed,35682,Suppressed
19113,23,216111,10.64
19115,Suppressed,11282,Suppressed
19117,Suppressed,8746,Suppressed
19119,Suppressed,11712,Suppressed
19121,Suppressed,15448,Suppressed
19123,0,22417,Unreliable
19125,Suppressed,33252,Suppressed
19127,Suppressed,40994,Suppressed
19129,Suppressed,14896,Suppressed
19131,0,10709,Unreliable
19133,Suppressed,9121,Suppressed
19135,0,8012,Unreliable
19137,0,10424,Unreliable
19139,Suppressed,42836,Suppressed
19141,0,14044,Unreliable
19143,Suppressed,6211,Suppressed
19145,Suppressed,15713,Suppressed
19147,Suppressed,9185,Suppressed
19149,Suppressed,24957,Suppressed
19151,0,7154,Unreliable
19153,57,451677,12.62
19155,12,92728,Unreliable
19157,Suppressed,18601,Suppressed
19159,0,5072,Unreliable
19161,Suppressed,10071,Suppressed
19163,40,170385,23.48
19165,0,11961,Unreliable
19167,0,34547,Unreliable
19169,10,92406,Unreliable
19171,0,17576,Unreliable
19173,Suppressed,6161,Suppressed
19175,Suppressed,12583,Suppressed
19177,0,7436,Unreliable
19179,Suppressed,35391,Suppressed
