FIPS,Deaths,Population,Crude Rate
5047,Suppressed,17715,Suppressed
5049,Suppressed,12477,Suppressed
5051,20,99386,20.12
5053,Suppressed,18265,Suppressed
5055,Suppressed,45325,Suppressed
5057,Suppressed,21532,Suppressed
5059,Suppressed,33771,Suppressed
5061,0,13202,Unreliable
5063,Suppressed,37825,Suppressed
5065,0,13629,Unreliable
5067,Suppressed,16719,Suppressed
5069,10,66824,Unreliable
5071,Suppressed,26578,Suppressed
5073,0,6624,Unreliable
5075,Suppressed,16406,Suppressed
5077,Suppressed,8857,Suppressed
5079,Suppressed,13024,Suppressed
5081,Suppressed,12259,Suppressed
5083,Suppressed,21466,Suppressed
5085,15,73309,Unreliable
5087,Suppressed,16576,Suppressed
5089,Suppressed,16694,Suppressed
5091,Suppressed,43257,Suppressed
5093,Suppressed,40651,Suppressed
5095,Suppressed,6701,Suppressed
5097,Suppressed,8986,Suppressed
5099,Suppressed,8252,Suppressed
5101,Suppressed,7753,Suppressed
5103,Suppressed,23382,Suppressed
5105,Suppressed,10455,Suppressed
5107,0,17782,Unreliable
5109,Suppressed,10718,Suppressed
5111,Suppressed,23528,Suppressed
5113,0,19964,Unreliable
5115,Suppressed,64072,Suppressed
5117,0,8062,Unreliable
5119,79,391911,20.16
5121,Suppressed,17958,Suppressed
5123,Suppressed,24994,Suppressed
5125,35,122437,28.59
5127,Suppressed,10281,Suppressed
5129,Suppressed,7881,Suppressed
5131,11,127827,Unreliable
5133,Suppressed,17007,Suppressed
5135,Suppressed,17442,Suppressed
5137,Suppressed,12506,Suppressed
5139,Suppressed,38682,Suppressed
5141,Suppressed,16545,Suppressed
5143,14,239187,Unreliable
5145,12,78753,Unreliable
5147,0,6320,Unreliable
5149,0,21341,Unreliable
6001,250,1671329,14.96
6003,Suppressed,1129,Suppressed
6005,13,39752,Unreliable
6007,55,219186,25.09
6009,12,45905,Unreliable
6011,Suppressed,21547,Suppressed
6013,164,1153526,14.22
6015,Suppressed,27812,Suppressed
6017,32,192843,16.59
6019,133,999101,13.31
6021,Suppressed,28393,Suppressed
6023,36,135558,26.56
6025,30,181215,16.55
6027,Suppressed,18039,Suppressed
6029,262,900202,29.1
6031,25,152940,16.35
6033,47,64386,73
6035,12,30573,Unreliable
6037,1267,10039107,12.62
6039,30,157327,19.07
6041,43,258826,16.61
6043,Suppressed,17203,Suppressed
6045,42,86749,48.42
6047,45,277680,16.21
6049,Suppressed,8841,Suppressed
6051,Suppressed,14444,Suppressed
6053,64,434061,14.74
6055,17,137744,Unreliable
6057,16,99755,Unreliable
6059,408,3175692,12.85
6061,63,398329,15.82
6063,Suppressed,18807,Suppressed
6065,460,2470546,18.62
6067,321,1552058,20.68
6069,Suppressed,62808,Suppressed
6071,252,2180085,11.56
6073,483,3338330,14.47
6075,402,881549,45.6
6077,124,762148,16.27
6079,52,283111,18.37
6081,99,766573,12.91
6083,81,446499,18.14
6085,216,1927852,11.2
6087,54,273213,19.76
6089,36,180080,19.99
6091,0,3005,Unreliable
6093,Suppressed,43539,Suppressed
6095,77,447643,17.2
6097,100,494336,20.23
6099,83,550660,15.07
6101,Suppressed,96971,Suppressed
6103,Suppressed,65084,Suppressed
6105,Suppressed,12285,Suppressed
6107,41,466195,8.79
6109,12,54478,Unreliable
6111,136,846006,16.08
6113,27,220500,12.24
6115,12,78668,Unreliable
8001,89,517421,17.2
8003,Suppressed,16233,Suppressed
8005,107,656590,16.3
8007,Suppressed,14029,Suppressed
8009,Suppressed,3581,Suppressed
8011,0,5577,Unreliable
8013,46,326196,14.1
8014,10,70465,Unreliable
8015,Suppressed,20356,Suppressed
8017,0,1831,Unreliable
8019,Suppressed,9700,Suppressed
8021,Suppressed,8205,Suppressed
8023,Suppressed,3887,Suppressed
8025,0,6061,Unreliable
8027,0,5068,Unreliable
8029,11,31162,Unreliable
8031,172,727211,23.65
8033,0,2055,Unreliable
8035,32,351154,9.11
8037,Suppressed,55127,Suppressed
8039,Suppressed,26729,Suppressed
8041,191,720403,26.51
8043,Suppressed,47839,Suppressed
8045,10,60061,Unreliable
8047,Suppressed,6243,Suppressed
8049,0,15734,Unreliable
8051,Suppressed,17462,Suppressed
8053,0,820,Unreliable
8055,Suppressed,6897,Suppressed
8057,0,1392,Unreliable
8059,96,582881,16.47
8061,0,1406,Unreliable
8063,Suppressed,7097,Suppressed
8065,Suppressed,8127,Suppressed
8067,Suppressed,56221,Suppressed
8069,52,356899,14.57
8071,Suppressed,14506,Suppressed
8073,0,5701,Unreliable
8075,Suppressed,22409,Suppressed
8077,29,154210,18.81
8079,0,769,Unreliable
8081,Suppressed,13283,Suppressed
8083,Suppressed,26183,Suppressed
8085,Suppressed,42758,Suppressed
8087,Suppressed,29068,Suppressed
8089,Suppressed,18278,Suppressed
8091,Suppressed,4952,Suppressed
8093,Suppressed,18845,Suppressed
8095,0,4265,Unreliable
8097,Suppressed,17767,Suppressed
8099,Suppressed,12172,Suppressed
8101,59,168424,35.03
8103,Suppressed,6324,Suppressed
8105,Suppressed,11267,Suppressed
8107,Suppressed,25638,Suppressed
8109,Suppressed,6824,Suppressed
8111,Suppressed,728,Suppressed
8113,0,8179,Unreliable
8115,0,2248,Unreliable
8117,Suppressed,31011,Suppressed
8119,Suppressed,25388,Suppressed
8121,0,4908,Unreliable
8123,49,324492,15.1
8125,Suppressed,10019,Suppressed
9001,193,943332,20.46
9003,340,891720,38.13
9005,76,180333,42.14
9007,52,162436,32.01
9009,345,854757,40.36
9011,116,265206,43.74
9013,36,150721,23.89
9015,56,116782,47.95
10001,64,180786,35.4
10003,266,558753,47.61
10005,105,234225,44.83
11001,311,705749,44.07
12001,29,269043,10.78
12003,Suppressed,29210,Suppressed
12005,56,174705,32.05
12007,Suppressed,28201,Suppressed
12009,307,601942,51
12011,507,1952778,25.96
12013,Suppressed,14105,Suppressed
12015,21,188910,11.12
12017,48,149657,32.07
12019,58,219252,26.45
12021,82,384902,21.3
12023,13,71686,Unreliable
12027,10,38001,Unreliable
12029,0,16826,Unreliable
12031,393,957755,41.03
12033,92,318316,28.9
12035,31,115081,26.94
12037,Suppressed,12125,Suppressed
12039,Suppressed,45660,Suppressed
12041,Suppressed,18582,Suppressed
12043,Suppressed,13811,Suppressed
12045,Suppressed,13639,Suppressed
12047,Suppressed,14428,Suppressed
12049,Suppressed,26937,Suppressed
12051,Suppressed,42022,Suppressed
12053,55,193920,28.36
12055,24,106221,22.59
12057,280,1471968,19.02
12059,Suppressed,19617,Suppressed
12061,31,159923,19.38
12063,Suppressed,46414,Suppressed
12065,Suppressed,14246,Suppressed
12067,Suppressed,8422,Suppressed
12069,102,367118,27.78
12071,217,770577,28.16
12073,29,293582,9.88
12075,Suppressed,41503,Suppressed
12077,Suppressed,8354,Suppressed
12079,Suppressed,18493,Suppressed
12081,124,403253,30.75
12083,112,365579,30.64
12085,38,161000,23.6
12086,300,2716940,11.04
12087,28,74228,37.72
12089,15,88625,Unreliable
12091,54,210738,25.62
12093,10,42168,Unreliable
12095,281,1393452,20.17
12097,72,375751,19.16
12099,458,1496770,30.6
12101,196,553947,35.38
12103,399,974996,40.92
12105,149,724777,20.56
12107,14,74521,Unreliable
12109,31,264672,11.71
12111,72,328297,21.93
12113,33,184313,17.9
12115,103,433742,23.75
12117,77,471826,16.32
12119,20,132420,15.1
12121,Suppressed,44417,Suppressed
12123,Suppressed,21569,Suppressed
12125,Suppressed,15237,Suppressed
12127,186,553284,33.62
12129,Suppressed,33739,Suppressed
12131,15,74071,Unreliable
12133,Suppressed,25473,Suppressed
13001,Suppressed,18386,Suppressed
13003,Suppressed,8165,Suppressed
13005,Suppressed,11164,Suppressed
13007,Suppressed,3038,Suppressed
13009,Suppressed,44890,Suppressed
13011,Suppressed,19234,Suppressed
13013,15,83240,Unreliable
13015,21,107738,19.49
13017,Suppressed,16700,Suppressed
13019,Suppressed,19397,Suppressed
13021,12,153159,Unreliable
13023,0,12873,Unreliable
13025,Suppressed,19109,Suppressed
13027,Suppressed,15457,Suppressed
13029,Suppressed,39627,Suppressed
13031,Suppressed,79608,Suppressed
13033,Suppressed,22383,Suppressed
13035,Suppressed,24936,Suppressed
13037,0,6189,Unreliable
13039,Suppressed,54666,Suppressed
13043,0,10803,Unreliable
13045,32,119992,26.67
13047,12,67580,Unreliable
13049,0,13392,Unreliable
13051,38,289430,13.13
13053,Suppressed,10907,Suppressed
13055,Suppressed,24789,Suppressed
13057,31,258773,11.98
13059,20,128331,15.58
13061,0,2834,Unreliable
13063,20,292256,6.84
13065,Suppressed,6618,Suppressed
13067,110,760141,14.47
13069,Suppressed,43273,Suppressed
13071,Suppressed,45600,Suppressed
13073,21,156714,13.4
13075,Suppressed,17270,Suppressed
13077,17,148509,Unreliable
13079,Suppressed,12404,Suppressed
13081,Suppressed,22372,Suppressed
13083,Suppressed,16116,Suppressed
13085,Suppressed,26108,Suppressed
13087,Suppressed,26404,Suppressed
13089,102,759297,13.43
13091,Suppressed,20605,Suppressed
13093,0,13390,Unreliable
13095,20,87956,22.74
13097,26,146343,17.77
13099,Suppressed,10190,Suppressed
13101,0,4006,Unreliable
13103,Suppressed,64296,Suppressed
13105,Suppressed,19194,Suppressed
13107,0,22646,Unreliable
13109,Suppressed,10654,Suppressed
13111,Suppressed,26188,Suppressed
13113,19,114421,Unreliable
13115,17,98498,Unreliable
13117,30,244252,12.28
13119,10,23349,Unreliable
13121,155,1063937,14.57
13123,Suppressed,31369,Suppressed
13125,Suppressed,2971,Suppressed
13127,12,85292,Unreliable
13129,Suppressed,57963,Suppressed
13131,Suppressed,24633,Suppressed
13133,0,18324,Unreliable
13135,80,936250,8.54
13137,Suppressed,45328,Suppressed
13139,31,204441,15.16
13141,Suppressed,8457,Suppressed
13143,Suppressed,29792,Suppressed
13145,Suppressed,35236,Suppressed
13147,Suppressed,26205,Suppressed
13149,Suppressed,11923,Suppressed
13151,29,234561,12.36
13153,20,157863,12.67
13155,Suppressed,9416,Suppressed
13157,12,72977,Unreliable
13159,Suppressed,14219,Suppressed
13161,Suppressed,15115,Suppressed
13163,0,15362,Unreliable
13165,0,8676,Unreliable
13167,0,9643,Unreliable
13169,Suppressed,28735,Suppressed
13171,Suppressed,19077,Suppressed
13173,0,10423,Unreliable
13175,Suppressed,47546,Suppressed
13177,Suppressed,29992,Suppressed
13179,Suppressed,61435,Suppressed
13181,Suppressed,7921,Suppressed
13183,Suppressed,19559,Suppressed
13185,Suppressed,117406,Suppressed
13187,Suppressed,33610,Suppressed
13189,Suppressed,21312,Suppressed
13191,Suppressed,14378,Suppressed
13193,Suppressed,12947,Suppressed
13195,Suppressed,29880,Suppressed
13197,0,8359,Unreliable
13199,Suppressed,21167,Suppressed
13201,Suppressed,5718,Suppressed
13205,Suppressed,21863,Suppressed
13207,Suppressed,27578,Suppressed
13209,Suppressed,9172,Suppressed
13211,Suppressed,19276,Suppressed
13213,Suppressed,40096,Suppressed
13215,24,195769,12.26
13217,14,111744,Unreliable
13219,Suppressed,40280,Suppressed
13221,Suppressed,15259,Suppressed
13223,24,168667,14.23
13225,Suppressed,27546,Suppressed
13227,0,32591,Unreliable
13229,Suppressed,19465,Suppressed
13231,Suppressed,18962,Suppressed
13233,Suppressed,42613,Suppressed
13235,Suppressed,11137,Suppressed
13237,Suppressed,22119,Suppressed
13239,0,2299,Unreliable
13241,Suppressed,17137,Suppressed
13243,Suppressed,6778,Suppressed
13245,42,202518,20.74
13247,Suppressed,90896,Suppressed
13249,Suppressed,5257,Suppressed
13251,Suppressed,13966,Suppressed
13253,Suppressed,8090,Suppressed
13255,Suppressed,66703,Suppressed
13257,Suppressed,25925,Suppressed
13259,Suppressed,6621,Suppressed
13261,Suppressed,29524,Suppressed
13263,Suppressed,6195,Suppressed
13265,Suppressed,1537,Suppressed
13267,Suppressed,25286,Suppressed
13269,0,8020,Unreliable
13271,Suppressed,15860,Suppressed
13273,Suppressed,8531,Suppressed
13275,Suppressed,44451,Suppressed
13277,Suppressed,40644,Suppressed
13279,Suppressed,26830,Suppressed
13281,Suppressed,12037,Suppressed
13283,Suppressed,6901,Suppressed
13285,Suppressed,69922,Suppressed
13287,Suppressed,7985,Suppressed
13289,0,8120,Unreliable
13291,Suppressed,24511,Suppressed
13293,Suppressed,26320,Suppressed
13295,13,69761,Unreliable
13297,20,94593,21.14
13299,Suppressed,35734,Suppressed
13301,0,5254,Unreliable
13303,0,20374,Unreliable
13305,Suppressed,29927,Suppressed
13307,0,2607,Unreliable
13309,0,7855,Unreliable
13311,Suppressed,30798,Suppressed
13313,19,104628,Unreliable
13315,0,8635,Unreliable
13317,Suppressed,9777,Suppressed
13319,0,8954,Unreliable
13321,Suppressed,20247,Suppressed
15001,17,201513,Unreliable
15003,183,974563,18.78
15005,0,86,Unreliable
15007,14,72293,Unreliable
15009,28,167417,16.72
16001,79,481587,16.4
16003,Suppressed,4294,Suppressed
16005,29,87808,33.03
16007,Suppressed,6125,Suppressed
16009,Suppressed,9298,Suppressed
16011,Suppressed,46811,Suppressed
16013,Suppressed,23021,Suppressed
16015,Suppressed,7831,Suppressed
16017,Suppressed,45739,Suppressed
16019,29,119062,24.36
16021,Suppressed,12245,Suppressed
16023,0,2597,Unreliable
16025,0,1106,Unreliable
16027,20,229849,8.7
16029,0,7155,Unreliable
16031,Suppressed,24030,Suppressed
16033,0,845,Unreliable
16035,Suppressed,8756,Suppressed
16037,0,4315,Unreliable
16039,Suppressed,27511,Suppressed
16041,Suppressed,13876,Suppressed
16043,Suppressed,13099,Suppressed
16045,Suppressed,18112,Suppressed
16047,Suppressed,15179,Suppressed
16049,Suppressed,16667,Suppressed
16051,Suppressed,29871,Suppressed
16053,Suppressed,24412,Suppressed
16055,24,165697,14.48
16057,Suppressed,40108,Suppressed
16059,Suppressed,8027,Suppressed
16061,0,3838,Unreliable
16063,0,5366,Unreliable
16065,0,39907,Unreliable
16067,Suppressed,21039,Suppressed
16069,Suppressed,40408,Suppressed
16071,Suppressed,4531,Suppressed
16073,0,11823,Unreliable
16075,Suppressed,23951,Suppressed
16077,0,7681,Unreliable
16079,Suppressed,12882,Suppressed
16081,Suppressed,12142,Suppressed
16083,22,86878,25.32
16085,Suppressed,11392,Suppressed
16087,0,10194,Unreliable
17001,Suppressed,65435,Suppressed
17003,Suppressed,5761,Suppressed
17005,Suppressed,16426,Suppressed
17007,Suppressed,53544,Suppressed
17009,0,6578,Unreliable
17011,Suppressed,32628,Suppressed
17013,0,4739,Unreliable
17015,Suppressed,14305,Suppressed
17017,0,12147,Unreliable
17019,50,209689,23.84
17021,Suppressed,32304,Suppressed
17023,Suppressed,15441,Suppressed
17025,Suppressed,13184,Suppressed
17027,Suppressed,37562,Suppressed
17029,Suppressed,50621,Suppressed
17031,1359,5150233,26.39
17033,Suppressed,18667,Suppressed
17035,Suppressed,10766,Suppressed
17037,17,104897,Unreliable
17039,Suppressed,15638,Suppressed
17041,Suppressed,19465,Suppressed
17043,131,922921,14.19
17045,0,17161,Unreliable
17047,0,6395,Unreliable
17049,Suppressed,34008,Suppressed
17051,Suppressed,21336,Suppressed
17053,0,12961,Unreliable
17055,10,38469,Unreliable
17057,Suppressed,34340,Suppressed
17059,Suppressed,4828,Suppressed
17061,Suppressed,12969,Suppressed
17063,16,51054,Unreliable
17065,0,8116,Unreliable
17067,0,17708,Unreliable
17069,0,3821,Unreliable
17071,Suppressed,6646,Suppressed
17073,Suppressed,48913,Suppressed
17075,Suppressed,27114,Suppressed
17077,Suppressed,56750,Suppressed
17079,Suppressed,9610,Suppressed
17081,Suppressed,37684,Suppressed
17083,Suppressed,21773,Suppressed
17085,Suppressed,21235,Suppressed
17087,Suppressed,12417,Suppressed
17089,79,532403,14.84
17091,27,109862,24.58
17093,14,128990,Unreliable
17095,Suppressed,49699,Suppressed
17097,90,696535,12.92
17099,30,108669,27.61
17101,Suppressed,15678,Suppressed
17103,Suppressed,34096,Suppressed
17105,Suppressed,35648,Suppressed
17107,Suppressed,28618,Suppressed
17109,Suppressed,29682,Suppressed
17111,42,307774,13.65
17113,31,171517,18.07
17115,25,104009,24.04
17117,Suppressed,44926,Suppressed
17119,107,262966,40.69
17121,12,37205,Unreliable
17123,Suppressed,11438,Suppressed
17125,0,13359,Unreliable
17127,Suppressed,13772,Suppressed
17129,Suppressed,12196,Suppressed
17131,Suppressed,15437,Suppressed
17133,Suppressed,34637,Suppressed
17135,Suppressed,28414,Suppressed
17137,Suppressed,33658,Suppressed
17139,Suppressed,14501,Suppressed
17141,10,50643,Unreliable
17143,49,179179,27.35
17145,Suppressed,20916,Suppressed
17147,Suppressed,16344,Suppressed
17149,Suppressed,15561,Suppressed
17151,Suppressed,4177,Suppressed
17153,Suppressed,5335,Suppressed
17155,Suppressed,5739,Suppressed
17157,Suppressed,31782,Suppressed
17159,Suppressed,15513,Suppressed
17161,25,141879,17.62
17163,75,259686,28.88
17165,11,23491,Unreliable
17167,39,194672,20.03
17169,0,6768,Unreliable
17171,0,4951,Unreliable
17173,Suppressed,21634,Suppressed
17175,Suppressed,5342,Suppressed
17177,10,44498,Unreliable
17179,19,131803,Unreliable
17181,Suppressed,16653,Suppressed
17183,24,75758,31.68
17185,Suppressed,11520,Suppressed
17187,Suppressed,16844,Suppressed
17189,0,13887,Unreliable
17191,Suppressed,16215,Suppressed
17193,Suppressed,13537,Suppressed
17195,Suppressed,55175,Suppressed
17197,148,690743,21.43
17199,Suppressed,66597,Suppressed
17201,123,282572,43.53
17203,Suppressed,38459,Suppressed
18001,Suppressed,35777,Suppressed
18003,112,379299,29.53
18005,20,83779,23.87
18007,0,8748,Unreliable
18009,0,11758,Unreliable
18011,20,67843,29.48
18013,0,15092,Unreliable
18015,Suppressed,20257,Suppressed
18017,Suppressed,37689,Suppressed
18019,41,118302,34.66
18021,Suppressed,26225,Suppressed
18023,Suppressed,32399,Suppressed
18025,Suppressed,10577,Suppressed
18027,Suppressed,33351,Suppressed
18029,16,49458,Unreliable
18031,Suppressed,26559,Suppressed
18033,11,43475,Unreliable
18035,43,114135,37.67
18037,Suppressed,42736,Suppressed
18039,23,206341,11.15
18041,21,23102,90.9
18043,38,78522,48.39
18045,Suppressed,16346,Suppressed
18047,Suppressed,22758,Suppressed
18049,Suppressed,19974,Suppressed
18051,Suppressed,33659,Suppressed
18053,13,65769,Unreliable
18055,Suppressed,31922,Suppressed
18057,36,338011,10.65
18059,12,78168,Unreliable
18061,15,40515,Unreliable
18063,27,170311,15.85
18065,10,47972,Unreliable
18067,31,82544,37.56
18069,Suppressed,36520,Suppressed
18071,Suppressed,44231,Suppressed
18073,Suppressed,33562,Suppressed
18075,Suppressed,20436,Suppressed
18077,Suppressed,32308,Suppressed
18079,12,27735,Unreliable
18081,29,158167,18.34
18083,Suppressed,36594,Suppressed
18085,11,79456,Unreliable
18087,0,39614,Unreliable
18089,153,485493,31.51
18091,28,109888,25.48
18093,Suppressed,45370,Suppressed
18095,53,129569,40.9
18097,378,964582,39.19
18099,Suppressed,46258,Suppressed
18101,Suppressed,10255,Suppressed
18103,Suppressed,35516,Suppressed
18105,25,148431,16.84
18107,Suppressed,38338,Suppressed
18109,23,70489,32.63
18111,Suppressed,13984,Suppressed
18113,Suppressed,47744,Suppressed
18115,Suppressed,5875,Suppressed
18117,Suppressed,19646,Suppressed
18119,Suppressed,20799,Suppressed
18121,Suppressed,16937,Suppressed
18123,0,19169,Unreliable
18125,Suppressed,12389,Suppressed
18127,40,170389,23.48
18129,Suppressed,25427,Suppressed
18131,Suppressed,12353,Suppressed
18133,Suppressed,37576,Suppressed
18135,Suppressed,24665,Suppressed
18137,Suppressed,28324,Suppressed
18139,Suppressed,16581,Suppressed
18141,38,271826,13.98
18143,Suppressed,23873,Suppressed
18145,13,44729,Unreliable
18147,Suppressed,20277,Suppressed
18149,11,22995,Unreliable
18151,Suppressed,34594,Suppressed
18153,Suppressed,20669,Suppressed
18155,Suppressed,10751,Suppressed
18157,43,195732,21.97
18159,Suppressed,15148,Suppressed
18161,Suppressed,7054,Suppressed
18163,35,181451,19.29
18165,Suppressed,15498,Suppressed
18167,20,107038,18.68
18169,Suppressed,30996,Suppressed
18171,Suppressed,8265,Suppressed
18173,Suppressed,62998,Suppressed
18175,Suppressed,28036,Suppressed
18177,48,65884,72.86
18179,10,28296,Unreliable
18181,Suppressed,24102,Suppressed
18183,Suppressed,33964,Suppressed
19001,Suppressed,7152,Suppressed
19003,Suppressed,3602,Suppressed
19005,Suppressed,13687,Suppressed
19007,Suppressed,12426,Suppressed
19009,Suppressed,5496,Suppressed
19011,0,25645,Unreliable
19013,Suppressed,131228,Suppressed
19015,Suppressed,26234,Suppressed
19017,Suppressed,25062,Suppressed
19019,Suppressed,21175,Suppressed
19021,Suppressed,19620,Suppressed
19023,Suppressed,14439,Suppressed
19025,Suppressed,9668,Suppressed
19027,0,20165,Unreliable
19029,Suppressed,12836,Suppressed
19031,Suppressed,18627,Suppressed
19033,Suppressed,42450,Suppressed
19035,Suppressed,11235,Suppressed
19037,0,11933,Unreliable
19039,Suppressed,9395,Suppressed
19041,Suppressed,16016,Suppressed
19043,Suppressed,17549,Suppressed
19045,Suppressed,46429,Suppressed
19047,0,16820,Unreliable
19049,Suppressed,93453,Suppressed
19051,0,9000,Unreliable
19053,Suppressed,7870,Suppressed
19055,0,17011,Unreliable
19057,Suppressed,38967,Suppressed
19059,Suppressed,17258,Suppressed
19061,Suppressed,97311,Suppressed
19063,0,9208,Unreliable
19065,0,19650,Unreliable
19067,0,15642,Unreliable
19069,Suppressed,10070,Suppressed
19071,0,6960,Unreliable
19073,Suppressed,8888,Suppressed
19075,Suppressed,12232,Suppressed
19077,Suppressed,10689,Suppressed
19079,Suppressed,14773,Suppressed
19081,0,10630,Unreliable
19083,0,16846,Unreliable
19085,Suppressed,14049,Suppressed
19087,0,19954,Unreliable
19089,0,9158,Unreliable
19091,0,9558,Unreliable
19093,Suppressed,6860,Suppressed
19095,0,16184,Unreliable
19097,Suppressed,19439,Suppressed
19099,Suppressed,37185,Suppressed
19101,Suppressed,18295,Suppressed
19103,Suppressed,151140,Suppressed
19105,Suppressed,20681,Suppressed
19107,0,10246,Unreliable
19109,Suppressed,14813,Suppressed
19111,Suppressed,33657,Suppressed
19113,36,226706,15.88
19115,Suppressed,11035,Suppressed
19117,Suppressed,8600,Suppressed
19119,0,11755,Unreliable
19121,Suppressed,16338,Suppressed
19123,Suppressed,22095,Suppressed
19125,Suppressed,33253,Suppressed
19127,Suppressed,39369,Suppressed
19129,0,15109,Unreliable
19131,0,10586,Unreliable
19133,0,8615,Unreliable
19135,0,7707,Unreliable
19137,Suppressed,9917,Suppressed
19139,Suppressed,42664,Suppressed
19141,0,13753,Unreliable
19143,Suppressed,5958,Suppressed
19145,Suppressed,15107,Suppressed
19147,Suppressed,8886,Suppressed
19149,Suppressed,25177,Suppressed
19151,0,6619,Unreliable
19153,110,490161,22.44
19155,10,93206,Unreliable
19157,Suppressed,18504,Suppressed
19159,0,4894,Unreliable
19161,0,9721,Unreliable
19163,28,172943,16.19
19165,0,11454,Unreliable
19167,0,34855,Unreliable
19169,Suppressed,97117,Suppressed
19171,Suppressed,16854,Suppressed
19173,Suppressed,6121,Suppressed
19175,Suppressed,12241,Suppressed
19177,0,7044,Unreliable
19179,10,34969,Unreliable
19181,Suppressed,51466,Suppressed
19183,Suppressed,21965,Suppressed
19185,Suppressed,6441,Suppressed
19187,Suppressed,35904,Suppressed
