FIPS,Deaths,Population,2017 MR
01001,-9.0,55504.0,-9.0
01003,27.0,212628.0,12.7
01005,-9.0,25270.0,-9.0
01007,-9.0,22668.0,-9.0
01009,18.0,58013.0,31.03
01011,0.0,10309.0,0.0
01013,-9.0,19825.0,-9.0
01015,31.0,114728.0,27.02
01017,-9.0,33713.0,-9.0
01019,-9.0,25857.0,-9.0
01021,-9.0,44067.0,-9.0
01023,0.0,12945.0,0.0
01025,-9.0,24083.0,-9.0
01027,-9.0,13367.0,-9.0
01029,-9.0,14900.0,-9.0
01031,-9.0,51874.0,-9.0
01033,-9.0,54500.0,-9.0
01035,-9.0,12469.0,-9.0
01037,-9.0,10754.0,-9.0
01039,-9.0,37092.0,-9.0
01041,-9.0,13871.0,-9.0
01043,19.0,82755.0,22.96
01045,-9.0,49226.0,-9.0
01047,-9.0,39215.0,-9.0
01049,26.0,71617.0,36.3
01051,-9.0,81677.0,-9.0
01053,13.0,37447.0,34.72
01055,35.0,102755.0,34.06
01057,-9.0,16468.0,-9.0
01059,0.0,31495.0,0.0
01061,-9.0,26421.0,-9.0
01063,0.0,8330.0,0.0
01065,-9.0,14812.0,-9.0
01067,-9.0,17147.0,-9.0
01069,15.0,104346.0,14.38
01071,-9.0,51909.0,-9.0
01073,208.0,659197.0,31.55
01075,-9.0,13946.0,-9.0
01077,11.0,92538.0,11.89
01079,-9.0,33049.0,-9.0
01081,15.0,161604.0,9.28
01083,-9.0,94402.0,-9.0
01085,-9.0,10076.0,-9.0
01087,-9.0,18755.0,-9.0
01089,77.0,361046.0,21.33
01091,-9.0,19375.0,-9.0
01093,-9.0,29833.0,-9.0
01095,12.0,95548.0,12.56
01097,49.0,413955.0,11.84
01099,-9.0,21327.0,-9.0
01101,14.0,226646.0,6.18
01103,20.0,118818.0,16.83
01105,0.0,9339.0,0.0
01107,-9.0,20176.0,-9.0
01109,-9.0,33267.0,-9.0
01111,-9.0,22670.0,-9.0
01113,-9.0,57045.0,-9.0
01115,28.0,88199.0,31.75
01117,32.0,213605.0,14.98
01119,0.0,12687.0,0.0
01121,13.0,80065.0,16.24
01123,-9.0,40681.0,-9.0
01125,35.0,207811.0,16.84
01127,11.0,64058.0,17.17
01129,-9.0,16531.0,-9.0
01131,0.0,10719.0,0.0
01133,0.0,23722.0,0.0
02013,-9.0,3370.0,-9.0
02016,-9.0,5763.0,-9.0
02020,71.0,294356.0,24.12
02050,-9.0,18076.0,-9.0
02060,0.0,867.0,0.0
02063,,,-9.0
02066,,,-9.0
02068,0.0,2074.0,0.0
02070,0.0,4932.0,0.0
02090,14.0,99703.0,14.04
02100,0.0,2526.0,0.0
02105,0.0,2145.0,0.0
02110,12.0,32094.0,37.39
02122,10.0,58617.0,17.06
02130,-9.0,13856.0,-9.0
02150,-9.0,13448.0,-9.0
02158,,,-9.0
02164,-9.0,1620.0,-9.0
02170,20.0,106532.0,18.77
02180,0.0,9921.0,0.0
02185,-9.0,9782.0,-9.0
02188,-9.0,7684.0,-9.0
02195,-9.0,3281.0,-9.0
02198,0.0,6443.0,0.0
02220,0.0,8689.0,0.0
02230,0.0,1157.0,0.0
02240,-9.0,6888.0,-9.0
02275,0.0,2521.0,0.0
02282,0.0,605.0,0.0
02290,0.0,5365.0,0.0
04001,-9.0,71606.0,-9.0
04003,28.0,124756.0,22.44
04005,27.0,140776.0,19.18
04007,20.0,53501.0,37.38
04009,-9.0,37466.0,-9.0
04011,-9.0,9455.0,-9.0
04012,-9.0,20601.0,-9.0
04013,969.0,4307033.0,22.5
04015,52.0,207200.0,25.1
04017,16.0,108956.0,14.68
04019,247.0,1022769.0,24.15
04021,59.0,430237.0,13.71
04023,-9.0,46212.0,-9.0
04025,56.0,228168.0,24.54
04027,27.0,207534.0,13.01
05001,-9.0,17967.0,-9.0
05003,0.0,20283.0,0.0
05005,11.0,41355.0,26.6
05007,31.0,266300.0,11.64
05009,-9.0,37381.0,-9.0
05011,-9.0,10864.0,-9.0
05013,0.0,5247.0,0.0
05015,-9.0,27944.0,-9.0
05017,0.0,10636.0,0.0
05019,-9.0,22293.0,-9.0
05021,-9.0,14920.0,-9.0
05023,-9.0,25048.0,-9.0
05025,0.0,8202.0,0.0
05027,0.0,23627.0,0.0
05029,-9.0,20916.0,-9.0
05031,13.0,107115.0,12.14
05033,10.0,62996.0,15.87
05035,13.0,48750.0,26.67
05037,-9.0,16863.0,-9.0
05039,0.0,7393.0,0.0
05041,0.0,11764.0,0.0
05043,-9.0,18547.0,-9.0
05045,15.0,123654.0,12.13
05047,-9.0,17890.0,-9.0
05049,-9.0,12055.0,-9.0
05051,35.0,98658.0,35.48
05053,-9.0,18165.0,-9.0
05055,-9.0,45053.0,-9.0
05057,-9.0,21861.0,-9.0
05059,11.0,33574.0,32.76
05061,0.0,13478.0,0.0
05063,-9.0,37504.0,-9.0
05065,-9.0,13686.0,-9.0
05067,0.0,17135.0,0.0
05069,15.0,69115.0,21.7
05071,-9.0,26552.0,-9.0
05073,0.0,6862.0,0.0
05075,-9.0,16525.0,-9.0
05077,-9.0,9176.0,-9.0
05079,-9.0,13646.0,-9.0
05081,-9.0,12359.0,-9.0
05083,-9.0,21722.0,-9.0
05085,-9.0,72898.0,-9.0
05087,0.0,16339.0,0.0
05089,-9.0,16428.0,-9.0
05091,-9.0,43984.0,-9.0
05093,-9.0,42159.0,-9.0
05095,0.0,7085.0,0.0
05097,-9.0,8919.0,-9.0
05099,0.0,8327.0,0.0
05101,-9.0,7828.0,-9.0
05103,-9.0,23868.0,-9.0
05105,-9.0,10348.0,-9.0
05107,0.0,18572.0,0.0
05109,-9.0,10726.0,-9.0
05111,-9.0,24154.0,-9.0
05113,-9.0,20118.0,-9.0
05115,-9.0,63835.0,-9.0
05117,0.0,8248.0,0.0
05119,70.0,393956.0,17.77
05121,-9.0,17557.0,-9.0
05123,-9.0,25930.0,-9.0
05125,30.0,119323.0,25.14
05127,0.0,10445.0,0.0
05129,0.0,7938.0,0.0
05131,16.0,128107.0,12.49
05133,-9.0,17115.0,-9.0
05135,-9.0,17393.0,-9.0
05137,-9.0,12537.0,-9.0
05139,-9.0,39449.0,-9.0
05141,-9.0,16506.0,-9.0
05143,18.0,231996.0,7.76
05145,13.0,79016.0,16.45
05147,-9.0,6571.0,-9.0
05149,-9.0,21523.0,-9.0
06001,127.0,1663190.0,7.64
06003,0.0,1120.0,0.0
06005,-9.0,38626.0,-9.0
06007,46.0,229294.0,20.06
06009,-9.0,45670.0,-9.0
06011,-9.0,21805.0,-9.0
06013,115.0,1147439.0,10.02
06015,-9.0,27470.0,-9.0
06017,32.0,188987.0,16.93
06019,123.0,989255.0,12.43
06021,-9.0,28094.0,-9.0
06023,44.0,136754.0,32.17
06025,21.0,182830.0,11.49
06027,-9.0,18026.0,-9.0
06029,229.0,893119.0,25.64
06031,15.0,150101.0,9.99
06033,28.0,64246.0,43.58
06035,-9.0,31163.0,-9.0
06037,917.0,10163507.0,9.02
06039,19.0,156890.0,12.11
06041,38.0,260955.0,14.56
06043,-9.0,17569.0,-9.0
06045,26.0,88018.0,29.54
06047,34.0,272673.0,12.47
06049,-9.0,8859.0,-9.0
06051,0.0,14168.0,0.0
06053,43.0,437907.0,9.82
06055,13.0,140973.0,9.22
06057,18.0,99814.0,18.03
06059,372.0,3190400.0,11.66
06061,42.0,386166.0,10.88
06063,-9.0,18742.0,-9.0
06065,412.0,2423266.0,17.0
06067,213.0,1530615.0,13.92
06069,-9.0,60310.0,-9.0
06071,197.0,2157404.0,9.13
06073,483.0,3337685.0,14.47
06075,184.0,884363.0,20.81
06077,145.0,745424.0,19.45
06079,43.0,283405.0,15.17
06081,80.0,771410.0,10.37
06083,67.0,448150.0,14.95
06085,157.0,1938153.0,8.1
06087,43.0,275897.0,15.59
06089,34.0,179921.0,18.9
06091,0.0,2999.0,0.0
06093,-9.0,43853.0,-9.0
06095,59.0,445458.0,13.24
06097,69.0,504217.0,13.68
06099,68.0,547899.0,12.41
06101,10.0,96648.0,10.35
06103,-9.0,63926.0,-9.0
06105,-9.0,12709.0,-9.0
06107,35.0,464493.0,7.54
06109,13.0,54248.0,23.96
06111,148.0,854223.0,17.33
06113,27.0,219116.0,12.32
06115,16.0,77031.0,20.77
08001,110.0,503167.0,21.86
08003,-9.0,16551.0,-9.0
08005,85.0,643052.0,13.22
08007,-9.0,13315.0,-9.0
08009,0.0,3562.0,0.0
08011,-9.0,5938.0,-9.0
08013,45.0,322514.0,13.95
08014,-9.0,68341.0,-9.0
08015,-9.0,19638.0,-9.0
08017,0.0,1845.0,0.0
08019,-9.0,9574.0,-9.0
08021,-9.0,8184.0,-9.0
08023,0.0,3776.0,0.0
08025,-9.0,5810.0,-9.0
08027,0.0,4874.0,0.0
08029,-9.0,30568.0,-9.0
08031,152.0,704621.0,21.57
08033,-9.0,2067.0,-9.0
08035,30.0,335299.0,8.95
08037,-9.0,54772.0,-9.0
08039,-9.0,25642.0,-9.0
08041,185.0,699232.0,26.46
08043,12.0,47559.0,25.23
08045,-9.0,59118.0,-9.0
08047,0.0,6013.0,0.0
08049,-9.0,15321.0,-9.0
08051,-9.0,16939.0,-9.0
08053,0.0,794.0,0.0
08055,-9.0,6662.0,-9.0
08057,-9.0,1385.0,-9.0
08059,95.0,574613.0,16.53
08061,0.0,1376.0,0.0
08063,-9.0,7158.0,-9.0
08065,-9.0,7778.0,-9.0
08067,-9.0,55589.0,-9.0
08069,50.0,343976.0,14.54
08071,-9.0,14238.0,-9.0
08073,0.0,5546.0,0.0
08075,0.0,21896.0,0.0
08077,40.0,151616.0,26.38
08079,-9.0,766.0,-9.0
08081,-9.0,13131.0,-9.0
08083,-9.0,26140.0,-9.0
08085,-9.0,41784.0,-9.0
08087,-9.0,28192.0,-9.0
08089,-9.0,18326.0,-9.0
08091,0.0,4794.0,0.0
08093,-9.0,17905.0,-9.0
08095,0.0,4292.0,0.0
08097,-9.0,17890.0,-9.0
08099,-9.0,12070.0,-9.0
08101,51.0,166475.0,30.64
08103,-9.0,6420.0,-9.0
08105,-9.0,11301.0,-9.0
08107,-9.0,25220.0,-9.0
08109,0.0,6626.0,0.0
08111,0.0,715.0,0.0
08113,0.0,7967.0,0.0
08115,0.0,2344.0,0.0
08117,-9.0,30585.0,-9.0
08119,-9.0,24646.0,-9.0
08121,0.0,4938.0,0.0
08123,34.0,304633.0,11.16
08125,0.0,10075.0,0.0
09110,,,59.69
09120,,,4.11
09130,,,33.56
09140,,,19.81
09150,,,39.9
09160,,,27.58
09170,,,20.95
09180,,,31.05
09190,,,15.84
10001,41.0,176824.0,23.19
