FIPS,Deaths,Population,2013 MR
01001,-9.0,55246.0,-9.0
01003,22.0,195540.0,11.25
01005,-9.0,27076.0,-9.0
01007,-9.0,22512.0,-9.0
01009,13.0,57872.0,22.46
01011,0.0,10639.0,0.0
01013,0.0,20265.0,0.0
01015,-9.0,116736.0,-9.0
01017,-9.0,34162.0,-9.0
01019,-9.0,26203.0,-9.0
01021,-9.0,43951.0,-9.0
01023,-9.0,13426.0,-9.0
01025,-9.0,25207.0,-9.0
01027,0.0,13486.0,0.0
01029,-9.0,14994.0,-9.0
01031,-9.0,50938.0,-9.0
01033,-9.0,54520.0,-9.0
01035,-9.0,12887.0,-9.0
01037,-9.0,10898.0,-9.0
01039,0.0,37886.0,0.0
01041,0.0,13986.0,0.0
01043,16.0,80811.0,19.8
01045,-9.0,49884.0,-9.0
01047,-9.0,41996.0,-9.0
01049,23.0,71013.0,32.39
01051,-9.0,80902.0,-9.0
01053,13.0,37983.0,34.23
01055,21.0,103931.0,20.21
01057,-9.0,16909.0,-9.0
01059,10.0,31532.0,31.71
01061,-9.0,26727.0,-9.0
01063,-9.0,8744.0,-9.0
01065,-9.0,15406.0,-9.0
01067,-9.0,17296.0,-9.0
01069,20.0,103668.0,19.29
01071,-9.0,52951.0,-9.0
01073,96.0,659479.0,14.56
01075,-9.0,14236.0,-9.0
01077,-9.0,92797.0,-9.0
01079,-9.0,33587.0,-9.0
01081,10.0,150933.0,6.63
01083,-9.0,88845.0,-9.0
01085,0.0,10703.0,0.0
01087,-9.0,19688.0,-9.0
01089,23.0,346892.0,6.63
01091,-9.0,20155.0,-9.0
01093,-9.0,30334.0,-9.0
01095,16.0,94760.0,16.88
01097,64.0,414079.0,15.46
01099,-9.0,22236.0,-9.0
01101,10.0,226659.0,4.41
01103,18.0,119787.0,15.03
01105,0.0,10020.0,0.0
01107,-9.0,19401.0,-9.0
01109,-9.0,33339.0,-9.0
01111,0.0,22727.0,0.0
01113,-9.0,59585.0,-9.0
01115,22.0,86308.0,25.49
01117,30.0,204180.0,14.69
01119,-9.0,13361.0,-9.0
01121,11.0,81096.0,13.56
01123,-9.0,41203.0,-9.0
01125,33.0,200821.0,16.43
01127,26.0,65998.0,39.4
01129,-9.0,16877.0,-9.0
01131,0.0,11307.0,0.0
01133,-9.0,24146.0,-9.0
02013,0.0,3092.0,0.0
02016,-9.0,5511.0,-9.0
02020,49.0,300950.0,16.28
02050,0.0,17758.0,0.0
02060,0.0,960.0,0.0
02063,,,-9.0
02066,,,-9.0
02068,-9.0,1867.0,-9.0
02070,-9.0,5010.0,-9.0
02090,12.0,100436.0,11.95
02100,0.0,2592.0,0.0
02105,-9.0,-9.0,-9.0
02110,-9.0,32660.0,-9.0
02122,-9.0,57147.0,-9.0
02130,-9.0,13729.0,-9.0
02150,-9.0,14135.0,-9.0
02158,,,-9.0
02164,0.0,1648.0,0.0
02170,12.0,95192.0,12.61
02180,0.0,9892.0,0.0
02185,-9.0,9686.0,-9.0
02188,0.0,7685.0,0.0
02195,-9.0,-9.0,-9.0
02198,-9.0,-9.0,-9.0
02220,-9.0,9020.0,-9.0
02230,-9.0,-9.0,-9.0
02240,-9.0,6985.0,-9.0
02275,-9.0,-9.0,-9.0
02282,0.0,642.0,0.0
02290,0.0,5695.0,0.0
04001,-9.0,71934.0,-9.0
04003,13.0,129473.0,10.04
04005,30.0,136539.0,21.97
04007,12.0,53053.0,22.62
04009,-9.0,37482.0,-9.0
04011,0.0,9049.0,0.0
04012,-9.0,20324.0,-9.0
04013,705.0,4009412.0,17.58
04015,62.0,203030.0,30.54
04017,29.0,107322.0,27.02
04019,215.0,996554.0,21.57
04021,52.0,389350.0,13.36
04023,-9.0,46768.0,-9.0
04025,65.0,215133.0,30.21
04027,23.0,201201.0,11.43
05001,0.0,18777.0,0.0
05003,-9.0,21283.0,-9.0
05005,-9.0,40957.0,-9.0
05007,22.0,237297.0,9.27
05009,-9.0,37396.0,-9.0
05011,0.0,11249.0,0.0
05013,-9.0,5241.0,-9.0
05015,-9.0,27808.0,-9.0
05017,0.0,11335.0,0.0
05019,-9.0,22743.0,-9.0
05021,-9.0,15402.0,-9.0
05023,-9.0,25686.0,-9.0
05025,0.0,8593.0,0.0
05027,-9.0,24164.0,-9.0
05029,0.0,21245.0,0.0
05031,19.0,101488.0,18.72
05033,12.0,61640.0,19.47
05035,-9.0,49746.0,-9.0
05037,-9.0,17548.0,-9.0
05039,0.0,7933.0,0.0
05041,-9.0,12505.0,-9.0
05043,-9.0,18785.0,-9.0
05045,-9.0,119580.0,-9.0
05047,-9.0,18034.0,-9.0
05049,0.0,12304.0,0.0
05051,22.0,97173.0,22.64
05053,-9.0,18019.0,-9.0
05055,-9.0,43097.0,-9.0
05057,0.0,22474.0,0.0
05059,-9.0,33500.0,-9.0
05061,-9.0,13581.0,-9.0
05063,-9.0,36997.0,-9.0
05065,-9.0,13368.0,-9.0
05067,-9.0,17615.0,-9.0
05069,-9.0,73191.0,-9.0
05071,-9.0,25846.0,-9.0
05073,-9.0,7252.0,-9.0
05075,-9.0,17011.0,-9.0
05077,-9.0,10015.0,-9.0
05079,0.0,14031.0,0.0
05081,0.0,12730.0,0.0
